ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1967,1967-10-15,5,22.055,CHI,,DET,W 14-3,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,8,4.00,0,0,0
2,1967,1967-10-22,6,22.062,CHI,@,CLE,L 0-24,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,3,34,11.33,0,1,0,0.00,0,0,0
3,1969,1969-09-21,1,24.031,NOR,,WAS,L 20-26,1,30,30.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,23,23.00,0,2,10,5.00,0,0,0
4,1969,1969-09-28,2,24.038,NOR,,DAL,L 17-21,1,17,17.00,0,1,9,9.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,4,16,4.00,0,0,0
5,1969,1969-10-05,3,24.045,NOR,@,RAM,L 17-36,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,45,22.50,0,2,27,13.50,0,0,0
6,1969,1969-10-12,4,24.052,NOR,,CLE,L 17-27,1,34,34.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,46,23.00,0,0,0,,0,0,0
7,1969,1969-10-19,5,24.059,NOR,,BAL,L 10-30,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,3,57,19.00,0,0,0,,0,0,0
8,1969,1969-10-26,6,24.066,NOR,@,PHI,L 10-13,5,68,13.60,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
9,1969,1969-11-02,7,24.073,NOR,@,STL,W 51-42,7,145,20.71,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,-1,-1.00,0,0,0
10,1969,1969-11-09,8,24.080,NOR,@,DAL,L 17-33,4,43,10.75,0,1,1,1.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,6.00,0,0,0
11,1969,1969-11-16,9,24.087,NOR,@,NYG,W 25-24,2,27,13.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
12,1969,1969-11-23,10,24.094,NOR,,SFO,W 43-38,3,28,9.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
13,1969,1969-11-30,11,24.101,NOR,,PHI,W 26-17,5,84,16.80,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,3,3.00,0,1,6
14,1969,1969-12-07,12,24.108,NOR,@,ATL,L 17-45,2,29,14.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,0.00,0,0,0
15,1969,1969-12-14,13,24.115,NOR,@,WAS,L 14-17,1,14,14.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,15,15.00,0,0,0
16,1969,1969-12-21,14,24.122,NOR,,PIT,W 27-24,5,81,16.20,0,1,2,2.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,30,15.00,0,0,0
17,1970,1970-09-20,1,25.030,NOR,,ATL,L 3-14,5,85,17.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
18,1970,1970-09-27,2,25.037,NOR,@,MIN,L 0-26,1,7,7.00,0,1,14,14.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
19,1970,1970-10-04,3,25.044,NOR,,NYG,W 14-10,2,30,15.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
20,1970,1970-10-11,4,25.051,NOR,@,STL,L 17-24,2,31,15.50,0,2,19,9.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
21,1970,1970-10-18,5,25.058,NOR,@,SFO,T 20-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1970,1970-10-25,6,25.065,NOR,@,ATL,L 14-32,1,2,2.00,0,1,1,1.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
23,1970,1970-11-01,7,25.072,NOR,,RAM,L 17-30,3,36,12.00,0,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,3,60,20.00,0,1,15,15.00,0,0,0
24,1970,1970-11-08,8,25.079,NOR,,DET,W 19-17,1,17,17.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,22,22.00,0,1,14,14.00,0,0,0
25,1970,1970-11-15,9,25.086,NOR,@,MIA,L 10-21,3,58,19.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,1,1.00,0,0,0
26,1970,1970-11-22,10,25.093,NOR,,DEN,L 6-31,3,65,21.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,45,22.50,0,5,42,8.40,0,0,0
27,1970,1970-11-29,11,25.100,NOR,@,CIN,L 6-26,2,41,20.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,22,22.00,0,0,0,,0,0,0
28,1970,1970-12-06,12,25.107,NOR,@,RAM,L 16-34,1,9,9.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,3,67,22.33,0,3,10,3.33,0,0,0
29,1970,1970-12-13,13,25.114,NOR,,SFO,L 27-38,3,76,25.33,1,1,-3,-3.00,0,0,0,,0,0,0,,0,0,,,3,63,21.00,0,1,0,0.00,0,1,6
30,1970,1970-12-20,14,25.121,NOR,,CHI,L 3-24,1,27,27.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,40,20.00,0,2,47,23.50,0,0,0
31,1971,1971-10-03,3,26.043,NOR,@,HOU,T 13-13,1,15,15.00,0,1,7,7.00,0,0,0,,0,0,0,,0,0,,,2,47,23.50,0,5,28,5.60,0,0,0
32,1971,1971-10-10,4,26.050,NOR,@,CHI,L 14-35,3,71,23.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,3,66,22.00,0,0,0,,0,0,0
33,1971,1971-10-17,5,26.057,NOR,,DAL,W 24-14,2,28,14.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,23,7.67,0,0,0
34,1971,1971-10-24,6,26.064,NOR,@,ATL,L 6-28,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,18,18.00,0,0,0,,0,0,0
35,1971,1971-10-31,7,26.071,NOR,@,WAS,L 14-24,3,59,19.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,22,22.00,0,0,0,,0,0,0
36,1971,1971-11-07,8,26.078,NOR,,OAK,T 21-21,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,37,18.50,0,3,25,8.33,0,0,0
37,1971,1971-11-14,9,26.085,NOR,@,SFO,W 26-20,1,49,49.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,40,20.00,0,0,0,,0,0,0
38,1971,1971-11-21,10,26.092,NOR,,MIN,L 10-23,4,61,15.25,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,22,22.00,0,1,6,6.00,0,0,0
39,1971,1971-11-28,11,26.099,NOR,@,GNB,W 29-21,1,15,15.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,6.00,0,0,0
40,1971,1971-12-05,12,26.106,NOR,@,RAM,L 28-45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,1973,1973-09-16,1,28.026,ATL,@,NOR,W 62-7,1,15,15.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
42,1973,1973-09-23,2,28.033,ATL,@,RAM,L 0-31,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,4,4.00,0,0,0
43,1973,1973-10-01,3,28.041,ATL,@,DET,L 6-31,1,12,12.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,4,4.00,0,0,0
44,1973,1973-10-07,4,28.047,ATL,,SFO,L 9-13,3,37,12.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
45,1973,1973-10-14,5,28.054,ATL,,CHI,W 46-6,3,43,14.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,3,3.00,0,0,0
46,1973,1973-10-21,6,28.061,ATL,@,SDG,W 41-0,2,43,21.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
47,1973,1973-10-28,7,28.068,ATL,@,SFO,W 17-3,2,39,19.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,36,18.00,0,0,0
48,1973,1973-11-04,8,28.075,ATL,,RAM,W 15-13,4,42,10.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,17,8.50,0,0,0
49,1973,1973-11-11,9,28.082,ATL,@,PHI,W 44-27,1,16,16.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
50,1973,1973-11-25,11,28.096,ATL,@,NYJ,W 28-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,1973,1973-12-02,12,28.103,ATL,,BUF,L 6-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,1973,1973-12-09,13,28.110,ATL,,STL,L 10-32,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,5,5.00,0,0,0
53,1973,1973-12-16,14,28.117,ATL,,NOR,W 14-10,2,44,22.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
54,1974,1974-09-15,1,29.025,ATL,,DAL,L 0-24,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,20,6.67,0,0,0
55,1974,1974-09-22,2,29.032,ATL,,SFO,L 10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,1974,1974-09-29,3,29.039,ATL,@,NOR,L 13-14,2,19,9.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,35,17.50,0,0,0
57,1974,1974-10-06,4,29.046,ATL,@,NYG,W 14-7,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,13,6.50,0,0,0
58,1974,1974-10-13,5,29.053,ATL,,CHI,W 13-10,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,6,108,18.00,0,0,0
59,1974,1974-10-20,6,29.060,ATL,,NOR,L 3-13,3,38,12.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,39,19.50,0,0,0
60,1974,1974-10-28,7,29.068,ATL,@,PIT,L 17-24,1,9,9.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,6.00,0,1,6
61,1974,1974-11-03,8,29.074,ATL,@,MIA,L 7-42,2,12,6.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
62,1974,1974-11-10,9,29.081,ATL,@,RAM,L 0-21,1,14,14.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
63,1974,1974-11-17,10,29.088,ATL,,BAL,L 7-17,1,17,17.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
64,1974,1974-11-24,11,29.095,ATL,@,SFO,L 0-27,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,4,64,16.00,0,0,0
65,1974,1974-12-01,12,29.102,ATL,,RAM,L 7-30,1,8,8.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,19,6.33,0,0,0
66,1974,1974-12-07,13,29.108,ATL,@,MIN,L 10-23,1,13,13.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
67,1974,1974-12-15,14,29.116,ATL,,GNB,W 10-3,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,4,40,10.00,0,0,0
