ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
36,1982,1982-12-12,6,26.291,MIA,@,NWE,L 0-3,1,10,10.00,0,0,0,,0,0,0,0.0,0,0,0
37,1982,1982-12-18,7,26.297,MIA,,NYJ,W 20-19,0,0,,0,0,0,,0,,,,,,
38,1982,1982-12-27,8,26.306,MIA,,BUF,W 27-10,0,0,,0,0,0,,0,,,,,,
39,1982,1983-01-02,9,26.312,MIA,@,BAL,W 34-7,0,0,,0,0,0,,0,,,,,,
40,1983,1983-09-04,1,27.192,MIA,@,BUF,W 12-0,0,0,,0,0,0,,0,,,,,,
41,1983,1983-09-11,2,27.199,MIA,,NWE,W 34-24,2,27,13.50,0,0,0,,0,0,0,0.0,0,0,0
42,1983,1983-09-19,3,27.207,MIA,@,RAI,L 14-27,0,0,,0,0,0,,0,,,,,,
43,1983,1983-09-25,4,27.213,MIA,,KAN,W 14-6,0,0,,0,0,0,,0,,,,,,
44,1983,1983-10-02,5,27.220,MIA,@,NOR,L 7-17,0,0,,0,1,1,1.00,0,0,0,0.0,0,0,0
45,1983,1983-10-09,6,27.227,MIA,,BUF,L 35-38,0,0,,0,0,0,,0,0,0,1.0,0,0,0
46,1983,1983-10-16,7,27.234,MIA,@,NYJ,W 32-14,1,0,0.00,0,0,0,,0,0,0,0.0,0,0,0
47,1983,1983-10-23,8,27.241,MIA,@,BAL,W 21-7,0,0,,0,0,0,,0,,,,,,
48,1983,1983-10-30,9,27.248,MIA,,RAM,W 30-14,1,23,23.00,0,0,0,,0,0,0,0.0,0,0,0
49,1983,1983-11-06,10,27.255,MIA,@,SFO,W 20-17,0,0,,0,0,0,,0,,,,,,
50,1983,1983-11-13,11,27.262,MIA,@,NWE,L 6-17,0,0,,0,0,0,,0,,,,,,
51,1983,1983-11-20,12,27.269,MIA,,BAL,W 37-0,0,0,,0,0,0,,0,,,,,,
52,1983,1983-11-28,13,27.277,MIA,,CIN,W 38-14,0,0,,0,0,0,,0,,,,,,
53,1983,1983-12-04,14,27.283,MIA,@,HOU,W 24-17,0,0,,0,1,11,11.00,0,0,0,0.0,0,0,0
54,1983,1983-12-10,15,27.289,MIA,,ATL,W 31-24,0,0,,0,0,0,,0,,,,,,
55,1983,1983-12-16,16,27.295,MIA,,NYJ,W 34-14,0,0,,0,0,0,,0,2,12,0.0,2,73,2
56,1984,1984-09-02,1,28.191,MIA,@,WAS,W 35-17,0,0,,0,0,0,,0,,,,,,
57,1984,1984-09-09,2,28.198,MIA,,NWE,W 28-7,0,0,,0,0,0,,0,0,0,0.0,1,26,0
58,1984,1984-09-17,3,28.206,MIA,@,BUF,W 21-17,0,0,,0,0,0,,0,,,,,,
59,1984,1984-09-23,4,28.212,MIA,,IND,W 44-7,0,0,,0,0,0,,0,,,,,,
60,1984,1984-09-30,5,28.219,MIA,@,STL,W 36-28,1,12,12.00,0,0,0,,0,0,0,0.0,0,0,0
61,1984,1984-10-07,6,28.226,MIA,@,PIT,W 31-7,0,0,,0,0,0,,0,,,,,,
62,1984,1984-10-14,7,28.233,MIA,,HOU,W 28-10,0,0,,0,0,0,,0,,,,,,
63,1984,1984-10-21,8,28.240,MIA,@,NWE,W 44-24,0,0,,0,0,0,,0,,,,,,
64,1984,1984-10-28,9,28.247,MIA,,BUF,W 38-7,0,0,,0,1,20,20.00,0,0,0,0.0,0,0,0
65,1984,1984-11-04,10,28.254,MIA,@,NYJ,W 31-17,0,0,,0,1,6,6.00,0,0,0,0.0,0,0,0
66,1984,1984-11-11,11,28.261,MIA,,PHI,W 24-23,0,0,,0,1,12,12.00,0,0,0,0.0,0,0,0
67,1984,1984-11-18,12,28.268,MIA,@,SDG,L 28-34,0,0,,0,0,0,,0,,,,,,
68,1984,1984-11-26,13,28.276,MIA,,NYJ,W 28-17,0,0,,0,0,0,,0,,,,,,
69,1984,1984-12-02,14,28.282,MIA,,RAI,L 34-45,0,0,,0,0,0,,0,,,,,,
70,1984,1984-12-09,15,28.289,MIA,@,IND,W 35-17,0,0,,0,1,3,3.00,0,0,0,0.0,0,0,0
71,1984,1984-12-17,16,28.297,MIA,,DAL,W 28-21,1,11,11.00,0,0,0,,0,0,0,0.0,0,0,0
72,1985,1985-09-08,1,29.196,MIA,@,HOU,L 23-26,0,0,,0,0,0,,0,,,,,,
73,1985,1985-09-15,2,29.203,MIA,,IND,W 30-13,0,0,,0,0,0,,0,,,,,,
74,1985,1985-09-22,3,29.210,MIA,,KAN,W 31-0,0,32,,0,1,17,17.00,0,0,0,0.0,0,0,0
75,1985,1985-09-29,4,29.217,MIA,@,DEN,W 30-26,0,0,,0,3,17,5.67,0,0,0,0.0,0,0,0
76,1985,1985-10-06,5,29.224,MIA,,PIT,W 24-20,0,0,,0,3,31,10.33,0,0,0,0.0,0,0,0
77,1986,1986-09-14,2,30.202,MIA,,IND,W 30-10,,,,,0,0,,0,,,,,,
78,1986,1986-09-21,3,30.209,MIA,@,NYJ,L 45-51,,,,,0,0,,0,,,,,,
79,1986,1986-09-28,4,30.216,MIA,,SFO,L 16-31,,,,,0,0,,0,,,,,,
80,1986,1986-10-05,5,30.223,MIA,@,NWE,L 7-34,,,,,0,0,,0,,,,,,
81,1986,1986-10-12,6,30.230,MIA,,BUF,W 27-14,0,0,,0,0,0,,0,0,0,0.0,1,0,0
82,1986,1986-10-19,7,30.237,MIA,,RAI,L 28-30,,,,,0,0,,0,,,,,,
83,1986,1986-10-26,8,30.244,MIA,@,IND,W 17-13,,,,,0,0,,0,,,,,,
84,1986,1986-11-02,9,30.251,MIA,,HOU,W 28-7,,,,,0,0,,0,,,,,,
85,1986,1986-11-10,10,30.259,MIA,@,CLE,L 16-26,,,,,0,0,,0,,,,,,
86,1986,1986-11-16,11,30.265,MIA,@,BUF,W 34-24,,,,,0,0,,0,,,,,,
87,1986,1986-11-24,12,30.273,MIA,,NYJ,W 45-3,,,,,0,0,,0,,,,,,
88,1986,1986-11-30,13,30.279,MIA,,ATL,L 14-20,,,,,0,0,,0,,,,,,
89,1986,1986-12-07,14,30.286,MIA,@,NOR,W 31-27,,,,,0,0,,0,,,,,,
90,1986,1986-12-14,15,30.293,MIA,@,RAM,W 37-31,,,,,0,0,,0,,,,,,
91,1986,1986-12-22,16,30.301,MIA,,NWE,L 27-34,,,,,0,0,,0,,,,,,
