ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,2007,2007-09-09,1,23.335,NYG,@,DAL,L 35-45,*,1,0,0,,0,0.0%,0.00
2,2007,2007-09-16,2,23.342,NYG,,GNB,L 13-35,*,2,1,5,5.00,0,50.0%,2.50
3,2007,2007-09-23,3,23.349,NYG,@,WAS,W 24-17,,,0,0,,0,0.0%,
4,2007,2007-09-30,4,23.356,NYG,,PHI,W 16-3,,1,1,5,5.00,0,100.0%,5.00
5,2007,2007-10-07,5,23.363,NYG,,NYJ,W 35-24,*,3,1,6,6.00,0,33.3%,2.00
6,2007,2007-10-15,6,24.006,NYG,@,ATL,W 31-10,,1,0,0,,0,0.0%,0.00
7,2007,2007-10-21,7,24.012,NYG,,SFO,W 33-15,,1,0,0,,0,0.0%,0.00
8,2007,2007-10-28,8,24.019,NYG,@,MIA,W 13-10,,,0,0,,0,0.0%,
9,2007,2007-11-11,9,24.033,NYG,,DAL,L 20-31,*,,0,0,,0,0.0%,
10,2007,2007-11-18,10,24.040,NYG,@,DET,W 16-10,,1,1,6,6.00,0,100.0%,6.00
11,2007,2007-11-25,11,24.047,NYG,,MIN,L 17-41,*,1,1,3,3.00,0,100.0%,3.00
12,2007,2007-12-02,12,24.054,NYG,@,CHI,W 21-16,,,0,0,,0,0.0%,
13,2007,2007-12-09,13,24.061,NYG,@,PHI,W 16-13,*,1,1,3,3.00,0,100.0%,3.00
14,2007,2007-12-16,14,24.068,NYG,,WAS,L 10-22,,1,0,0,,0,0.0%,0.00
15,2007,2007-12-23,15,24.075,NYG,@,BUF,W 38-21,,,0,0,,0,0.0%,
16,2007,2007-12-29,16,24.081,NYG,,NWE,L 35-38,,,0,0,,0,0.0%,
17,2008,2008-09-04,1,24.331,NYG,,WAS,W 16-7,,,,,,,0.0%,
18,2008,2008-09-14,2,24.341,NYG,@,STL,W 41-13,,,,,,,0.0%,
19,2008,2008-09-21,3,24.348,NYG,,CIN,W 26-23,,,,,,,0.0%,
20,2008,2008-10-05,4,24.362,NYG,,SEA,W 44-6,,,,,,,0.0%,
21,2008,2008-10-13,5,25.004,NYG,@,CLE,L 14-35,*,1,1,13,13.00,0,100.0%,13.00
22,2008,2008-10-19,6,25.010,NYG,,SFO,W 29-17,,,,,,,0.0%,
23,2008,2008-10-26,7,25.017,NYG,@,PIT,W 21-14,*,,,,,,0.0%,
24,2008,2008-11-02,8,25.024,NYG,,DAL,W 35-14,,0,,,,,0.0%,
25,2008,2008-11-09,9,25.031,NYG,@,PHI,W 36-31,,2,1,13,13.00,0,50.0%,6.50
26,2008,2008-11-16,10,25.038,NYG,,BAL,W 30-10,,,,,,,0.0%,
27,2008,2008-11-23,11,25.045,NYG,@,ARI,W 37-29,*,,,,,,0.0%,
28,2008,2008-11-30,12,25.052,NYG,@,WAS,W 23-7,,0,,,,,0.0%,
29,2008,2008-12-07,13,25.059,NYG,,PHI,L 14-20,,,,,,,0.0%,
30,2008,2008-12-14,14,25.066,NYG,@,DAL,L 8-20,,,,,,,0.0%,
31,2008,2008-12-21,15,25.073,NYG,,CAR,W 34-28,*,,,,,,0.0%,
32,2008,2008-12-28,16,25.080,NYG,@,MIN,L 19-20,*,,,,,,0.0%,
33,2009,2009-09-27,3,25.353,NWE,,ATL,W 26-10,,,,,,,0.0%,
34,2009,2009-10-04,4,25.360,NWE,,BAL,W 27-21,,,,,,,0.0%,
35,2009,2009-10-11,5,26.002,NWE,@,DEN,L 17-20,,1,,,,,0.0%,
36,2009,2009-10-18,6,26.009,NWE,,TEN,W 59-0,,0,,,,,0.0%,
37,2009,2009-12-20,14,26.072,DET,,ARI,L 24-31,,,,,,,0.0%,
38,2009,2009-12-27,15,26.079,DET,@,SFO,L 6-20,,,,,,,0.0%,
39,2009,2010-01-03,16,26.086,DET,,CHI,L 23-37,,,,,,,0.0%,
