ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
39,2012,2012-11-29,12,26.197,NOR,@,ATL,L 13-23,,1,1,100.0,2,2,100.0,0,7
40,2012,2012-12-09,13,26.207,NOR,@,NYG,L 27-52,,3,3,100.0,2,2,100.0,0,9
41,2012,2012-12-16,14,26.214,NOR,,TAM,W 41-0,,5,5,100.0,2,2,100.0,0,11
42,2012,2012-12-23,15,26.221,NOR,@,DAL,W 34-31,,4,4,100.0,2,3,66.7,0,10
43,2012,2012-12-30,16,26.228,NOR,,CAR,L 38-44,,5,5,100.0,1,1,100.0,0,8
44,2013,2013-09-08,1,27.115,NOR,,ATL,W 23-17,,2,2,100.0,3,3,100.0,0,11
45,2013,2013-09-15,2,27.122,NOR,@,TAM,W 16-14,,1,1,100.0,3,4,75.0,0,10
46,2013,2013-09-22,3,27.129,NOR,,ARI,W 31-7,,4,4,100.0,1,1,100.0,0,7
47,2013,2013-09-30,4,27.137,NOR,,MIA,W 38-17,,5,5,100.0,1,2,50.0,0,8
48,2013,2013-10-06,5,27.143,NOR,@,CHI,W 26-18,,2,2,100.0,4,4,100.0,0,14
49,2013,2013-10-13,6,27.150,NOR,@,NWE,L 27-30,,3,3,100.0,2,2,100.0,0,9
50,2013,2013-10-27,7,27.164,NOR,,BUF,W 35-17,,5,5,100.0,,2,0.0,0,5
51,2013,2013-11-03,8,27.171,NOR,@,NYJ,L 20-26,,2,2,100.0,2,3,66.7,0,8
52,2013,2013-11-10,9,27.178,NOR,,DAL,W 49-17,,7,7,100.0,,1,0.0,0,7
53,2013,2013-11-17,10,27.185,NOR,,SFO,W 23-20,,2,2,100.0,3,3,100.0,0,11
54,2013,2013-11-21,11,27.189,NOR,@,ATL,W 17-13,,2,2,100.0,1,1,100.0,0,5
55,2013,2013-12-02,12,27.200,NOR,@,SEA,L 7-34,,1,1,100.0,,,,0,1
56,2013,2013-12-08,13,27.206,NOR,,CAR,W 31-13,,4,4,100.0,1,1,100.0,0,7
57,2013,2013-12-15,14,27.213,NOR,@,STL,L 16-27,,1,1,100.0,1,3,33.3,0,4
58,2014,2014-12-21,15,28.219,CLE,@,CAR,L 13-17,,1,1,100.0,2,2,100.0,0,7
59,2014,2014-12-28,16,28.226,CLE,@,BAL,L 10-20,,1,1,100.0,1,1,100.0,0,4
