ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1988,1988-09-04,1,22.360,CLE,@,KAN,W 6-3,,,,,,
2,1988,1988-09-11,2,23.001,CLE,,NYJ,L 3-23,,,,,,
3,1988,1988-09-19,3,23.009,CLE,,IND,W 23-17,,,,,,
4,1988,1988-09-25,4,23.015,CLE,@,CIN,L 17-24,,,,,,
5,1988,1988-10-02,5,23.022,CLE,@,PIT,W 23-9,1,6,0.0,1,75,1
6,1988,1988-10-09,6,23.029,CLE,,SEA,L 10-16,,,,,,
7,1988,1988-10-16,7,23.036,CLE,,PHI,W 19-3,,,,,,
8,1988,1988-10-23,8,23.043,CLE,@,PHO,W 29-21,0,0,0.5,1,27,0
9,1988,1988-10-30,9,23.050,CLE,,CIN,W 23-16,,,,,,
10,1988,1988-11-07,10,23.058,CLE,@,HOU,L 17-24,,,,,,
11,1988,1988-11-13,11,23.064,CLE,@,DEN,L 7-30,,,,,,
12,1988,1988-11-20,12,23.071,CLE,,PIT,W 27-7,,,,,,
13,1988,1988-11-27,13,23.078,CLE,@,WAS,W 17-13,,,,,,
14,1988,1988-12-04,14,23.085,CLE,,DAL,W 24-21,,,,,,
15,1988,1988-12-12,15,23.093,CLE,@,MIA,L 31-38,0,0,0.0,1,2,0
16,1988,1988-12-18,16,23.099,CLE,,HOU,W 28-23,,,,,,
17,1990,1990-09-09,1,24.364,NYJ,@,CIN,L 20-25,0,0,0.0,1,8,0
18,1990,1990-09-16,2,25.006,NYJ,,CLE,W 24-21,,,,,,
19,1990,1990-09-24,3,25.014,NYJ,,BUF,L 7-30,,,,,,
20,1990,1990-09-30,4,25.020,NYJ,@,NWE,W 37-13,,,,,,
21,1990,1990-10-07,5,25.027,NYJ,@,MIA,L 16-20,,,,,,
22,1990,1990-10-14,6,25.034,NYJ,,SDG,L 3-39,,,,,,
23,1990,1990-10-21,7,25.041,NYJ,@,BUF,L 27-30,,,,,,
24,1990,1990-10-28,8,25.048,NYJ,@,HOU,W 17-12,0,0,1.0,0,0,0
25,1990,1990-11-04,9,25.055,NYJ,,DAL,W 24-9,,,,,,
26,1990,1990-11-25,12,25.076,NYJ,,PIT,L 7-24,,,,,,
27,1990,1990-12-02,13,25.083,NYJ,@,SDG,L 17-38,0,0,0.0,1,13,0
28,1990,1990-12-16,14,25.097,NYJ,,IND,L 21-29,,,,,,
29,1990,1990-12-23,15,25.104,NYJ,,NWE,W 42-7,0,0,0.0,1,1,0
30,1990,1990-12-30,16,25.111,NYJ,@,TAM,W 16-14,,,,,,
31,1991,1991-09-01,1,25.356,NYJ,,TAM,W 16-13,,,,,,
32,1991,1991-09-08,2,25.363,NYJ,@,SEA,L 13-20,0,0,0.0,1,0,0
33,1991,1991-09-15,3,26.005,NYJ,,BUF,L 20-23,,,,,,
34,1991,1991-09-23,4,26.013,NYJ,@,CHI,L 13-19,,,,,,
35,1991,1991-09-29,5,26.019,NYJ,,MIA,W 41-23,,,,,,
36,1991,1991-10-06,6,26.026,NYJ,@,CLE,W 17-14,,,,,,
37,1991,1991-10-13,7,26.033,NYJ,,HOU,L 20-23,,,,,,
38,1991,1991-10-20,8,26.040,NYJ,@,IND,W 17-6,,,,,,
