ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2013,2013-10-20,6,22.240,ATL,,TAM,W 31-23,,3,2,24,12.00,0,66.7%,8.00,0,0,0.0,0,0
2,2013,2013-10-27,7,22.247,ATL,@,ARI,L 13-27,,9,4,40,10.00,0,44.4%,4.44,0,0,0.0,0,0
3,2013,2013-11-03,8,22.254,ATL,@,CAR,L 10-34,,2,1,10,10.00,0,50.0%,5.00,0,0,0.0,0,0
4,2013,2013-11-10,9,22.261,ATL,,SEA,L 10-33,,2,1,12,12.00,1,50.0%,6.00,1,6,0.0,0,0
5,2013,2013-11-17,10,22.268,ATL,@,TAM,L 28-41,*,7,2,18,9.00,0,28.6%,2.57,0,0,0.0,0,0
6,2013,2013-11-21,11,22.272,ATL,,NOR,L 13-17,*,8,6,67,11.17,0,75.0%,8.38,0,0,0.0,0,0
7,2013,2013-12-01,12,22.282,ATL,@,BUF,W 34-31,,4,2,16,8.00,0,50.0%,4.00,0,0,0.0,0,0
8,2013,2013-12-08,13,22.289,ATL,@,GNB,L 21-22,,1,0,0,,0,0.0%,0.00,0,0,0.0,1,0
9,2013,2013-12-15,14,22.296,ATL,,WAS,W 27-26,,4,3,19,6.33,0,75.0%,4.75,0,0,0.0,1,0
10,2013,2013-12-29,16,22.310,ATL,,CAR,L 20-21,,3,1,4,4.00,0,33.3%,1.33,0,0,0.0,0,0
