ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2008,2008-09-07,1,23.163,STL,@,PHI,L 3-38,*,0,0,0.0,2,0
2,2008,2008-09-14,2,23.170,STL,,NYG,L 13-41,*,0,0,1.0,3,1
3,2008,2008-09-21,3,23.177,STL,@,SEA,L 13-37,*,0,0,0.0,6,1
4,2008,2008-09-28,4,23.184,STL,,BUF,L 14-31,*,0,0,1.0,2,1
5,2008,2008-10-12,5,23.198,STL,@,WAS,W 19-17,*,0,0,0.0,2,1
6,2008,2008-10-19,6,23.205,STL,,DAL,W 34-14,*,0,0,0.0,2,0
7,2008,2008-10-26,7,23.212,STL,@,NWE,L 16-23,*,0,0,2.0,3,1
8,2008,2008-11-02,8,23.219,STL,,ARI,L 13-34,*,0,0,0.0,3,0
9,2008,2008-11-09,9,23.226,STL,@,NYJ,L 3-47,*,0,0,0.0,2,1
10,2008,2008-11-16,10,23.233,STL,@,SFO,L 16-35,*,0,0,0.0,0,1
11,2008,2008-11-23,11,23.240,STL,,CHI,L 3-27,*,0,0,0.0,2,0
12,2008,2008-11-30,12,23.247,STL,,MIA,L 12-16,*,0,0,0.0,1,0
13,2008,2008-12-07,13,23.254,STL,@,ARI,L 10-34,*,,,,,
14,2008,2008-12-14,14,23.261,STL,,SEA,L 20-23,*,0,0,0.0,3,0
15,2008,2008-12-21,15,23.268,STL,,SFO,L 16-17,*,0,0,0.0,1,0
16,2008,2008-12-28,16,23.275,STL,@,ATL,L 27-31,*,0,0,0.0,0,1
17,2009,2009-09-13,1,24.169,STL,@,SEA,L 0-28,,0,0,0.0,3,3
18,2009,2009-09-20,2,24.176,STL,@,WAS,L 7-9,,0,0,0.0,1,4
19,2009,2009-09-27,3,24.183,STL,,GNB,L 17-36,,0,0,0.0,3,1
20,2009,2009-10-04,4,24.190,STL,@,SFO,L 0-35,,,,,,
21,2009,2009-10-11,5,24.197,STL,,MIN,L 10-38,,0,0,0.0,2,0
22,2009,2009-10-18,6,24.204,STL,@,JAX,L 20-23,,0,0,0.0,3,0
23,2009,2009-10-25,7,24.211,STL,,IND,L 6-42,*,0,0,0.0,3,0
24,2009,2009-11-01,8,24.218,STL,@,DET,W 17-10,,0,0,1.0,4,0
25,2009,2009-11-15,9,24.232,STL,,NOR,L 23-28,,0,0,1.0,1,0
26,2009,2009-11-22,10,24.239,STL,,ARI,L 13-21,,0,0,1.0,1,0
27,2009,2009-11-29,11,24.246,STL,,SEA,L 17-27,,0,0,0.0,1,0
28,2009,2009-12-06,12,24.253,STL,@,CHI,L 9-17,,0,0,1.0,3,1
29,2009,2009-12-13,13,24.260,STL,@,TEN,L 7-47,,0,0,0.0,1,1
30,2009,2009-12-20,14,24.267,STL,,HOU,L 13-16,*,0,0,0.0,1,0
31,2009,2009-12-27,15,24.274,STL,@,ARI,L 10-31,*,0,0,1.0,3,0
32,2009,2010-01-03,16,24.281,STL,,SFO,L 6-28,*,0,0,0.0,3,0
33,2010,2010-09-12,1,25.168,STL,,ARI,L 13-17,*,,,,,
34,2010,2010-09-19,2,25.175,STL,@,OAK,L 14-16,*,0,0,0.0,3,0
35,2010,2010-09-26,3,25.182,STL,,WAS,W 30-16,*,0,0,0.0,1,0
36,2010,2010-10-03,4,25.189,STL,,SEA,W 20-3,*,0,0,0.5,4,0
37,2010,2010-10-10,5,25.196,STL,@,DET,L 6-44,*,0,0,0.0,1,1
38,2010,2010-10-17,6,25.203,STL,,SDG,W 20-17,*,0,0,2.0,2,0
39,2010,2010-10-24,7,25.210,STL,@,TAM,L 17-18,*,0,0,1.0,1,1
40,2010,2010-10-31,8,25.217,STL,,CAR,W 20-10,*,0,0,1.0,2,0
41,2010,2010-11-14,9,25.231,STL,@,SFO,L 20-23,*,0,0,1.0,3,0
42,2010,2010-11-21,10,25.238,STL,,ATL,L 17-34,*,0,0,0.0,2,0
43,2010,2010-11-28,11,25.245,STL,@,DEN,W 36-33,*,0,0,1.0,2,0
44,2010,2010-12-05,12,25.252,STL,@,ARI,W 19-6,*,0,0,0.0,1,0
45,2010,2010-12-12,13,25.259,STL,@,NOR,L 13-31,*,0,0,0.0,1,1
46,2010,2010-12-19,14,25.266,STL,,KAN,L 13-27,*,0,0,1.0,1,0
47,2010,2010-12-26,15,25.273,STL,,SFO,W 25-17,*,0,0,1.0,2,0
48,2010,2011-01-02,16,25.280,STL,@,SEA,L 6-16,*,0,0,0.0,1,0
49,2011,2011-09-11,1,26.167,STL,,PHI,L 13-31,*,0,0,1.0,2,0
50,2011,2011-09-19,2,26.175,STL,@,NYG,L 16-28,*,0,0,1.0,3,0
51,2011,2011-09-25,3,26.181,STL,,BAL,L 7-37,*,0,0,1.0,1,0
52,2011,2011-10-02,4,26.188,STL,,WAS,L 10-17,*,0,0,0.0,2,0
53,2011,2011-10-16,5,26.202,STL,@,GNB,L 3-24,*,0,0,0.0,1,1
54,2011,2011-10-23,6,26.209,STL,@,DAL,L 7-34,*,0,0,0.0,0,1
55,2011,2011-10-30,7,26.216,STL,,NOR,W 31-21,*,0,0,3.0,3,0
56,2011,2011-11-06,8,26.223,STL,@,ARI,L 13-19,*,0,0,1.0,3,0
57,2011,2011-11-13,9,26.230,STL,@,CLE,W 13-12,*,0,0,1.0,2,0
58,2011,2011-11-20,10,26.237,STL,,SEA,L 7-24,*,0,0,1.0,2,0
59,2011,2011-11-27,11,26.244,STL,,ARI,L 20-23,*,0,0,1.0,3,1
60,2011,2011-12-04,12,26.251,STL,@,SFO,L 0-26,*,0,0,2.0,3,0
61,2011,2011-12-12,13,26.259,STL,@,SEA,L 13-30,*,0,0,0.0,0,2
62,2011,2011-12-18,14,26.265,STL,,CIN,L 13-20,*,0,0,1.0,2,0
63,2011,2011-12-24,15,26.271,STL,@,PIT,L 0-27,*,0,0,0.0,1,1
64,2011,2012-01-01,16,26.279,STL,,SFO,L 27-34,*,0,0,0.0,3,0
65,2012,2012-09-09,1,27.165,STL,@,DET,L 23-27,*,0,0,0.0,0,0
66,2012,2012-09-16,2,27.172,STL,,WAS,W 31-28,*,0,0,0.0,2,1
67,2012,2012-09-23,3,27.179,STL,@,CHI,L 6-23,*,0,0,2.0,2,0
68,2012,2012-09-30,4,27.186,STL,,SEA,W 19-13,*,0,0,0.0,2,0
69,2012,2012-10-04,5,27.190,STL,,ARI,W 17-3,*,0,0,1.0,1,1
70,2012,2012-10-14,6,27.200,STL,@,MIA,L 14-17,*,0,0,1.0,2,0
71,2012,2012-10-21,7,27.207,STL,,GNB,L 20-30,*,0,0,0.0,0,1
72,2012,2012-10-28,8,27.214,STL,,NWE,L 7-45,*,0,0,0.0,1,0
73,2012,2012-11-11,9,27.228,STL,@,SFO,T 24-24,*,0,0,1.0,4,0
74,2012,2012-11-18,10,27.235,STL,,NYJ,L 13-27,*,0,0,2.0,3,0
75,2012,2012-11-25,11,27.242,STL,@,ARI,W 31-17,*,,,,,
76,2012,2012-12-02,12,27.249,STL,,SFO,W 16-13,*,0,0,0.0,1,0
77,2012,2012-12-09,13,27.256,STL,@,BUF,W 15-12,*,0,0,0.5,1,3
78,2012,2012-12-16,14,27.263,STL,,MIN,L 22-36,*,0,0,0.0,2,0
79,2012,2012-12-23,15,27.270,STL,@,TAM,W 28-13,*,0,0,1.0,1,0
80,2012,2012-12-30,16,27.277,STL,@,SEA,L 13-20,*,0,0,3.0,3,2
81,2013,2013-09-08,1,28.164,STL,,ARI,W 27-24,*,0,0,0.0,1,0
82,2013,2013-09-15,2,28.171,STL,@,ATL,L 24-31,*,0,0,0.0,2,0
83,2013,2013-09-22,3,28.178,STL,@,DAL,L 7-31,*,0,0,0.0,1,0
84,2013,2013-09-26,4,28.182,STL,,SFO,L 11-35,*,0,0,0.5,1,2
85,2013,2013-10-06,5,28.192,STL,,JAX,W 34-20,*,0,0,1.0,5,0
86,2013,2013-10-13,6,28.199,STL,@,HOU,W 38-13,*,0,0,1.0,2,1
87,2013,2013-10-20,7,28.206,STL,@,CAR,L 15-30,*,0,0,0.0,1,1
88,2013,2013-10-28,8,28.214,STL,,SEA,L 9-14,*,0,0,3.0,4,0
89,2013,2013-11-03,9,28.220,STL,,TEN,L 21-28,*,0,0,0.0,1,0
90,2013,2013-11-10,10,28.227,STL,@,IND,W 38-8,*,0,6,1.0,4,0
91,2013,2013-11-24,11,28.241,STL,,CHI,W 42-21,*,0,0,0.0,2,0
92,2013,2013-12-01,12,28.248,STL,@,SFO,L 13-23,*,0,0,0.0,3,0
93,2013,2013-12-08,13,28.255,STL,@,ARI,L 10-30,*,0,0,0.0,1,1
94,2013,2013-12-15,14,28.262,STL,,NOR,W 27-16,*,0,0,0.0,2,0
95,2013,2013-12-22,15,28.269,STL,,TAM,W 23-13,*,0,0,1.0,1,0
96,2013,2013-12-29,16,28.276,STL,@,SEA,L 9-27,*,0,0,1.0,2,2
97,2014,2014-09-07,1,29.163,STL,,MIN,L 6-34,*,,,,,
98,2014,2014-11-30,12,29.247,STL,,OAK,W 52-0,*,0,0,1.0,2,0
99,2014,2014-12-07,13,29.254,STL,@,WAS,W 24-0,*,0,0,0.0,1,0
100,2014,2014-12-11,14,29.258,STL,,ARI,L 6-12,*,0,0,0.0,1,0
101,2014,2014-12-21,15,29.268,STL,,NYG,L 27-37,*,0,0,0.0,1,0
102,2014,2014-12-28,16,29.275,STL,@,SEA,L 6-20,*,,,,,
103,2015,2015-09-13,1,30.169,STL,,SEA,W 34-31,*,0,0,0.0,1,2
104,2015,2015-09-20,2,30.176,STL,@,WAS,L 10-24,*,0,0,1.0,1,5
105,2015,2015-09-27,3,30.183,STL,,PIT,L 6-12,*,0,0,0.0,0,0
106,2015,2015-10-04,4,30.190,STL,@,ARI,W 24-22,*,0,0,1.0,1,0
107,2015,2015-10-11,5,30.197,STL,@,GNB,L 10-24,*,0,0,0.0,0,0
108,2015,2015-11-22,10,30.239,STL,@,BAL,L 13-16,,0,0,0.0,0,0
109,2015,2015-11-29,11,30.246,STL,@,CIN,L 7-31,,0,0,0.0,2,2
110,2015,2015-12-06,12,30.253,STL,,ARI,L 3-27,,0,0,0.0,1,0
111,2015,2015-12-13,13,30.260,STL,,DET,W 21-14,,0,0,0.0,1,0
112,2015,2015-12-17,14,30.264,STL,,TAM,W 31-23,,0,0,0.0,0,0
113,2015,2015-12-27,15,30.274,STL,@,SEA,W 23-17,,0,0,0.0,1,1
114,2015,2016-01-03,16,30.281,STL,@,SFO,L 16-19,,0,0,1.0,1,0
115,2016,2016-09-11,1,31.167,NWE,@,ARI,W 23-21,*,0,0,1.0,3,0
116,2016,2016-09-18,2,31.174,NWE,,MIA,W 31-24,*,0,0,0.0,2,0
117,2016,2016-09-22,3,31.178,NWE,,HOU,W 27-0,*,0,0,0.0,0,2
118,2016,2016-10-02,4,31.188,NWE,,BUF,L 0-16,*,0,0,0.0,2,2
119,2016,2016-10-09,5,31.195,NWE,@,CLE,W 33-13,,0,0,0.0,0,1
120,2016,2016-10-16,6,31.202,NWE,,CIN,W 35-17,*,0,0,0.0,1,2
121,2016,2016-10-23,7,31.209,NWE,@,PIT,W 27-16,*,0,0,0.0,1,1
122,2016,2016-10-30,8,31.216,NWE,@,BUF,W 41-25,*,0,0,0.0,4,0
123,2016,2016-11-13,9,31.230,NWE,,SEA,L 24-31,,0,0,0.0,0,0
124,2016,2016-11-20,10,31.237,NWE,@,SFO,W 30-17,,0,0,0.0,1,2
125,2016,2016-11-27,11,31.244,NWE,@,NYJ,W 22-17,,0,0,1.0,1,0
126,2016,2016-12-04,12,31.251,NWE,,LAR,W 26-10,,0,0,1.0,1,0
127,2016,2016-12-12,13,31.259,NWE,,BAL,W 30-23,,0,0,0.0,2,2
128,2016,2016-12-18,14,31.265,NWE,@,DEN,W 16-3,,0,0,0.0,2,0
129,2016,2016-12-24,15,31.271,NWE,,NYJ,W 41-3,,0,0,1.0,1,1
130,2016,2017-01-01,16,31.279,NWE,@,MIA,W 35-14,,0,0,0.0,1,0
131,2017,2017-09-10,1,32.166,PHI,@,WAS,W 30-17,,0,0,0.0,1,0
132,2017,2017-09-17,2,32.173,PHI,@,KAN,L 20-27,,0,0,1.0,1,0
133,2017,2017-09-24,3,32.180,PHI,,NYG,W 27-24,,0,0,0.0,0,0
134,2017,2017-10-01,4,32.187,PHI,@,LAC,W 26-24,,0,0,1.0,1,0
135,2017,2017-10-08,5,32.194,PHI,,ARI,W 34-7,,0,0,0.0,1,0
136,2017,2017-10-12,6,32.198,PHI,@,CAR,W 28-23,,0,0,0.0,1,2
137,2017,2017-10-23,7,32.209,PHI,,WAS,W 34-24,,0,0,0.0,2,0
138,2017,2017-10-29,8,32.215,PHI,,SFO,W 33-10,,0,0,0.0,0,0
139,2017,2017-11-05,9,32.222,PHI,,DEN,W 51-23,,0,0,1.0,3,0
140,2017,2017-11-19,10,32.236,PHI,@,DAL,W 37-9,,0,0,0.0,1,1
