ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1986,1986-10-19,7,26.318,NOR,,TAM,W 38-7,,,,,,,,,,,,,,,,
2,1988,1988-09-04,1,28.274,SDG,@,RAI,L 13-24,*,17,29,58.62,195,1,1,76.1,5,43,6.72,5.86,9,23,2.56,0
3,1988,1988-09-11,2,28.281,SDG,@,DEN,L 3-34,*,2,8,25.00,5,0,1,0.0,0,0,0.63,-5.00,0,0,,0
4,1988,1988-09-18,3,28.288,SDG,,SEA,W 17-6,*,11,23,47.83,112,0,1,44.1,3,34,4.87,2.91,7,20,2.86,0
5,1988,1988-09-25,4,28.295,SDG,@,KAN,W 24-23,*,13,25,52.00,167,2,1,83.2,3,29,6.68,6.48,5,21,4.20,0
6,1988,1988-10-02,5,28.302,SDG,,DEN,L 0-12,*,11,21,52.38,104,0,0,66.4,3,13,4.95,4.95,3,4,1.33,0
7,1988,1988-10-09,6,28.309,SDG,,NOR,L 17-23,*,7,20,35.00,120,1,1,52.1,2,18,6.00,4.75,5,35,7.00,0
8,1988,1988-11-06,10,28.337,SDG,,RAI,L 3-13,,2,5,40.00,32,0,0,62.1,2,18,6.40,6.40,0,0,,0
9,1988,1988-11-27,13,28.358,SDG,,SFO,L 10-48,,6,13,46.15,43,0,0,54.3,0,0,3.31,3.31,2,17,8.50,0
10,1989,1989-12-03,13,29.363,DAL,,RAM,L 31-35,,,,,,,,,,,,,,,,
11,1989,1989-12-10,14,30.005,DAL,@,PHI,L 10-20,,,,,,,,,,,,,,,,
12,1989,1989-12-24,16,30.019,DAL,,GNB,L 10-20,,,,,,,,,,,,,,,,
13,1990,1990-11-11,10,30.341,DAL,,SFO,L 6-24,,0,3,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0
14,1990,1990-12-16,14,31.011,DAL,,PHO,W 41-10,,1,4,25.00,10,0,0,39.6,0,0,2.50,2.50,0,0,,0
15,1990,1990-12-23,15,31.018,DAL,@,PHI,L 3-17,,13,36,36.11,140,0,4,8.8,1,4,3.89,-1.11,0,0,,0
16,1990,1990-12-30,16,31.025,DAL,@,ATL,L 7-26,*,10,24,41.67,129,1,2,38.4,3,25,5.38,2.46,2,6,3.00,0
