ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1961,1961-09-17,1,22.095,BAL,,RAM,W 27-24,4,12,3.00,0,1,8,8.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
2,1961,1961-09-24,2,22.102,BAL,,DET,L 15-16,1,3,3.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
3,1961,1961-11-05,8,22.144,BAL,,GNB,W 45-21,3,7,2.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
4,1961,1961-11-26,11,22.165,BAL,@,WAS,W 27-6,5,32,6.40,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
5,1961,1961-12-09,13,22.178,BAL,@,RAM,L 17-34,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,50,25.00,0,0,0,,0,0,0
6,1962,1962-09-16,1,23.094,BAL,,RAM,W 30-27,7,5,0.71,0,1,2,2.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,3,104,34.67,0,0,0,,0,0,0
7,1962,1962-09-23,2,23.101,BAL,@,MIN,W 34-7,12,47,3.92,1,1,10,10.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,1,6
8,1962,1962-09-30,3,23.108,BAL,,DET,L 20-29,10,43,4.30,1,0,0,,0,2,2,100.00,37,0,0,118.7,0,0,18.50,18.50,2,49,24.50,0,0,0,,0,1,6
9,1962,1962-10-07,4,23.115,BAL,,SFO,L 13-21,14,47,3.36,0,0,0,,0,1,1,100.00,30,0,0,118.7,0,0,30.00,30.00,1,25,25.00,0,0,0,,0,0,0
10,1962,1962-10-14,5,23.122,BAL,@,CLE,W 36-14,12,44,3.67,0,3,45,15.00,1,1,3,33.33,4,1,0,81.9,0,0,1.33,8.00,1,16,16.00,0,0,0,,0,1,6
11,1962,1962-10-21,6,23.129,BAL,@,CHI,L 15-35,12,25,2.08,0,2,14,7.00,0,1,3,33.33,14,0,0,49.3,0,0,4.67,4.67,3,78,26.00,0,0,0,,0,0,0
12,1962,1962-10-28,7,23.136,BAL,,GNB,L 6-17,1,0,0.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,28,14.00,0,0,0,,0,0,0
13,1962,1962-11-04,8,23.143,BAL,@,SFO,W 22-3,1,5,5.00,0,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,1,13,13.00,0,0,0,,0,0,0
14,1962,1962-11-11,9,23.150,BAL,@,RAM,W 14-2,1,2,2.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,6,6.00,0,0,0,,0,0,0
15,1962,1962-11-18,10,23.157,BAL,@,GNB,L 13-17,3,8,2.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,40,20.00,0,0,0,,0,0,0
16,1962,1962-11-25,11,23.164,BAL,,CHI,L 0-57,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,3,59,19.67,0,0,0,,0,0,0
17,1962,1962-12-02,12,23.171,BAL,@,DET,L 14-21,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,4,105,26.25,0,0,0,,0,0,0
18,1962,1962-12-08,13,23.177,BAL,,WAS,W 34-21,1,0,0.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,30,15.00,0,0,0,,0,0,0
19,1962,1962-12-16,14,23.185,BAL,,MIN,W 42-17,0,0,,0,1,10,10.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,2,60,30.00,0,0,0,,0,0,0
20,1963,1963-09-15,1,24.093,BAL,,NYG,L 28-37,10,26,2.60,0,4,37,9.25,0,0,0,,0,0,0,,0,0,,,3,78,26.00,0,0,0,,0,0,0
21,1963,1963-09-22,2,24.100,BAL,@,SFO,W 20-14,17,47,2.76,0,5,61,12.20,0,0,0,,0,0,0,,0,0,,,1,21,21.00,0,0,0,,0,0,0
22,1963,1963-09-29,3,24.107,BAL,@,GNB,L 20-31,10,31,3.10,0,5,43,8.60,0,0,0,,0,0,0,,0,0,,,4,81,20.25,0,0,0,,0,0,0
23,1963,1963-10-06,4,24.114,BAL,@,CHI,L 3-10,5,8,1.60,0,7,56,8.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
24,1963,1963-10-13,5,24.121,BAL,,SFO,W 20-3,16,60,3.75,1,1,8,8.00,0,0,0,,0,0,0,,0,0,,,1,17,17.00,0,0,0,,0,1,6
25,1963,1963-10-20,6,24.128,BAL,@,DET,W 25-21,12,52,4.33,0,0,0,,0,1,1,100.00,20,0,0,118.7,0,0,20.00,20.00,1,26,26.00,0,0,0,,0,0,0
26,1963,1963-10-27,7,24.135,BAL,,GNB,L 20-34,8,34,4.25,0,2,12,6.00,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,2,31,15.50,0,0,0,,0,0,0
27,1963,1963-11-03,8,24.142,BAL,,CHI,L 7-17,0,0,,0,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,4,77,19.25,0,0,0,,0,0,0
28,1963,1963-11-10,9,24.149,BAL,,DET,W 24-21,6,29,4.83,0,1,23,23.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
29,1963,1963-11-17,10,24.156,BAL,@,MIN,W 37-34,11,40,3.64,1,5,37,7.40,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
30,1963,1963-11-24,11,24.163,BAL,@,RAM,L 16-17,12,50,4.17,0,3,1,0.33,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,0,0
31,1963,1963-12-01,12,24.170,BAL,@,WAS,W 36-20,7,18,2.57,0,7,116,16.57,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,0,0
32,1963,1963-12-08,13,24.177,BAL,,MIN,W 41-10,6,26,4.33,1,3,32,10.67,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
33,1963,1963-12-15,14,24.184,BAL,,RAM,W 19-16,13,120,9.23,1,5,40,8.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,2,12
34,1964,1964-09-13,1,25.091,BAL,@,MIN,L 24-34,0,0,,0,1,24,24.00,0,0,0,,0,0,0,,0,0,,,1,18,18.00,0,0,0,,0,0,0
35,1964,1964-09-20,2,25.098,BAL,@,GNB,W 21-20,2,10,5.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
36,1964,1964-09-27,3,25.105,BAL,,CHI,W 52-0,6,28,4.67,0,2,48,24.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
37,1964,1964-10-04,4,25.112,BAL,,RAM,W 35-20,1,-5,-5.00,0,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,0,0
38,1964,1964-10-12,5,25.120,BAL,,STL,W 47-27,4,82,20.50,1,1,11,11.00,0,0,0,,0,0,0,,0,0,,,1,34,34.00,0,0,0,,0,1,6
39,1964,1964-10-18,6,25.126,BAL,,GNB,W 24-21,1,0,0.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,19,19.00,0,0,0,,0,0,0
40,1964,1964-10-25,7,25.133,BAL,@,DET,W 34-0,6,13,2.17,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
41,1964,1964-11-01,8,25.140,BAL,,SFO,W 37-7,3,7,2.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
42,1964,1964-11-08,9,25.147,BAL,@,CHI,W 40-24,5,40,8.00,0,2,29,14.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
43,1964,1964-11-22,11,25.161,BAL,@,RAM,W 24-7,3,8,2.67,0,0,0,,0,1,1,100.00,22,0,0,118.7,0,0,22.00,22.00,0,0,,0,0,0,,0,0,0
44,1964,1964-11-29,12,25.168,BAL,@,SFO,W 14-3,8,32,4.00,0,1,9,9.00,0,1,1,100.00,21,0,0,118.7,0,0,21.00,21.00,0,0,,0,0,0,,0,0,0
45,1964,1964-12-06,13,25.175,BAL,,DET,L 14-31,2,0,0.00,0,2,40,20.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
46,1964,1964-12-13,14,25.182,BAL,,WAS,W 45-17,1,0,0.00,0,1,8,8.00,0,1,1,100.00,15,1,0,158.3,0,0,15.00,35.00,0,0,,0,0,0,,0,0,0
47,1965,1965-09-19,1,26.097,BAL,,MIN,W 35-16,6,12,2.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
48,1965,1965-09-26,2,26.104,BAL,@,GNB,L 17-20,0,0,,0,1,15,15.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
49,1965,1965-10-03,3,26.111,BAL,,SFO,W 27-24,4,12,3.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,21,21.00,0,0,0,,0,0,0
50,1965,1965-10-10,4,26.118,BAL,,DET,W 31-7,4,2,0.50,0,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,0,0
51,1965,1965-10-17,5,26.125,BAL,@,WAS,W 38-7,11,18,1.64,0,1,9,9.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
52,1965,1965-10-24,6,26.132,BAL,,RAM,W 35-20,12,41,3.42,1,1,10,10.00,0,1,1,100.00,19,0,0,118.7,0,0,19.00,19.00,2,71,35.50,0,0,0,,0,1,6
53,1965,1965-10-31,7,26.139,BAL,@,SFO,W 34-28,7,8,1.14,0,3,31,10.33,0,0,0,,0,0,0,,0,0,,,1,23,23.00,0,0,0,,0,0,0
54,1965,1965-11-14,9,26.153,BAL,@,MIN,W 41-21,4,32,8.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
55,1965,1965-11-21,10,26.160,BAL,,PHI,W 34-24,1,1,1.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
