ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td
1,1950,1950-09-17,1,24.283,CHI,@,RAM,W 24-20,1,-3,-3.00,0,1,44,44.00,1
2,1950,1950-10-01,3,24.297,CHI,@,GNB,L 21-31,3,5,1.67,0,0,0,,0
3,1950,1950-10-15,5,24.311,CHI,,GNB,W 28-14,7,15,2.14,0,0,0,,0
4,1950,1950-11-05,7,24.332,CHI,@,DET,W 35-21,3,14,4.67,0,2,55,27.50,1
5,1950,1950-11-19,9,24.346,CHI,,SFO,W 17-0,1,1,1.00,0,0,0,,0
6,1950,1950-11-26,10,24.353,CHI,,RAM,W 24-14,1,0,0.00,0,2,33,16.50,0
7,1950,1950-12-10,12,25.002,CHI,,DET,W 6-3,4,48,12.00,0,1,8,8.00,0
8,1951,1951-09-30,1,25.296,CHI,@,GNB,W 31-20,0,0,,0,4,18,4.50,0
9,1951,1951-10-07,2,25.303,CHI,@,CRD,L 14-28,0,0,,0,3,18,6.00,0
10,1951,1951-10-14,3,25.310,CHI,,NYY,W 24-21,0,0,,0,4,99,24.75,1
11,1951,1951-10-21,4,25.317,CHI,,SFO,W 13-7,0,0,,0,2,13,6.50,0
12,1951,1951-10-28,5,25.324,CHI,@,DET,W 28-23,0,0,,0,2,72,36.00,0
13,1951,1951-11-04,6,25.331,CHI,@,WAS,W 27-0,1,-3,-3.00,0,1,5,5.00,0
14,1951,1951-11-11,7,25.338,CHI,,DET,L 28-41,0,0,,0,2,65,32.50,1
15,1951,1951-11-18,8,25.345,CHI,,GNB,W 24-13,0,0,,0,1,9,9.00,0
16,1951,1951-11-25,9,25.352,CHI,@,CLE,L 21-42,0,0,,0,3,32,10.67,0
17,1951,1951-12-09,11,26.001,CHI,@,NYY,W 45-21,0,0,,0,1,12,12.00,0
18,1952,1952-10-05,2,26.302,CHI,@,CRD,L 10-21,0,0,,0,1,9,9.00,0
19,1953,1953-09-27,1,27.293,CHI,@,BAL,L 9-13,0,0,,0,4,81,20.25,0
20,1953,1953-10-04,2,27.300,CHI,@,GNB,W 17-13,3,-6,-2.00,0,3,30,10.00,0
21,1953,1953-10-11,3,27.307,CHI,,BAL,L 14-16,1,3,3.00,0,1,4,4.00,0
22,1953,1953-10-25,5,27.321,CHI,@,RAM,L 24-38,2,15,7.50,1,3,15,5.00,0
23,1953,1953-11-01,6,27.328,CHI,@,SFO,L 14-24,0,0,,0,9,82,9.11,0
24,1953,1953-11-08,7,27.335,CHI,,GNB,T 21-21,1,0,0.00,0,3,44,14.67,1
25,1953,1953-11-15,8,27.342,CHI,@,WAS,W 27-24,14,56,4.00,2,0,0,,0
26,1953,1953-11-22,9,27.349,CHI,,DET,L 16-20,1,3,3.00,0,5,85,17.00,0
27,1953,1953-11-29,10,27.356,CHI,,RAM,W 24-21,2,10,5.00,0,0,0,,0
28,1953,1953-12-06,11,27.363,CHI,@,DET,L 7-13,2,9,4.50,0,0,0,,0
29,1953,1953-12-13,12,28.005,CHI,,CRD,L 17-24,6,5,0.83,0,0,0,,0
30,1954,1954-09-26,1,28.292,CHI,@,DET,L 23-48,0,0,,0,2,69,34.50,0
31,1954,1954-10-03,2,28.299,CHI,@,GNB,W 10-3,0,0,,0,3,47,15.67,0
32,1954,1954-10-10,3,28.306,CHI,,BAL,W 28-9,0,0,,0,3,35,11.67,0
33,1954,1954-10-17,4,28.313,CHI,,SFO,L 24-31,0,0,,0,5,49,9.80,0
34,1954,1954-10-24,5,28.320,CHI,@,RAM,L 38-42,0,0,,0,1,17,17.00,0
35,1954,1954-10-31,6,28.327,CHI,@,SFO,W 31-27,11,56,5.09,0,1,4,4.00,0
36,1954,1954-11-07,7,28.334,CHI,,GNB,W 28-23,12,60,5.00,0,9,110,12.22,1
37,1954,1954-11-14,8,28.341,CHI,,CLE,L 10-39,6,14,2.33,0,1,4,4.00,0
38,1954,1954-11-21,9,28.348,CHI,@,BAL,W 28-13,5,21,4.20,0,0,0,,0
39,1954,1954-12-05,11,28.362,CHI,@,CRD,W 29-7,1,6,6.00,0,1,8,8.00,0
40,1954,1954-12-12,12,29.004,CHI,,DET,W 28-24,4,21,5.25,1,2,11,5.50,0
41,1955,1955-09-25,1,29.291,CHI,@,BAL,L 17-23,0,0,,0,1,32,32.00,0
42,1955,1955-10-02,2,29.298,CHI,@,GNB,L 3-24,9,32,3.56,0,0,0,,0
43,1955,1955-10-09,3,29.305,CHI,,SFO,L 19-20,18,135,7.50,0,3,36,12.00,0
44,1955,1955-10-16,4,29.312,CHI,,BAL,W 38-10,9,57,6.33,0,0,0,,0
