ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1987,1987-11-01,7,24.336,RAI,@,NWE,L 23-26,8,37,4.63,0,1,6,6.00,0,0,0
2,1987,1987-11-08,8,24.343,RAI,@,MIN,L 20-31,12,74,6.17,0,1,7,7.00,0,0,0
3,1987,1987-11-15,9,24.350,RAI,@,SDG,L 14-16,8,45,5.63,0,3,26,8.67,0,0,0
4,1987,1987-11-22,10,24.357,RAI,,DEN,L 17-23,13,98,7.54,2,5,20,4.00,0,2,12
5,1987,1987-11-30,11,25.000,RAI,@,SEA,W 37-14,18,221,12.28,2,1,14,14.00,1,3,18
6,1987,1987-12-06,12,25.006,RAI,,BUF,W 34-21,19,78,4.11,0,4,59,14.75,1,1,6
7,1987,1987-12-13,13,25.013,RAI,@,KAN,L 10-16,3,1,0.33,0,1,4,4.00,0,0,0
8,1988,1988-10-16,7,25.321,RAI,@,KAN,W 27-17,21,70,3.33,1,2,10,5.00,0,1,6
9,1988,1988-10-23,8,25.328,RAI,@,NOR,L 6-20,2,45,22.50,0,0,0,,0,0,0
10,1988,1988-10-30,9,25.335,RAI,,KAN,W 17-10,17,80,4.71,1,1,12,12.00,0,1,6
11,1988,1988-11-06,10,25.342,RAI,@,SDG,W 13-3,16,64,4.00,0,2,16,8.00,0,0,0
12,1988,1988-11-13,11,25.349,RAI,@,SFO,W 9-3,18,85,4.72,0,0,0,,0,0,0
13,1988,1988-11-20,12,25.356,RAI,,ATL,L 6-12,9,25,2.78,0,1,27,27.00,0,0,0
14,1988,1988-11-28,13,25.364,RAI,@,SEA,L 27-35,13,31,2.38,0,0,0,,0,0,0
15,1988,1988-12-04,14,26.004,RAI,,DEN,W 21-20,14,49,3.50,1,0,0,,0,1,6
16,1988,1988-12-11,15,26.011,RAI,@,BUF,L 21-37,12,64,5.33,0,0,0,,0,0,0
17,1988,1988-12-18,16,26.018,RAI,,SEA,L 37-43,14,67,4.79,0,3,14,4.67,0,0,0
18,1989,1989-10-15,6,26.319,RAI,,KAN,W 20-14,11,85,7.73,1,0,0,,0,1,6
19,1989,1989-10-22,7,26.326,RAI,@,PHI,L 7-10,20,79,3.95,0,1,-3,-3.00,0,0,0
20,1989,1989-10-29,8,26.333,RAI,,WAS,W 37-24,19,144,7.58,1,0,0,,0,1,6
21,1989,1989-11-05,9,26.340,RAI,,CIN,W 28-7,13,159,12.23,2,0,0,,0,2,12
22,1989,1989-11-12,10,26.347,RAI,@,SDG,L 12-14,21,103,4.90,0,2,18,9.00,0,0,0
23,1989,1989-11-19,11,26.354,RAI,@,HOU,L 7-23,11,54,4.91,0,2,5,2.50,0,0,0
24,1989,1989-11-26,12,26.361,RAI,,NWE,W 24-21,20,64,3.20,0,2,35,17.50,0,0,0
25,1989,1989-12-03,13,27.003,RAI,,DEN,W 16-13,14,44,3.14,0,0,0,,0,0,0
26,1989,1989-12-10,14,27.010,RAI,,PHO,W 16-14,22,114,5.18,0,0,0,,0,0,0
27,1989,1989-12-17,15,27.017,RAI,@,SEA,L 17-23,12,69,5.75,0,0,0,,0,0,0
28,1989,1989-12-24,16,27.024,RAI,@,NYG,L 17-34,10,35,3.50,0,2,14,7.00,0,0,0
29,1990,1990-10-21,7,27.325,RAI,@,SDG,W 24-9,12,53,4.42,2,0,0,,0,2,12
30,1990,1990-11-04,8,27.339,RAI,@,KAN,L 7-9,10,40,4.00,0,0,0,,0,0,0
31,1990,1990-11-11,9,27.346,RAI,,GNB,L 16-29,10,25,2.50,0,2,24,12.00,0,0,0
32,1990,1990-11-19,10,27.354,RAI,@,MIA,W 13-10,17,99,5.82,0,0,0,,0,0,0
33,1990,1990-11-25,11,27.360,RAI,,KAN,L 24-27,9,25,2.78,0,1,13,13.00,0,0,0
34,1990,1990-12-02,12,28.002,RAI,@,DEN,W 23-20,13,117,9.00,2,0,0,,0,2,12
35,1990,1990-12-10,13,28.010,RAI,@,DET,W 38-31,18,129,7.17,1,0,0,,0,1,6
36,1990,1990-12-16,14,28.016,RAI,,CIN,W 24-7,8,117,14.63,0,0,0,,0,0,0
37,1990,1990-12-22,15,28.022,RAI,@,MIN,W 28-24,17,65,3.82,0,0,0,,0,0,0
38,1990,1990-12-30,16,28.030,RAI,,SDG,W 17-12,11,28,2.55,0,3,31,10.33,0,0,0
