ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att
1,1950,1950-09-17,1,28.267,WAS,@,BAL,W 38-14,11,48,4.36,0,6,42,7.00,0,0,0,,0,0,,,,,,
2,1950,1950-09-24,2,28.274,WAS,@,GNB,L 21-35,6,14,2.33,0,5,33,6.60,0,0,0,,0,0,,,,,,
3,1950,1950-10-01,3,28.281,WAS,,PIT,L 7-26,7,23,3.29,0,1,15,15.00,0,0,0,,0,0,,,,,,
4,1950,1950-10-08,4,28.288,WAS,,NYG,L 17-21,0,0,,0,1,4,4.00,1,0,0,,0,0,,,,,,
5,1950,1950-10-22,5,28.302,WAS,,CRD,L 28-38,0,0,,0,0,0,,0,0,0,,0,0,,,,,,
6,1950,1950-10-29,6,28.309,WAS,@,PHI,L 3-35,11,101,9.18,0,1,9,9.00,0,0,0,,0,0,,,,,,
7,1950,1950-11-05,7,28.316,WAS,@,NYG,L 21-24,5,15,3.00,0,1,17,17.00,0,0,0,,0,0,,,,,,
8,1950,1950-11-12,8,28.323,WAS,,PHI,L 0-33,7,12,1.71,0,2,24,12.00,0,0,0,,0,0,,,,,,
9,1950,1950-11-19,9,28.330,WAS,@,CLE,L 14-20,1,-2,-2.00,0,1,8,8.00,0,0,0,,0,0,,,,,,
10,1950,1950-11-26,10,28.337,WAS,,BAL,W 38-28,3,35,11.67,0,0,0,,0,0,0,,0,0,,,,,,
11,1950,1950-12-03,11,28.344,WAS,@,PIT,W 24-7,1,-4,-4.00,0,1,14,14.00,0,0,0,,0,0,,,,,,
12,1950,1950-12-10,12,28.351,WAS,,CLE,L 21-45,4,41,10.25,1,0,0,,0,0,0,,0,0,,,,,,
13,1951,1951-09-30,1,29.280,WAS,@,DET,L 17-35,9,51,5.67,0,1,11,11.00,0,0,0,,0,0,,,,,,
14,1951,1951-10-07,2,29.287,WAS,,NYG,L 14-35,5,-1,-0.20,0,0,0,,0,0,0,,0,0,,,,,,
15,1951,1951-10-14,3,29.294,WAS,@,CLE,L 0-45,3,8,2.67,0,1,9,9.00,0,0,0,,0,0,,,,,,
16,1951,1951-10-21,4,29.301,WAS,,CRD,W 7-3,13,96,7.38,0,0,0,,0,0,0,,0,0,,,,,,
17,1951,1951-10-28,5,29.308,WAS,@,PHI,W 27-23,12,48,4.00,1,0,0,,0,0,0,,0,0,,,,,,
18,1951,1951-11-04,6,29.315,WAS,,CHI,L 0-27,9,24,2.67,0,2,22,11.00,0,0,0,,0,0,,,,,,
19,1951,1951-11-11,7,29.322,WAS,@,NYG,L 14-28,0,0,,0,1,40,40.00,0,0,0,,0,0,,,,,,
20,1951,1951-11-18,8,29.329,WAS,@,PIT,W 22-7,9,26,2.89,0,0,0,,0,0,0,,0,0,,,,,,
21,1951,1951-11-25,9,29.336,WAS,,RAM,W 31-21,6,58,9.67,0,1,9,9.00,1,0,0,,0,0,,,,,,
22,1951,1951-12-02,10,29.343,WAS,,PHI,L 21-35,5,11,2.20,1,0,0,,0,0,0,,0,0,,,,,,
23,1951,1951-12-09,11,29.350,WAS,@,CRD,W 20-17,1,40,40.00,0,0,0,,0,0,0,,0,0,,,,,,
24,1951,1951-12-16,12,29.357,WAS,,PIT,L 10-20,5,2,0.40,0,4,51,12.75,0,1,1,100.00,13,0,0,118.7,0,0,13.00,13.00
25,1953,1953-11-22,9,31.333,WAS,@,NYG,W 24-21,3,15,5.00,0,0,0,,0,0,0,,0,0,,,,,,
26,1953,1953-12-06,11,31.347,WAS,,PHI,W 10-0,1,2,2.00,0,0,0,,0,0,0,,0,0,,,,,,
