ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1973,1973-09-16,1,23.108,KAN,,RAM,L 13-23,,,,,,,,,
2,1973,1973-09-23,2,23.115,KAN,@,NWE,W 10-7,,,,,,,,,
3,1973,1973-10-07,4,23.129,KAN,,DEN,W 16-14,,,,,,,,,
4,1973,1973-12-16,14,23.199,KAN,,SDG,W 33-6,,,,,,,,,
5,1974,1974-09-15,1,24.107,KAN,,NYJ,W 24-16,,,,,,,,,
6,1974,1974-09-22,2,24.114,KAN,@,OAK,L 7-27,,,,,,,,,
7,1974,1974-09-29,3,24.121,KAN,@,HOU,W 17-7,,,,,,,,,
8,1974,1974-10-06,4,24.128,KAN,,DEN,L 14-17,,,,,,,,,
9,1974,1974-10-13,5,24.135,KAN,,PIT,L 24-34,,,,,,,,,
10,1974,1974-10-20,6,24.142,KAN,@,MIA,L 3-9,0,0,,0,0,0,1,13,0
11,1974,1974-10-27,7,24.149,KAN,@,SDG,W 24-14,,,,,,,,,
12,1974,1974-11-03,8,24.156,KAN,,NYG,L 27-33,,,,,,,,,
13,1974,1974-11-10,9,24.163,KAN,,SDG,L 7-14,,,,,,,,,
14,1974,1974-11-18,10,24.171,KAN,@,DEN,W 42-34,,,,,,,,,
15,1974,1974-11-24,11,24.177,KAN,@,CIN,L 6-33,,,,,,,,,
16,1974,1974-12-01,12,24.184,KAN,@,STL,W 17-13,1,0,0.00,0,0,0,0,0,0
17,1974,1974-12-08,13,24.191,KAN,,OAK,L 6-7,,,,,,,,,
18,1974,1974-12-14,14,24.197,KAN,,MIN,L 15-35,,,,,,,,,
19,1976,1976-09-13,1,26.105,BUF,,MIA,L 21-30,0,0,,0,0,0,1,0,0
20,1976,1976-09-19,2,26.111,BUF,,HOU,L 3-13,,,,,,,,,
21,1976,1976-09-26,3,26.118,BUF,@,TAM,W 14-9,,,,,,,,,
22,1976,1976-10-03,4,26.125,BUF,,KAN,W 50-17,,,,,,,,,
