ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td
1,1974,1974-09-15,1,22.046,NYG,,WAS,L 10-13,,,,
2,1974,1974-09-29,3,22.060,NYG,@,DAL,W 14-6,,,,
3,1974,1974-10-13,5,22.074,NYG,@,PHI,L 7-35,,,,
4,1974,1974-12-15,14,22.137,NYG,@,STL,L 14-26,,,,
5,1975,1975-09-21,1,23.052,NYG,@,PHI,W 23-14,,,,
6,1975,1975-09-28,2,23.059,NYG,@,WAS,L 13-49,2,27,13.50,0
7,1975,1975-10-05,3,23.066,NYG,@,STL,L 14-26,,,,
8,1975,1975-10-12,4,23.073,NYG,,DAL,L 7-13,,,,
9,1975,1975-10-20,5,23.081,NYG,@,BUF,W 17-14,,,,
10,1975,1975-10-25,6,23.086,NYG,,STL,L 13-20,,,,
11,1975,1975-11-01,7,23.093,NYG,,SDG,W 35-24,,,,
12,1975,1975-11-09,8,23.101,NYG,,WAS,L 13-21,,,,
13,1975,1975-11-16,9,23.108,NYG,,PHI,L 10-13,,,,
14,1975,1975-11-23,10,23.115,NYG,@,GNB,L 14-40,1,41,41.00,0
15,1975,1975-11-30,11,23.122,NYG,@,DAL,L 3-14,,,,
16,1975,1975-12-07,12,23.129,NYG,,BAL,L 0-21,1,19,19.00,0
17,1975,1975-12-14,13,23.136,NYG,,NOR,W 28-14,,,,
18,1975,1975-12-21,14,23.143,NYG,@,SFO,W 26-23,1,10,10.00,0
19,1976,1976-09-12,1,24.043,SEA,,STL,L 24-30,1,6,6.00,0
20,1976,1976-09-19,2,24.050,SEA,@,WAS,L 7-31,,,,
21,1976,1976-09-26,3,24.057,SEA,,SFO,L 21-37,,,,
22,1976,1976-10-03,4,24.064,SEA,,DAL,L 13-28,1,14,14.00,0
23,1976,1976-10-10,5,24.071,SEA,@,GNB,L 20-27,1,20,20.00,0
24,1976,1976-10-31,8,24.092,SEA,@,RAM,L 6-45,,,,
25,1976,1976-11-07,9,24.099,SEA,,ATL,W 30-13,1,27,27.00,0
26,1976,1976-11-14,10,24.106,SEA,@,MIN,L 21-27,,,,
27,1976,1976-11-21,11,24.113,SEA,,NOR,L 27-51,,,,
28,1976,1976-11-28,12,24.120,SEA,@,NYG,L 16-28,,,,
