ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1976,1976-09-12,1,22.188,NWE,,BAL,L 13-27,5,16,3.20,0,0,0,,0,0,0,,0,0,0,,0,0,0
2,1976,1976-10-18,6,22.224,NWE,,NYJ,W 41-7,2,9,4.50,0,1,6,6.00,0,0,0,,0,0,0,,0,0,0
3,1976,1976-10-24,7,22.230,NWE,@,BUF,W 26-22,,,,,,,,,,,,,,,,,,
4,1976,1976-10-31,8,22.237,NWE,@,MIA,L 3-10,3,10,3.33,0,0,0,,0,0,0,,0,0,0,,0,0,0
5,1976,1976-11-07,9,22.244,NWE,,BUF,W 20-10,2,8,4.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
6,1976,1976-11-14,10,22.251,NWE,@,BAL,W 21-14,,,,,,,,,,,,,,,,,,
7,1976,1976-11-21,11,22.258,NWE,@,NYJ,W 38-24,1,0,0.00,0,0,0,,0,3,62,20.67,0,0,0,,0,0,0
8,1976,1976-11-28,12,22.265,NWE,,DEN,W 38-14,9,44,4.89,1,1,-3,-3.00,0,0,0,,0,0,0,,0,1,6
9,1976,1976-12-05,13,22.272,NWE,,NOR,W 27-6,3,13,4.33,0,1,6,6.00,1,0,0,,0,0,0,,0,1,6
10,1976,1976-12-12,14,22.279,NWE,@,TAM,W 31-14,,,,,,,,,,,,,,,,,,
11,1977,1977-09-26,2,23.202,NWE,@,CLE,L 27-30,5,4,0.80,0,2,25,12.50,0,0,0,,0,0,0,,0,0,0
12,1977,1977-10-02,3,23.208,NWE,@,NYJ,L 27-30,7,8,1.14,0,1,2,2.00,0,0,0,,0,0,0,,0,0,0
13,1977,1977-10-09,4,23.215,NWE,,SEA,W 31-0,6,-1,-0.17,0,0,0,,0,0,0,,0,1,3,3.00,0,0,0
14,1977,1977-10-16,5,23.222,NWE,@,SDG,W 24-20,6,30,5.00,1,0,0,,0,0,0,,0,0,0,,0,1,6
15,1977,1977-10-23,6,23.229,NWE,,BAL,W 17-3,,,,,,,,,,,,,,,,,,
16,1977,1977-10-30,7,23.236,NWE,,NYJ,W 24-13,4,2,0.50,0,0,0,,0,0,0,,0,0,0,,0,0,0
17,1977,1977-11-06,8,23.243,NWE,,BUF,L 14-24,3,5,1.67,0,1,22,22.00,0,0,0,,0,0,0,,0,0,0
18,1977,1977-11-13,9,23.250,NWE,@,MIA,L 5-17,8,29,3.63,0,2,16,8.00,0,0,0,,0,0,0,,0,0,0
19,1977,1977-11-20,10,23.257,NWE,@,BUF,W 20-7,1,1,1.00,0,0,0,,0,0,0,,0,1,6,6.00,0,0,0
20,1977,1977-11-27,11,23.264,NWE,,PHI,W 14-6,,,,,,,,,,,,,,,,,,
21,1977,1977-12-04,12,23.271,NWE,@,ATL,W 16-10,10,27,2.70,0,0,0,,0,0,0,,0,0,0,,0,0,0
22,1977,1977-12-11,13,23.278,NWE,,MIA,W 14-10,7,27,3.86,1,1,7,7.00,0,0,0,,0,0,0,,0,1,6
23,1977,1977-12-18,14,23.285,NWE,@,BAL,L 24-30,5,25,5.00,0,1,16,16.00,0,0,0,,0,0,0,,0,0,0
24,1978,1978-09-24,4,24.200,WAS,,NYJ,W 23-3,0,0,,0,0,0,,0,1,21,21.00,0,0,0,,0,0,0
25,1978,1978-10-02,5,24.208,WAS,,DAL,W 9-5,0,0,,0,0,0,,0,1,16,16.00,0,0,0,,0,0,0
26,1978,1978-10-08,6,24.214,WAS,@,DET,W 21-19,0,0,,0,0,0,,0,2,37,18.50,0,0,0,,0,0,0
27,1978,1978-10-15,7,24.221,WAS,@,PHI,L 10-17,4,4,1.00,0,0,0,,0,1,37,37.00,0,0,0,,0,0,0
28,1978,1978-10-22,8,24.228,WAS,@,NYG,L 6-17,0,0,,0,0,0,,0,0,0,,0,1,-5,-5.00,0,0,0
29,1978,1978-10-29,9,24.235,WAS,,SFO,W 38-20,0,0,,0,0,0,,0,1,3,3.00,0,0,0,,0,0,0
30,1978,1978-11-06,10,24.243,WAS,@,BAL,L 17-21,,,,,,,,,,,,,,,,,,
31,1978,1978-11-12,11,24.249,WAS,,NYG,W 16-13,0,0,,0,0,0,,0,1,30,30.00,0,0,0,,0,0,0
32,1978,1978-11-19,12,24.256,WAS,,STL,L 17-27,,,,,,,,,,,,,,,,,,
33,1978,1978-11-23,13,24.260,WAS,@,DAL,L 10-37,0,0,,0,0,0,,0,1,21,21.00,0,0,0,,0,0,0
34,1978,1978-12-03,14,24.270,WAS,,MIA,L 0-16,0,0,,0,0,0,,0,2,49,24.50,0,0,0,,0,0,0
35,1978,1978-12-10,15,24.277,WAS,@,ATL,L 17-20,,,,,,,,,,,,,,,,,,
36,1978,1978-12-16,16,24.283,WAS,,CHI,L 10-14,0,0,,0,0,0,,0,1,29,29.00,0,0,0,,0,0,0
37,1979,1979-09-02,1,25.178,WAS,,HOU,L 27-29,,,,,,,,,,,,,,,,,,
38,1979,1979-10-14,7,25.220,WAS,@,CLE,W 13-9,0,0,,0,0,0,,0,1,16,16.00,0,0,0,,0,0,0
39,1979,1979-10-21,8,25.227,WAS,,PHI,W 17-7,10,39,3.90,0,0,0,,0,0,0,,0,0,0,,0,0,0
40,1979,1979-10-28,9,25.234,WAS,,NOR,L 10-14,,,,,,,,,,,,,,,,,,
41,1979,1979-11-04,10,25.241,WAS,@,PIT,L 7-38,1,0,0.00,0,1,8,8.00,0,3,93,31.00,0,0,0,,0,0,0
42,1979,1979-11-11,11,25.248,WAS,,STL,W 30-28,3,10,3.33,0,0,0,,0,2,44,22.00,0,0,0,,0,0,0
43,1979,1979-11-18,12,25.255,WAS,,DAL,W 34-20,1,15,15.00,0,2,24,12.00,0,1,37,37.00,0,0,0,,0,0,0
44,1979,1979-11-25,13,25.262,WAS,@,NYG,L 6-14,0,0,,0,2,7,3.50,0,0,0,,0,0,0,,0,0,0
45,1979,1979-12-02,14,25.269,WAS,,GNB,W 38-21,4,36,9.00,1,0,0,,0,0,0,,0,0,0,,0,1,6
46,1979,1979-12-09,15,25.276,WAS,,CIN,W 28-14,4,16,4.00,0,4,52,13.00,0,1,21,21.00,0,0,0,,0,0,0
47,1979,1979-12-16,16,25.283,WAS,@,DAL,L 34-35,2,9,4.50,0,1,14,14.00,0,0,0,,0,0,0,,0,0,0
48,1980,1980-09-08,1,26.184,WAS,,DAL,L 3-17,3,0,0.00,0,0,0,,0,2,73,36.50,0,0,0,,0,0,0
49,1980,1980-10-13,6,26.219,WAS,@,DEN,L 17-20,,,,,,,,,,,,,,,,,,
50,1980,1980-10-19,7,26.225,WAS,,STL,W 23-0,2,-1,-0.50,0,0,0,,0,0,0,,0,0,0,,0,0,0
51,1980,1980-10-26,8,26.232,WAS,,NOR,W 22-14,,,,,,,,,,,,,,,,,,
52,1980,1980-11-02,9,26.239,WAS,,MIN,L 14-39,,,,,,,,,,,,,,,,,,
53,1980,1980-11-09,10,26.246,WAS,@,CHI,L 21-35,5,17,3.40,0,2,41,20.50,0,1,24,24.00,0,0,0,,0,0,0
54,1980,1980-11-16,11,26.253,WAS,,PHI,L 0-24,2,8,4.00,0,6,72,12.00,0,0,0,,0,0,0,,0,0,0
55,1980,1980-11-23,12,26.260,WAS,@,DAL,L 10-14,8,11,1.38,0,0,0,,0,0,0,,0,0,0,,0,0,0
56,1980,1980-11-30,13,26.267,WAS,@,ATL,L 6-10,4,6,1.50,0,1,4,4.00,0,0,0,,0,0,0,,0,0,0
57,1980,1980-12-07,14,26.274,WAS,,SDG,W 40-17,5,10,2.00,1,3,36,12.00,1,1,17,17.00,0,0,0,,0,2,12
58,1980,1980-12-13,15,26.280,WAS,,NYG,W 16-13,1,0,0.00,0,1,5,5.00,0,0,0,,0,0,0,,0,0,0
59,1980,1980-12-21,16,26.288,WAS,@,STL,W 31-7,0,0,,0,2,16,8.00,0,0,0,,0,0,0,,0,0,0
60,1981,1981-11-22,12,27.259,NYG,@,PHI,W 20-10,2,6,3.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
61,1981,1981-11-29,13,27.266,NYG,@,SFO,L 10-17,7,31,4.43,0,1,5,5.00,0,0,0,,0,0,0,,0,0,0
62,1981,1981-12-06,14,27.273,NYG,,RAM,W 10-7,3,19,6.33,0,0,0,,0,0,0,,0,0,0,,0,0,0
63,1981,1981-12-13,15,27.280,NYG,@,STL,W 20-10,5,10,2.00,0,2,6,3.00,0,0,0,,0,0,0,,0,0,0
64,1981,1981-12-19,16,27.286,NYG,,DAL,W 13-10,2,8,4.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
