ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1986,1986-09-14,2,23.096,TAM,,MIN,L 10-23,0,0,,0,0,0,,0
2,1986,1986-09-21,3,23.103,TAM,@,DET,W 24-20,0,0,,0,0,0,,0
3,1986,1986-09-28,4,23.110,TAM,,ATL,L 20-23,0,0,,0,0,0,,0
4,1986,1986-10-05,5,23.117,TAM,@,RAM,L 20-26,0,0,,0,0,0,,0
5,1986,1986-10-12,6,23.124,TAM,,STL,L 19-30,4,65,16.25,0,0,0,,0
6,1986,1986-10-19,7,23.131,TAM,@,NOR,L 7-38,0,0,,0,0,0,,0
7,1986,1986-10-26,8,23.138,TAM,@,KAN,L 20-27,0,0,,0,0,0,,0
8,1986,1986-11-02,9,23.145,TAM,,BUF,W 34-28,0,0,,0,0,0,,0
9,1986,1986-11-09,10,23.152,TAM,,CHI,L 3-23,1,15,15.00,0,0,0,,0
10,1986,1986-11-16,11,23.159,TAM,@,GNB,L 7-31,0,0,,0,2,29,14.50,0
11,1986,1986-11-23,12,23.166,TAM,,DET,L 17-38,0,0,,0,0,0,,0
12,1986,1986-11-30,13,23.173,TAM,@,MIN,L 13-45,1,11,11.00,0,0,0,,0
13,1986,1986-12-07,14,23.180,TAM,@,CHI,L 14-48,0,0,,0,0,0,,0
14,1986,1986-12-14,15,23.187,TAM,,GNB,L 7-21,0,0,,0,0,0,,0
15,1986,1986-12-21,16,23.194,TAM,@,STL,L 17-21,0,0,,0,0,0,,0
16,1987,1987-10-04,3,24.116,RAI,,KAN,W 35-17,2,64,32.00,0,0,0,,0
17,1987,1987-10-12,4,24.124,RAI,@,DEN,L 14-30,1,20,20.00,0,0,0,,0
18,1987,1987-10-18,5,24.130,RAI,,SDG,L 17-23,1,20,20.00,0,0,0,,0
