ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,def_int,def_int_yds,def_int_td
1,1965,1965-12-19,14,27.023,PHI,,DET,L 28-35,1,8,8.00,0,0,0,0
2,1966,1966-10-16,6,27.324,PHI,@,PIT,W 31-14,0,0,,0,1,8,0
3,1967,1967-11-12,9,28.351,PHI,@,RAM,L 17-33,0,0,,0,1,17,0
4,1968,1968-11-28,12,30.002,PHI,@,DET,W 12-0,0,0,,0,1,0,0
5,1968,1968-12-08,13,30.012,PHI,,NOR,W 29-17,0,0,,0,1,0,0
