ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1974,1974-09-15,1,22.133,SDG,@,HOU,L 14-21,21,71,3.38,1,2,14,7.00,0,1,6
2,1974,1974-09-22,2,22.140,SDG,@,CIN,W 20-17,14,42,3.00,1,0,0,,0,1,6
3,1974,1974-10-13,5,22.161,SDG,,OAK,L 10-14,1,1,1.00,0,1,22,22.00,0,0,0
4,1974,1974-10-20,6,22.168,SDG,@,DEN,L 7-27,3,12,4.00,1,3,30,10.00,0,1,6
5,1974,1974-10-27,7,22.175,SDG,,KAN,L 14-24,2,7,3.50,0,1,10,10.00,0,0,0
6,1974,1974-11-03,8,22.182,SDG,,CLE,W 36-35,0,0,,0,1,1,1.00,1,1,6
7,1974,1974-11-10,9,22.189,SDG,@,KAN,W 14-7,21,59,2.81,0,1,2,2.00,0,0,0
8,1974,1974-11-17,10,22.196,SDG,@,OAK,L 10-17,1,5,5.00,0,0,0,,0,0,0
9,1974,1974-11-24,11,22.203,SDG,@,GNB,L 0-34,1,1,1.00,0,0,0,,0,0,0
10,1974,1974-12-01,12,22.210,SDG,@,NYJ,L 14-27,0,0,,0,2,22,11.00,0,0,0
11,1974,1974-12-08,13,22.217,SDG,,CHI,W 28-21,1,0,0.00,0,0,0,,0,0,0
12,1974,1974-12-15,14,22.224,SDG,,DEN,W 17-0,1,1,1.00,0,0,0,,0,0,0
13,1975,1975-10-19,5,23.167,SDG,,KAN,L 10-12,,,,,,,,,,
14,1975,1975-10-26,6,23.174,SDG,@,OAK,L 0-25,11,47,4.27,0,1,3,3.00,0,0,0
15,1975,1975-11-01,7,23.180,SDG,@,NYG,L 24-35,5,28,5.60,0,0,0,,0,0,0
16,1975,1975-11-09,8,23.188,SDG,,NWE,L 19-33,,,,,,,,,,
17,1975,1975-11-16,9,23.195,SDG,,DEN,L 17-27,,,,,,,,,,
18,1975,1975-11-23,10,23.202,SDG,@,MIN,L 13-28,,,,,,,,,,
19,1975,1975-11-30,11,23.209,SDG,@,DEN,L 10-13,,,,,,,,,,
20,1975,1975-12-07,12,23.216,SDG,@,KAN,W 28-20,9,32,3.56,0,0,0,,0,0,0
21,1975,1975-12-15,13,23.224,SDG,,NYJ,W 24-16,3,13,4.33,0,1,5,5.00,0,0,0
22,1975,1975-12-21,14,23.230,SDG,@,CIN,L 17-47,,,,,,,,,,
