ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,2016,2016-09-11,1,22.148,HOU,,CHI,W 23-14,*,11,5,107,21.40,1,45.5%,9.73,0,0,,0,0,0,,0,0,0,,0,1,6
2,2016,2016-09-18,2,22.155,HOU,,KAN,W 19-12,*,7,4,104,26.00,0,57.1%,14.86,0,0,,0,0,0,,0,0,0,,0,0,0
3,2016,2016-09-22,3,22.159,HOU,@,NWE,L 0-27,*,7,3,31,10.33,0,42.9%,4.43,0,0,,0,0,0,,0,0,0,,0,0,0
4,2016,2016-10-02,4,22.169,HOU,,TEN,W 27-20,*,9,7,81,11.57,1,77.8%,9.00,0,0,,0,0,0,,0,1,67,67.00,1,2,12
5,2016,2016-10-09,5,22.176,HOU,@,MIN,L 13-31,*,6,1,4,4.00,0,16.7%,0.67,0,0,,0,0,0,,0,1,14,14.00,0,0,0
6,2016,2016-10-24,7,22.191,HOU,@,DEN,L 9-27,*,7,4,22,5.50,0,57.1%,3.14,0,0,,0,1,19,19.00,0,0,0,,0,0,0
7,2016,2016-10-30,8,22.197,HOU,,DET,W 20-13,*,4,1,23,23.00,0,25.0%,5.75,0,0,,0,0,0,,0,1,3,3.00,0,0,0
8,2016,2016-11-21,10,22.219,HOU,@,OAK,L 20-27,,4,1,17,17.00,0,25.0%,4.25,0,0,,0,0,0,,0,0,0,,0,0,0
9,2016,2016-11-27,11,22.225,HOU,,SDG,L 13-21,*,6,4,60,15.00,0,66.7%,10.00,0,0,,0,0,0,,0,3,27,9.00,0,0,0
10,2016,2016-12-04,12,22.232,HOU,@,GNB,L 13-21,*,6,5,59,11.80,0,83.3%,9.83,0,0,,0,0,0,,0,1,16,16.00,0,0,0
11,2016,2016-12-11,13,22.239,HOU,@,IND,W 22-17,*,4,2,22,11.00,0,50.0%,5.50,0,0,,0,0,0,,0,0,0,,0,0,0
12,2016,2016-12-18,14,22.246,HOU,,JAX,W 21-20,*,8,4,42,10.50,0,50.0%,5.25,1,-3,-3.00,0,1,12,12.00,0,4,38,9.50,0,0,0
13,2016,2016-12-24,15,22.252,HOU,,CIN,W 12-10,*,6,3,39,13.00,0,50.0%,6.50,0,0,,0,0,0,,0,0,0,,0,0,0
14,2016,2017-01-01,16,22.260,HOU,@,TEN,L 17-24,*,7,3,24,8.00,0,42.9%,3.43,0,0,,0,0,0,,0,0,0,,0,0,0
15,2017,2017-10-01,4,23.168,HOU,,TEN,W 57-14,*,6,4,35,8.75,2,66.7%,5.83,1,4,4.00,0,0,0,,0,0,0,,0,2,12
16,2017,2017-10-08,5,23.175,HOU,,KAN,L 34-42,*,3,2,57,28.50,2,66.7%,19.00,1,5,5.00,0,0,0,,0,1,49,49.00,0,2,12
17,2017,2017-10-15,6,23.182,HOU,,CLE,W 33-17,*,5,2,62,31.00,1,40.0%,12.40,0,0,,0,0,0,,0,2,39,19.50,0,1,6
18,2017,2017-10-29,7,23.196,HOU,@,SEA,L 38-41,*,8,5,125,25.00,2,62.5%,15.63,0,0,,0,0,0,,0,3,27,9.00,0,2,12
19,2017,2017-11-05,8,23.203,HOU,,IND,L 14-20,*,8,2,32,16.00,0,25.0%,4.00,0,0,,0,0,0,,0,2,4,2.00,0,0,0
20,2017,2017-11-12,9,23.210,HOU,@,LAR,L 7-33,*,3,2,15,7.50,0,66.7%,5.00,0,0,,0,0,0,,0,0,0,,0,0,0
21,2017,2017-12-10,13,23.238,HOU,,SFO,L 16-26,*,5,3,26,8.67,0,60.0%,5.20,0,0,,0,0,0,,0,0,0,,0,0,0
22,2017,2017-12-17,14,23.245,HOU,@,JAX,L 7-45,*,5,5,44,8.80,0,100.0%,8.80,0,0,,0,0,0,,0,1,16,16.00,0,0,0
23,2017,2017-12-25,15,23.253,HOU,,PIT,L 6-34,*,5,1,10,10.00,0,20.0%,2.00,0,0,,0,0,0,,0,0,0,,0,0,0
24,2017,2017-12-31,16,23.259,HOU,@,IND,L 13-22,*,2,2,17,8.50,0,100.0%,8.50,0,0,,0,0,0,,0,0,0,,0,0,0
25,2018,2018-09-16,2,24.153,HOU,@,TEN,L 17-20,*,9,8,113,14.13,1,88.9%,12.56,0,0,,0,0,0,,0,0,0,,0,1,6
26,2018,2018-09-23,3,24.160,HOU,,NYG,L 22-27,*,11,5,101,20.20,1,45.5%,9.18,0,0,,0,0,0,,0,0,0,,0,1,6
