ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1955,1955-09-26,1,23.267,CRD,@,PIT,L 7-14,1,14,14.00,0,0,
2,1955,1955-10-16,4,23.287,CRD,@,NYG,L 0-10,1,7,7.00,0,0,
3,1955,1955-10-30,6,23.301,CRD,,CLE,L 20-26,1,31,31.00,0,0,
4,1955,1955-11-05,7,23.307,CRD,,PIT,W 27-13,1,21,21.00,0,0,
5,1955,1955-11-13,8,23.315,CRD,@,GNB,L 14-31,1,43,43.00,0,0,
6,1955,1955-12-04,11,23.336,CRD,@,PHI,L 3-27,1,9,9.00,0,0,
7,1960,1960-09-11,1,28.253,BUF,@,NYT,L 3-27,1,15,15.00,0,0,0
8,1960,1960-09-18,2,28.260,BUF,,DEN,L 21-27,2,16,8.00,0,0,0
9,1960,1960-10-23,6,28.295,BUF,,OAK,W 38-9,1,17,17.00,0,0,0
10,1960,1960-10-30,7,28.302,BUF,,HOU,W 25-24,2,15,7.50,1,1,6
11,1960,1960-11-06,8,28.309,BUF,,DTX,L 28-45,1,12,12.00,0,0,0
