ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td
1,1950,1950-09-24,2,24.093,CLE,@,BAL,W 31-0,1,4,4.00,0,0,0,,0
2,1950,1950-10-29,7,24.128,CLE,,PIT,W 45-7,3,20,6.67,0,0,0,,0
3,1950,1950-12-10,12,24.170,CLE,@,WAS,W 45-21,1,15,15.00,0,0,0,,0
4,1951,1951-10-07,2,25.106,GNB,,PIT,W 35-33,0,0,,0,2,96,48.00,0
5,1951,1951-10-14,3,25.113,GNB,,PHI,W 37-24,2,0,0.00,0,3,17,5.67,0
6,1951,1951-11-04,6,25.134,GNB,,DET,L 17-24,0,0,,0,1,8,8.00,0
7,1951,1951-11-11,7,25.141,GNB,@,PIT,L 7-28,6,13,2.17,0,2,9,4.50,0
8,1951,1951-11-18,8,25.148,GNB,@,CHI,L 13-24,2,7,3.50,1,2,-2,-1.00,0
9,1951,1951-11-22,9,25.152,GNB,@,DET,L 35-52,0,0,,0,1,48,48.00,1
10,1951,1951-12-02,10,25.162,GNB,,NYY,L 28-31,1,2,2.00,0,2,10,5.00,1
11,1951,1951-12-09,11,25.169,GNB,@,SFO,L 19-31,0,0,,0,1,47,47.00,0
12,1951,1951-12-16,12,25.176,GNB,@,RAM,L 14-42,1,1,1.00,0,0,0,,0
13,1954,1954-09-26,1,28.095,PHI,,CLE,W 28-10,2,4,2.00,0,2,29,14.50,0
14,1954,1954-10-03,2,28.102,PHI,@,CRD,W 35-16,1,2,2.00,0,2,38,19.00,1
15,1954,1954-10-09,3,28.108,PHI,,PIT,W 24-22,3,12,4.00,0,2,37,18.50,0
16,1954,1954-10-17,4,28.116,PHI,@,WAS,W 49-21,6,26,4.33,0,0,0,,0
17,1954,1954-10-23,5,28.122,PHI,@,PIT,L 7-17,2,6,3.00,0,1,-1,-1.00,0
18,1954,1954-10-30,6,28.129,PHI,,GNB,L 14-37,1,2,2.00,1,0,0,,0
19,1954,1954-11-07,7,28.137,PHI,,CRD,W 30-14,1,1,1.00,0,7,100,14.29,1
20,1954,1954-12-05,11,28.165,PHI,@,DET,T 13-13,11,46,4.18,0,3,39,13.00,0
21,1954,1954-12-12,12,28.172,PHI,,NYG,W 29-14,2,15,7.50,0,0,0,,0
