ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1983,1983-09-04,1,23.076,CLE,,MIN,L 21-27,0,0,,0,0,0,,0,0,
2,1983,1983-10-16,7,23.118,CLE,@,PIT,L 17-44,0,0,,0,0,0,,0,0,
3,1983,1983-10-30,9,23.132,CLE,,HOU,W 25-19,0,0,,0,0,0,,0,0,
4,1983,1983-11-06,10,23.139,CLE,@,GNB,L 21-35,0,0,,0,0,0,,0,0,
5,1983,1983-11-13,11,23.146,CLE,,TAM,W 20-0,0,0,,0,1,-5,-5.00,0,0,0
6,1983,1983-11-20,12,23.153,CLE,@,NWE,W 30-0,2,41,20.50,1,0,0,,0,1,6
7,1983,1983-11-27,13,23.160,CLE,,BAL,W 41-23,1,23,23.00,0,0,0,,0,0,0
8,1983,1983-12-04,14,23.167,CLE,@,DEN,L 6-27,1,13,13.00,0,0,0,,0,0,0
9,1983,1983-12-11,15,23.174,CLE,@,HOU,L 27-34,0,0,,0,0,0,,0,0,
10,1983,1983-12-18,16,23.181,CLE,,PIT,W 30-17,1,64,64.00,1,0,0,,0,1,6
