ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks
1,1999,1999-12-05,12,22.274,NOR,@,ATL,L 12-35,,,,,,
2,1999,1999-12-12,13,22.281,NOR,,STL,L 14-30,,,,,,
3,1999,1999-12-19,14,22.288,NOR,@,BAL,L 8-31,,,,,,
4,1999,1999-12-24,15,22.293,NOR,,DAL,W 31-24,,,,,,
5,1999,2000-01-02,16,22.302,NOR,@,CAR,L 13-45,,,,,,
6,2000,2000-10-01,5,23.209,CHI,@,GNB,W 27-24,,,,,,
7,2000,2000-10-08,6,23.216,CHI,,NOR,L 10-31,,,,,,
8,2000,2000-10-15,7,23.223,CHI,,MIN,L 16-28,,,,,,
9,2000,2000-10-22,8,23.230,CHI,@,PHI,L 9-13,,,,,,
10,2000,2000-11-05,9,23.244,CHI,,IND,W 27-24,,,,,,
11,2001,2001-09-09,1,24.187,CHI,@,BAL,L 6-17,,,,,,
12,2001,2001-09-23,2,24.201,CHI,,MIN,W 17-10,,,,,,
13,2001,2001-10-07,3,24.215,CHI,@,ATL,W 31-3,,,,,,
14,2001,2001-10-14,4,24.222,CHI,,ARI,W 20-13,,,,,,
15,2001,2001-10-21,5,24.229,CHI,@,CIN,W 24-0,,,,,,
16,2001,2001-10-28,6,24.236,CHI,,SFO,W 37-31,*,1,8,8.00,0,1.0
17,2001,2001-11-04,7,24.243,CHI,,CLE,W 27-21,,,,,,
18,2001,2001-11-11,8,24.250,CHI,,GNB,L 12-20,,,,,,
19,2001,2001-12-02,11,24.271,CHI,,DET,W 13-10,,,,,,
20,2001,2001-12-09,12,24.278,CHI,@,GNB,L 7-17,,,,,,
