ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td
1,1951,1951-09-28,1,23.021,NYY,@,RAM,L 14-54,1,-1,-1.00,0,0,0,,0
2,1951,1951-10-08,2,23.031,NYY,@,DET,L 10-37,1,3,3.00,0,0,18,,0
3,1951,1951-11-11,7,23.065,PHI,@,CLE,L 17-20,1,2,2.00,0,0,0,,0
4,1951,1951-11-18,8,23.072,PHI,,DET,L 10-28,6,21,3.50,0,1,9,9.00,0
5,1951,1951-11-25,9,23.079,PHI,,PIT,L 13-17,6,36,6.00,0,0,0,,0
6,1951,1951-12-02,10,23.086,PHI,@,WAS,W 35-21,8,41,5.13,0,0,0,,0
7,1951,1951-12-16,12,23.100,PHI,,CLE,L 9-24,3,19,6.33,0,1,8,8.00,0
8,1952,1952-09-28,1,24.021,PHI,@,PIT,W 31-25,4,11,2.75,0,0,0,,0
9,1952,1952-10-04,2,24.027,PHI,,NYG,L 7-31,2,-4,-2.00,0,0,0,,0
10,1952,1952-10-12,3,24.035,PHI,,PIT,W 26-21,5,21,4.20,0,0,0,,0
11,1952,1952-10-19,4,24.042,PHI,,CLE,L 7-49,5,-11,-2.20,0,0,0,,0
12,1952,1952-11-02,6,24.056,PHI,@,GNB,L 10-12,2,-3,-1.50,0,0,0,,0
13,1952,1952-11-09,7,24.063,PHI,,WAS,W 38-20,7,33,4.71,0,0,0,,0
14,1952,1952-11-16,8,24.070,PHI,,CRD,W 10-7,3,9,3.00,0,0,0,,0
15,1952,1952-11-23,9,24.077,PHI,@,CLE,W 28-20,9,22,2.44,0,2,14,7.00,0
16,1952,1952-11-30,10,24.084,PHI,@,CRD,L 22-28,6,54,9.00,0,0,0,,0
17,1952,1952-12-07,11,24.091,PHI,,DTX,W 38-21,5,36,7.20,0,0,0,,0
18,1952,1952-12-14,12,24.098,PHI,@,WAS,L 21-27,7,18,2.57,1,0,0,,0
19,1953,1953-09-27,1,25.020,PHI,@,SFO,L 21-31,5,14,2.80,0,1,-3,-3.00,0
20,1953,1953-10-02,2,25.025,PHI,,WAS,T 21-21,4,-6,-1.50,0,1,7,7.00,0
21,1953,1953-10-10,3,25.033,PHI,@,CLE,L 13-37,3,9,3.00,0,0,0,,0
22,1953,1953-10-17,4,25.040,PHI,,PIT,W 23-7,8,19,2.38,0,0,0,,0
23,1953,1953-11-01,6,25.055,PHI,@,PIT,W 35-7,1,4,4.00,0,0,0,,0
24,1953,1953-11-08,7,25.062,PHI,,NYG,W 30-7,1,2,2.00,0,0,0,,0
25,1953,1953-12-13,12,25.097,PHI,,CLE,W 42-27,1,2,2.00,0,2,27,13.50,0
