ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td
1,1954,1954-09-26,1,21.337,PIT,@,GNB,W 21-20,8,21,2.63,0,6,87,14.50,1
2,1954,1954-10-02,2,21.343,PIT,,WAS,W 37-7,5,30,6.00,1,2,10,5.00,0
3,1954,1954-10-09,3,21.350,PIT,@,PHI,L 22-24,8,28,3.50,1,2,8,4.00,0
4,1954,1954-10-17,4,21.358,PIT,,CLE,W 55-27,7,19,2.71,1,0,0,,0
5,1954,1954-10-23,5,21.364,PIT,,PHI,W 17-7,5,17,3.40,0,1,12,12.00,0
6,1954,1954-10-31,6,22.007,PIT,@,CRD,L 14-17,5,1,0.20,1,2,20,10.00,0
7,1954,1954-11-07,7,22.014,PIT,,NYG,L 6-30,8,23,2.88,1,3,56,18.67,0
8,1954,1954-11-14,8,22.021,PIT,@,WAS,L 14-17,8,34,4.25,0,4,68,17.00,1
9,1954,1954-11-20,9,22.027,PIT,,SFO,L 3-31,5,31,6.20,0,0,0,,0
10,1954,1954-11-28,10,22.035,PIT,,CRD,W 20-17,10,33,3.30,0,3,20,6.67,0
11,1954,1954-12-05,11,22.042,PIT,@,NYG,L 3-24,0,0,,0,2,24,12.00,0
