ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1993,1993-09-05,1,23.277,MIA,@,IND,W 24-20,,,0,0,,0,0.0%,,0,0,,0,1,21,21.00,0,3,15,5.00,0,0,0
2,1993,1993-09-12,2,23.284,MIA,,NYJ,L 14-24,,,0,0,,0,0.0%,,0,0,,0,1,23,23.00,0,0,0,,0,0,0
3,1993,1993-09-26,3,23.298,MIA,@,BUF,W 22-13,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,1,4,4.00,0,0,0
4,1993,1993-10-04,4,23.306,MIA,,WAS,W 17-10,,3,2,23,11.50,0,66.7%,7.67,0,0,,0,1,23,23.00,0,2,10,5.00,0,0,0
5,1993,1993-10-10,5,23.312,MIA,@,CLE,W 24-14,,3,2,27,13.50,0,66.7%,9.00,0,0,,0,1,35,35.00,0,1,10,10.00,0,0,0
6,1993,1993-10-24,6,23.326,MIA,,IND,W 41-27,,1,0,0,,0,0.0%,0.00,0,0,,0,3,74,24.67,0,4,86,21.50,1,1,6
7,1993,1993-10-31,7,23.333,MIA,,KAN,W 30-10,,,0,0,,0,0.0%,,0,0,,0,1,20,20.00,0,3,15,5.00,0,0,0
8,1993,1993-11-07,8,23.340,MIA,@,NYJ,L 10-27,,5,2,15,7.50,0,40.0%,3.00,0,0,,0,4,64,16.00,0,1,10,10.00,0,0,0
9,1993,1993-11-14,9,23.347,MIA,@,PHI,W 19-14,,3,1,11,11.00,0,33.3%,3.67,1,-4,-4.00,0,2,49,24.50,0,1,10,10.00,0,0,0
10,1993,1993-11-21,10,23.354,MIA,,NWE,W 17-13,,2,1,3,3.00,0,50.0%,1.50,0,0,,0,2,40,20.00,0,0,0,,0,0,0
11,1993,1993-11-25,11,23.358,MIA,@,DAL,W 16-14,,2,2,10,5.00,0,100.0%,5.00,0,0,,0,1,33,33.00,0,3,8,2.67,0,0,0
12,1993,1993-12-05,12,24.003,MIA,,NYG,L 14-19,,3,1,13,13.00,0,33.3%,4.33,0,0,,0,0,0,,0,3,28,9.33,0,0,0
13,1993,1993-12-13,13,24.011,MIA,,PIT,L 20-21,,3,2,18,9.00,0,66.7%,6.00,0,0,,0,1,21,21.00,0,5,114,22.80,1,1,6
14,1993,1993-12-19,14,24.017,MIA,,BUF,L 34-47,,5,3,41,13.67,0,60.0%,8.20,0,0,,0,3,70,23.33,0,1,7,7.00,0,0,0
15,1993,1993-12-27,15,24.025,MIA,@,SDG,L 20-45,,4,2,18,9.00,0,50.0%,4.50,0,0,,0,5,132,26.40,0,0,0,,0,0,0
16,1993,1994-01-02,16,24.031,MIA,@,NWE,L 27-33,,1,1,18,18.00,0,100.0%,18.00,0,0,,0,6,150,25.00,0,0,0,,0,0,0
17,1994,1994-09-04,1,24.276,MIA,,NWE,W 39-35,,1,1,21,21.00,0,100.0%,21.00,0,0,,0,3,69,23.00,0,1,8,8.00,0,0,0
18,1994,1994-09-18,3,24.290,MIA,,NYJ,W 28-14,,,0,0,,0,0.0%,,0,0,,0,2,61,30.50,0,2,-3,-1.50,0,0,0
19,1994,1994-09-25,4,24.297,MIA,@,MIN,L 35-38,,3,2,38,19.00,1,66.7%,12.67,0,0,,0,4,101,25.25,0,5,79,15.80,0,1,6
20,1994,1994-10-02,5,24.304,MIA,@,CIN,W 23-7,,,0,0,,0,0.0%,,1,12,12.00,0,2,44,22.00,0,1,4,4.00,0,0,0
21,1994,1994-10-09,6,24.311,MIA,@,BUF,L 11-21,,5,2,21,10.50,1,40.0%,4.20,0,0,,0,2,26,13.00,0,4,16,4.00,0,1,6
22,1994,1994-10-16,7,24.318,MIA,,RAI,W 20-17,,5,2,10,5.00,0,40.0%,2.00,1,8,8.00,0,4,77,19.25,0,3,12,4.00,0,0,0
23,1994,1994-10-30,8,24.332,MIA,@,NWE,W 23-3,,,0,0,,0,0.0%,,0,0,,0,2,39,19.50,0,2,8,4.00,0,0,0
24,1994,1994-11-06,9,24.339,MIA,,IND,W 22-21,,7,7,108,15.43,1,100.0%,15.43,0,0,,0,4,87,21.75,0,3,26,8.67,0,1,6
25,1994,1994-11-13,10,24.346,MIA,,CHI,L 14-17,,6,2,43,21.50,0,33.3%,7.17,0,0,,0,1,18,18.00,0,3,18,6.00,0,0,0
26,1994,1994-11-20,11,24.353,MIA,@,PIT,L 13-16,,8,4,50,12.50,0,50.0%,6.25,0,0,,0,1,21,21.00,0,1,1,1.00,0,0,0
27,1994,1994-11-27,12,24.360,MIA,@,NYJ,W 28-24,,3,1,11,11.00,0,33.3%,3.67,0,0,,0,4,69,17.25,0,2,3,1.50,0,0,0
28,1994,1994-12-04,13,25.002,MIA,,BUF,L 31-42,,5,4,47,11.75,0,80.0%,9.40,1,3,3.00,0,1,17,17.00,0,2,17,8.50,0,0,0
29,1994,1994-12-12,14,25.010,MIA,,KAN,W 45-28,,6,5,66,13.20,0,83.3%,11.00,1,5,5.00,0,3,61,20.33,0,1,17,17.00,0,0,0
30,1994,1994-12-18,15,25.016,MIA,@,IND,L 6-10,,4,3,50,16.67,0,75.0%,12.50,0,0,,0,1,21,21.00,0,1,6,6.00,0,0,0
31,1994,1994-12-25,16,25.023,MIA,,DET,W 27-20,,4,4,23,5.75,0,100.0%,5.75,1,4,4.00,0,2,56,28.00,0,1,16,16.00,0,0,0
32,1995,1995-09-03,1,25.275,MIA,,NYJ,W 52-14,,4,3,35,11.67,0,75.0%,8.75,0,0,,0,1,33,33.00,0,3,38,12.67,0,0,0
33,1995,1995-09-10,2,25.282,MIA,@,NWE,W 20-3,,,0,0,,0,0.0%,,0,0,,0,2,63,31.50,0,1,0,0.00,0,0,0
34,1995,1995-09-18,3,25.290,MIA,,PIT,W 23-10,,5,4,65,16.25,0,80.0%,13.00,0,0,,0,0,0,,0,2,19,9.50,0,0,0
35,1995,1995-10-01,4,25.303,MIA,@,CIN,W 26-23,,5,5,54,10.80,1,100.0%,10.80,0,0,,0,2,29,14.50,0,3,17,5.67,0,1,6
36,1995,1995-10-08,5,25.310,MIA,,IND,L 24-27,,2,2,15,7.50,0,100.0%,7.50,0,0,,0,2,46,23.00,0,2,17,8.50,0,0,0
37,1995,1995-10-15,6,25.317,MIA,@,NOR,L 30-33,,10,7,86,12.29,1,70.0%,8.60,0,0,,0,3,60,20.00,0,2,2,1.00,0,1,6
38,1995,1995-10-22,7,25.324,MIA,@,NYJ,L 16-17,,7,5,60,12.00,0,71.4%,8.57,0,0,,0,2,41,20.50,0,3,23,7.67,0,0,0
39,1995,1995-10-29,8,25.331,MIA,,BUF,W 23-6,,6,3,39,13.00,0,50.0%,6.50,0,0,,0,0,0,,0,4,22,5.50,0,0,0
40,1995,1995-11-05,9,25.338,MIA,@,SDG,W 24-14,,3,1,7,7.00,0,33.3%,2.33,0,0,,0,2,59,29.50,0,0,0,,0,0,0
41,1995,1995-11-12,10,25.345,MIA,,NWE,L 17-34,,5,3,46,15.33,1,60.0%,9.20,1,11,11.00,0,3,73,24.33,0,0,0,,0,1,6
42,1995,1995-11-20,11,25.353,MIA,,SFO,L 20-44,,10,6,66,11.00,1,60.0%,6.60,0,0,,0,1,27,27.00,0,2,8,4.00,0,1,6
43,1995,1995-11-26,12,25.359,MIA,@,IND,L 28-36,,8,6,76,12.67,2,75.0%,9.50,0,0,,0,3,65,21.67,0,0,0,,0,2,12
44,1995,1995-12-03,13,26.001,MIA,,ATL,W 21-20,,8,6,96,16.00,0,75.0%,12.00,0,0,,0,0,0,,0,1,8,8.00,0,0,0
45,1995,1995-12-11,14,26.009,MIA,,KAN,W 13-6,,8,4,34,8.50,1,50.0%,4.25,0,0,,0,0,0,,0,1,9,9.00,0,1,6
46,1995,1995-12-17,15,26.015,MIA,@,BUF,L 20-23,,5,4,79,19.75,0,80.0%,15.80,1,0,0.00,0,1,21,21.00,0,0,0,,0,0,0
47,1995,1995-12-24,16,26.022,MIA,@,STL,W 41-22,,6,3,61,20.33,1,50.0%,10.17,1,-5,-5.00,0,1,47,47.00,0,0,0,,0,1,6
48,1996,1996-09-01,1,26.274,MIA,,NWE,W 24-10,,5,3,43,14.33,0,60.0%,8.60,0,0,,0,0,0,,0,1,8,8.00,0,0,0
49,1996,1996-09-08,2,26.281,MIA,@,ARI,W 38-10,,5,3,30,10.00,1,60.0%,6.00,0,0,,0,0,0,,0,1,12,12.00,0,1,6
50,1996,1996-09-15,3,26.288,MIA,,NYJ,W 36-27,,7,7,86,12.29,0,100.0%,12.29,0,0,,0,0,0,,0,2,25,12.50,0,0,0
51,1996,1996-09-23,4,26.296,MIA,@,IND,L 6-10,,5,4,62,15.50,0,80.0%,12.40,0,0,,0,0,0,,0,1,5,5.00,0,0,0
52,1996,1996-10-06,5,26.309,MIA,,SEA,L 15-22,,8,3,34,11.33,0,37.5%,4.25,0,0,,0,0,0,,0,3,15,5.00,0,0,0
53,1996,1996-10-13,6,26.316,MIA,@,BUF,W 21-7,,7,2,26,13.00,0,28.6%,3.71,1,0,0.00,0,0,0,,0,1,2,2.00,0,0,0
54,1996,1996-10-20,7,26.323,MIA,@,PHI,L 28-35,,11,7,121,17.29,2,63.6%,11.00,0,0,,0,0,0,,0,1,12,12.00,0,2,12
55,1996,1996-10-27,8,26.330,MIA,,DAL,L 10-29,,6,3,32,10.67,0,50.0%,5.33,0,0,,0,0,0,,0,1,5,5.00,0,0,0
56,1996,1996-11-03,9,26.337,MIA,@,NWE,L 23-42,,8,5,84,16.80,1,62.5%,10.50,0,0,,0,0,0,,0,2,30,15.00,0,1,6
57,1996,1996-11-10,10,26.344,MIA,,IND,W 37-13,,6,6,106,17.67,1,100.0%,17.67,0,0,,0,0,0,,0,2,22,11.00,0,1,6
58,1996,1996-11-17,11,26.351,MIA,@,HOU,W 23-20,,8,8,86,10.75,0,100.0%,10.75,0,0,,0,0,0,,0,2,17,8.50,0,0,0
59,1996,1996-11-25,12,26.359,MIA,,PIT,L 17-24,,10,5,33,6.60,1,50.0%,3.30,0,0,,0,0,0,,0,1,16,16.00,0,1,6
60,1996,1996-12-01,13,26.365,MIA,@,OAK,L 7-17,,10,5,44,8.80,0,50.0%,4.40,0,0,,0,0,0,,0,2,17,8.50,0,0,0
61,1996,1996-12-08,14,27.006,MIA,,NYG,L 7-17,,7,3,22,7.33,0,42.9%,3.14,0,0,,0,0,0,,0,0,0,,0,0,0
62,1996,1996-12-16,15,27.014,MIA,,BUF,W 16-14,,7,5,43,8.60,1,71.4%,6.14,1,7,7.00,0,0,0,,0,0,0,,0,1,6
63,1996,1996-12-22,16,27.020,MIA,@,NYJ,W 31-28,,9,5,66,13.20,1,55.6%,7.33,0,0,,0,0,0,,0,2,26,13.00,0,1,6
64,1997,1997-08-31,1,27.272,MIA,,IND,W 16-10,,6,4,31,7.75,0,66.7%,5.17,0,0,,0,0,0,,0,0,0,,0,0,0
65,1997,1997-09-07,2,27.279,MIA,,TEN,W 16-13,,13,8,135,16.88,0,61.5%,10.38,0,0,,0,0,0,,0,0,0,,0,0,0
66,1997,1997-09-14,3,27.286,MIA,@,GNB,L 18-23,,7,4,36,9.00,0,57.1%,5.14,0,0,,0,0,0,,0,0,0,,0,0,0
67,1997,1997-09-21,4,27.293,MIA,@,TAM,L 21-31,,7,6,55,9.17,1,85.7%,7.86,0,0,,0,0,0,,0,0,0,,0,1,6
68,1997,1997-10-05,5,27.307,MIA,,KAN,W 17-14,,7,5,86,17.20,0,71.4%,12.29,0,0,,0,0,0,,0,0,0,,0,0,0
69,1997,1997-10-12,6,27.314,MIA,@,NYJ,W 31-20,,5,4,55,13.75,0,80.0%,11.00,0,0,,0,0,0,,0,0,0,,0,0,0
70,1997,1997-10-19,7,27.321,MIA,@,BAL,W 24-13,,8,7,77,11.00,0,87.5%,9.63,0,0,,0,0,0,,0,0,0,,0,0,0
71,1997,1997-10-27,8,27.329,MIA,,CHI,L 33-36,,12,7,137,19.57,0,58.3%,11.42,0,0,,0,0,0,,0,0,0,,0,0,0
72,1997,1997-11-02,9,27.335,MIA,@,BUF,L 6-9,,7,3,42,14.00,0,42.9%,6.00,0,0,,0,0,0,,0,0,0,,0,0,0
73,1997,1997-11-09,10,27.342,MIA,,NYJ,W 24-17,,4,3,23,7.67,0,75.0%,5.75,0,0,,0,0,0,,0,0,0,,0,0,0
74,1997,1997-11-17,11,27.350,MIA,,BUF,W 30-13,,3,2,10,5.00,0,66.7%,3.33,0,0,,0,0,0,,0,0,0,,0,0,0
75,1997,1997-11-23,12,27.356,MIA,@,NWE,L 24-27,,15,9,110,12.22,0,60.0%,7.33,0,0,,0,0,0,,0,0,0,,0,0,0
76,1997,1997-11-30,13,27.363,MIA,@,OAK,W 34-16,,7,4,34,8.50,0,57.1%,4.86,0,0,,0,0,0,,0,0,0,,0,0,0
77,1997,1997-12-07,14,28.005,MIA,,DET,W 33-30,,8,4,41,10.25,0,50.0%,5.13,0,0,,0,0,0,,0,0,0,,0,0,0
78,1997,1997-12-14,15,28.012,MIA,@,IND,L 0-41,,3,2,23,11.50,0,66.7%,7.67,0,0,,0,0,0,,0,1,3,3.00,0,0,0
79,1997,1997-12-22,16,28.020,MIA,,NWE,L 12-14,,6,4,48,12.00,0,66.7%,8.00,0,0,,0,0,0,,0,1,1,1.00,0,0,0
80,1998,1998-09-06,1,28.278,MIA,@,IND,W 24-15,,4,2,14,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,0,0,,0,0,0
81,1998,1998-09-13,2,28.285,MIA,,BUF,W 13-7,,11,5,60,12.00,0,45.5%,5.45,0,0,,0,0,0,,0,0,0,,0,0,0
82,1998,1998-09-20,3,28.292,MIA,,PIT,W 21-0,,5,3,36,12.00,0,60.0%,7.20,0,0,,0,0,0,,0,0,0,,0,0,0
83,1998,1998-10-04,4,28.306,MIA,@,NYJ,L 9-20,,9,1,19,19.00,0,11.1%,2.11,0,0,,0,0,0,,0,0,0,,0,0,0
84,1998,1998-10-12,5,28.314,MIA,@,JAX,L 21-28,,12,7,68,9.71,0,58.3%,5.67,1,5,5.00,0,0,0,,0,0,0,,0,0,0
85,1998,1998-10-18,6,28.320,MIA,,STL,W 14-0,,5,3,14,4.67,0,60.0%,2.80,0,0,,0,0,0,,0,1,14,14.00,0,0,0
86,1998,1998-10-25,7,28.327,MIA,,NWE,W 12-9,,14,6,77,12.83,0,42.9%,5.50,0,0,,0,0,0,,0,0,0,,0,0,0
87,1998,1998-11-01,8,28.334,MIA,@,BUF,L 24-30,,5,3,57,19.00,0,60.0%,11.40,0,0,,0,0,0,,0,0,0,,0,0,0
88,1998,1998-11-08,9,28.341,MIA,,IND,W 27-14,,13,9,132,14.67,2,69.2%,10.15,1,4,4.00,0,0,0,,0,1,0,0.00,0,2,12
89,1998,1998-11-15,10,28.348,MIA,@,CAR,W 13-9,,11,7,96,13.71,0,63.6%,8.73,0,0,,0,0,0,,0,0,0,,0,0,0
90,1998,1998-11-23,11,28.356,MIA,@,NWE,L 23-26,,13,8,86,10.75,0,61.5%,6.62,0,0,,0,0,0,,0,0,0,,0,0,0
91,1998,1998-11-29,12,28.362,MIA,,NOR,W 30-10,,13,9,102,11.33,3,69.2%,7.85,0,0,,0,0,0,,0,5,84,16.80,0,3,18
92,1998,1998-12-06,13,29.004,MIA,@,OAK,W 27-17,,9,5,45,9.00,0,55.6%,5.00,1,2,2.00,0,0,0,,0,3,23,7.67,0,0,0
93,1998,1998-12-13,14,29.011,MIA,,NYJ,L 16-21,,19,11,105,9.55,1,57.9%,5.53,0,0,,0,0,0,,0,1,12,12.00,0,1,6
94,1998,1998-12-21,15,29.019,MIA,,DEN,W 31-21,,13,6,57,9.50,0,46.2%,4.38,0,0,,0,0,0,,0,1,8,8.00,0,0,0
95,1998,1998-12-27,16,29.025,MIA,@,ATL,L 16-38,,9,5,82,16.40,1,55.6%,9.11,0,0,,0,0,0,,0,0,0,,0,1,6
96,1999,1999-09-13,1,29.285,MIA,@,DEN,W 38-21,*,7,4,54,13.50,1,57.1%,7.71,0,0,,0,0,0,,0,0,0,,0,1,6
97,1999,1999-09-19,2,29.291,MIA,,ARI,W 19-16,*,9,4,85,21.25,0,44.4%,9.44,0,0,,0,0,0,,0,1,9,9.00,0,0,0
98,1999,1999-10-04,3,29.306,MIA,,BUF,L 18-23,*,14,7,64,9.14,1,50.0%,4.57,0,0,,0,0,0,,0,0,0,,0,1,6
99,1999,1999-10-10,4,29.312,MIA,@,IND,W 34-31,*,5,4,42,10.50,0,80.0%,8.40,0,0,,0,1,17,17.00,0,2,28,14.00,0,0,0
100,1999,1999-10-17,5,29.319,MIA,@,NWE,W 31-30,*,5,3,20,6.67,0,60.0%,4.00,0,0,,0,0,0,,0,0,0,,0,0,0
101,1999,1999-10-24,6,29.326,MIA,,PHI,W 16-13,*,4,4,41,10.25,0,100.0%,10.25,0,0,,0,0,0,,0,0,0,,0,0,0
102,1999,1999-10-31,7,29.333,MIA,@,OAK,W 16-9,*,6,2,54,27.00,0,33.3%,9.00,0,0,,0,0,0,,0,1,9,9.00,0,0,0
103,1999,1999-11-07,8,29.340,MIA,,TEN,W 17-0,*,6,4,41,10.25,0,66.7%,6.83,0,0,,0,0,0,,0,1,0,0.00,0,0,0
104,1999,1999-11-14,9,29.347,MIA,@,BUF,L 3-23,*,7,2,21,10.50,0,28.6%,3.00,0,0,,0,0,0,,0,0,0,,0,0,0
105,1999,1999-11-21,10,29.354,MIA,,NWE,W 27-17,,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,0,0,,0,0,0
106,1999,1999-12-19,14,30.017,MIA,,SDG,W 12-9,*,3,1,10,10.00,0,33.3%,3.33,0,0,,0,0,0,,0,1,4,4.00,0,0,0
107,1999,1999-12-27,15,30.025,MIA,,NYJ,L 31-38,,12,7,79,11.29,0,58.3%,6.58,0,0,,0,0,0,,0,1,12,12.00,0,0,0
108,2000,2000-10-23,7,30.326,MIA,@,NYJ,L 37-40,,1,,,,,0.0%,,,,,,,,,,,,,,,
109,2000,2000-10-29,8,30.332,MIA,,GNB,W 28-20,,5,3,17,5.67,0,60.0%,3.40,0,0,,0,0,0,,0,0,0,,0,0,0
110,2000,2000-11-05,9,30.339,MIA,@,DET,W 23-8,,1,,,,,0.0%,,,,,,,,,,,,,,,
111,2000,2000-11-12,10,30.346,MIA,@,SDG,W 17-7,*,4,3,36,12.00,0,75.0%,9.00,1,-3,-3.00,0,0,0,,0,0,0,,0,0,0
112,2000,2000-11-19,11,30.353,MIA,,NYJ,L 3-20,,3,1,18,18.00,0,33.3%,6.00,0,0,,0,0,0,,0,0,0,,0,0,0
113,2000,2000-12-03,13,31.001,MIA,@,BUF,W 33-6,,1,1,24,24.00,0,100.0%,24.00,0,0,,0,0,0,,0,0,0,,0,0,0
114,2000,2000-12-10,14,31.008,MIA,,TAM,L 13-16,,3,1,4,4.00,0,33.3%,1.33,0,0,,0,0,0,,0,0,0,,0,0,0
115,2000,2000-12-17,15,31.015,MIA,,IND,L 13-20,,1,,,,,0.0%,,,,,,,,,,,,,,,
116,2000,2000-12-24,16,31.022,MIA,@,NWE,W 27-24,,6,5,44,8.80,0,83.3%,7.33,0,0,,0,0,0,,0,0,0,,0,0,0
