ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1961,1961-09-10,1,26.049,SDG,@,DTX,W 26-10,0,0,,0,4,56,14.00,1,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
2,1961,1961-09-17,2,26.056,SDG,,OAK,W 44-0,4,44,11.00,0,7,90,12.86,2,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,2,12
3,1961,1961-09-24,3,26.063,SDG,,HOU,W 34-24,0,0,,0,5,6,1.20,0,0,0,,0,0,0,,0,0,,,3,44,14.67,0,0,0,,0,0,0
4,1961,1961-09-30,4,26.069,SDG,@,BUF,W 19-11,0,0,,0,2,-2,-1.00,0,0,0,,0,0,0,,0,0,,,2,26,13.00,0,0,0,,0,0,0
5,1961,1961-10-07,5,26.076,SDG,@,BOS,W 38-27,0,0,,0,7,24,3.43,0,0,0,,0,0,0,,0,0,,,1,17,17.00,0,0,0,,0,0,0
6,1961,1961-10-15,6,26.084,SDG,@,NYT,W 25-10,0,0,,0,3,11,3.67,0,0,0,,0,0,0,,0,0,,,1,9,9.00,0,0,0,,0,0,0
7,1961,1961-10-22,7,26.091,SDG,@,OAK,W 41-10,1,13,13.00,0,11,51,4.64,0,0,0,,0,0,0,,0,0,,,1,6,6.00,0,0,0,,0,0,0
8,1961,1961-10-29,8,26.098,SDG,,DEN,W 37-0,0,0,,0,5,38,7.60,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
9,1961,1961-11-05,9,26.105,SDG,,NYT,W 48-13,1,24,24.00,0,4,20,5.00,0,0,0,,0,0,0,,0,0,,,1,23,23.00,0,0,0,,0,0,0
10,1961,1961-11-19,11,26.119,SDG,,DTX,W 24-14,0,0,,0,10,-19,-1.90,0,0,0,,0,0,0,,0,0,,,1,15,15.00,0,0,0,,0,0,0
11,1961,1961-12-17,14,26.147,SDG,,BOS,L 0-41,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,3,67,22.33,0,0,0,,0,0,0
12,1962,1962-09-09,1,27.048,OAK,,NYT,L 17-28,1,4,4.00,0,8,13,1.63,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,0,0
