ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2001,2001-09-09,1,23.306,CHI,@,BAL,L 6-17,,3,9,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
2,2001,2001-09-23,2,23.320,CHI,,MIN,W 17-10,*,0,0,,0,1,1,8,8.00,0,100.0%,8.00,0,0,,0,0,0
3,2001,2001-10-07,3,23.334,CHI,@,ATL,W 31-3,,11,57,5.18,1,1,0,0,,0,0.0%,0.00,0,0,,0,1,6
4,2001,2001-10-14,4,23.341,CHI,,ARI,W 20-13,,11,58,5.27,0,0,0,0,,0,0.0%,,0,0,,0,0,0
5,2001,2001-10-21,5,23.348,CHI,@,CIN,W 24-0,,22,188,8.55,1,0,0,0,,0,0.0%,,0,0,,0,1,6
6,2001,2001-10-28,6,23.355,CHI,,SFO,W 37-31,*,27,127,4.70,1,3,2,9,4.50,0,66.7%,3.00,0,0,,0,1,6
7,2001,2001-11-04,7,23.362,CHI,,CLE,W 27-21,*,31,96,3.10,1,10,6,71,11.83,0,60.0%,7.10,0,0,,0,1,6
8,2001,2001-11-11,8,24.004,CHI,,GNB,L 12-20,*,22,45,2.05,0,5,5,45,9.00,0,100.0%,9.00,0,0,,0,0,0
9,2001,2001-11-18,9,24.011,CHI,@,TAM,W 27-24,*,23,58,2.52,0,2,1,10,10.00,0,50.0%,5.00,0,0,,0,0,0
10,2001,2001-12-09,12,24.032,CHI,@,GNB,L 7-17,*,15,54,3.60,1,5,4,20,5.00,0,80.0%,4.00,0,0,,0,1,6
11,2001,2001-12-16,13,24.039,CHI,,TAM,W 27-3,*,31,173,5.58,1,1,1,5,5.00,0,100.0%,5.00,0,0,,0,1,6
12,2001,2001-12-23,14,24.046,CHI,@,WAS,W 20-15,*,24,82,3.42,0,1,1,-1,-1.00,0,100.0%,-1.00,0,0,,0,0,0
13,2001,2001-12-30,15,24.053,CHI,@,DET,W 24-0,*,25,76,3.04,0,0,0,0,,0,0.0%,,0,0,,0,0,0
14,2001,2002-01-06,16,24.060,CHI,,JAX,W 33-13,*,33,160,4.85,1,1,1,11,11.00,0,100.0%,11.00,0,0,,0,1,6
15,2002,2002-09-08,1,24.305,CHI,,MIN,W 27-23,*,19,45,2.37,1,5,4,22,5.50,0,80.0%,4.40,0,0,,0,1,6
16,2002,2002-09-15,2,24.312,CHI,@,ATL,W 14-13,*,26,84,3.23,1,2,2,26,13.00,0,100.0%,13.00,0,0,,0,1,6
17,2002,2002-09-22,3,24.319,CHI,,NOR,L 23-29,*,27,111,4.11,0,6,4,27,6.75,0,66.7%,4.50,0,0,,0,0,0
18,2002,2002-09-29,4,24.326,CHI,@,BUF,L 27-33,*,23,48,2.09,0,4,2,11,5.50,0,50.0%,2.75,0,0,,0,0,0
19,2002,2002-10-07,5,24.334,CHI,,GNB,L 21-34,*,15,45,3.00,0,7,1,2,2.00,0,14.3%,0.29,0,0,,0,0,0
20,2002,2002-10-20,6,24.347,CHI,@,DET,L 20-23,*,26,92,3.54,1,4,3,5,1.67,0,75.0%,1.25,0,0,,0,1,6
21,2002,2002-10-27,7,24.354,CHI,@,MIN,L 7-25,*,9,18,2.00,0,3,1,3,3.00,0,33.3%,1.00,0,0,,0,0,0
22,2002,2002-11-03,8,24.361,CHI,,PHI,L 13-19,*,16,52,3.25,1,6,4,52,13.00,0,66.7%,8.67,0,0,,0,1,6
23,2002,2002-11-10,9,25.003,CHI,,NWE,L 30-33,*,21,99,4.71,1,1,1,4,4.00,0,100.0%,4.00,0,0,,0,1,6
24,2002,2002-11-18,10,25.011,CHI,@,STL,L 16-21,*,14,61,4.36,1,1,0,0,,0,0.0%,0.00,0,0,,0,1,6
25,2002,2002-11-24,11,25.017,CHI,,DET,W 20-17,*,14,40,2.86,0,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0
26,2002,2002-12-01,12,25.024,CHI,@,GNB,L 20-30,*,4,26,6.50,0,1,1,0,0.00,0,100.0%,0.00,0,0,,0,0,0
27,2003,2003-09-07,1,25.304,CHI,@,SFO,L 7-49,*,6,15,2.50,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0
28,2003,2003-09-14,2,25.311,CHI,@,MIN,L 13-24,*,10,53,5.30,0,0,0,0,,0,0.0%,,0,0,,0,0,0
