ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1989,1989-09-25,3,23.128,CLE,@,CIN,L 14-21,,0,0,,0,,,,,,,,
2,1989,1989-10-01,4,23.134,CLE,,DEN,W 16-13,,1,5,5.00,0,,,0,0,,0,0,0
3,1989,1989-10-08,5,23.141,CLE,@,MIA,L 10-13,,0,0,,0,,,,,,,,
4,1989,1989-10-15,6,23.148,CLE,,PIT,L 7-17,,0,0,,0,,,,,,,,
5,1989,1989-10-23,7,23.156,CLE,,CHI,W 27-7,,0,0,,0,,,,,,,,
6,1989,1989-10-29,8,23.162,CLE,,HOU,W 28-17,,0,0,,0,,,,,,,,
7,1989,1989-11-05,9,23.169,CLE,@,TAM,W 42-31,,1,7,7.00,1,,,0,0,,0,1,6
8,1989,1989-11-12,10,23.176,CLE,@,SEA,W 17-7,,1,17,17.00,1,,,0,0,,0,1,6
9,1989,1989-11-19,11,23.183,CLE,,KAN,T 10-10,,1,11,11.00,0,,,0,0,,0,0,0
10,1989,1989-11-23,12,23.187,CLE,@,DET,L 10-13,,1,11,11.00,0,,,0,0,,0,0,0
11,1989,1989-12-03,13,23.197,CLE,,CIN,L 0-21,,0,0,,0,,,,,,,,
12,1989,1989-12-10,14,23.204,CLE,@,IND,L 17-23,,0,0,,0,,,,,,,,
13,1989,1989-12-17,15,23.211,CLE,,MIN,W 23-17,,1,19,19.00,0,,,0,0,,0,0,0
14,1989,1989-12-23,16,23.217,CLE,@,HOU,W 24-20,,0,0,,0,,,,,,,,
15,1992,1992-10-18,6,26.151,CLE,,GNB,W 17-6,1,1,18,18.00,0,100.0%,18.00,0,0,,0,0,0
16,1992,1992-10-25,7,26.158,CLE,@,NWE,W 19-17,9,2,71,35.50,0,22.2%,7.89,0,0,,0,0,0
17,1992,1992-11-01,8,26.165,CLE,@,CIN,L 10-30,7,2,65,32.50,0,28.6%,9.29,0,0,,0,0,0
18,1992,1992-11-08,9,26.172,CLE,@,HOU,W 24-14,5,2,29,14.50,0,40.0%,5.80,0,0,,0,0,0
19,1992,1992-11-15,10,26.179,CLE,,SDG,L 13-14,12,8,148,18.50,0,66.7%,12.33,0,0,,0,0,0
20,1992,1992-11-22,11,26.186,CLE,@,MIN,L 13-17,5,3,71,23.67,0,60.0%,14.20,0,0,,0,0,0
21,1992,1992-11-29,12,26.193,CLE,,CHI,W 27-14,5,2,29,14.50,0,40.0%,5.80,1,15,15.00,0,0,0
22,1992,1992-12-06,13,26.200,CLE,,CIN,W 37-21,4,2,17,8.50,0,50.0%,4.25,1,0,0.00,0,0,0
23,1992,1992-12-13,14,26.207,CLE,@,DET,L 14-24,2,1,30,30.00,0,50.0%,15.00,0,0,,0,0,0
24,1992,1992-12-20,15,26.214,CLE,,HOU,L 14-17,4,2,20,10.00,0,50.0%,5.00,0,0,,0,0,0
25,1992,1992-12-27,16,26.221,CLE,@,PIT,L 13-23,,0,0,,0,0.0%,,0,0,,0,0,
26,1993,1993-09-05,1,27.108,CLE,,CIN,W 27-14,1,0,0,,0,0.0%,0.00,,,,,,
27,1993,1993-09-19,3,27.122,CLE,@,RAI,W 19-16,5,3,45,15.00,1,60.0%,9.00,0,0,,0,1,6
28,1993,1993-09-26,4,27.129,CLE,@,IND,L 10-23,4,1,13,13.00,0,25.0%,3.25,0,0,,0,0,0
29,1993,1993-10-10,5,27.143,CLE,,MIA,L 14-24,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0
30,1993,1993-10-17,6,27.150,CLE,@,CIN,W 28-17,,0,0,,0,0.0%,,,,,,,
31,1993,1993-10-24,7,27.157,CLE,,PIT,W 28-23,1,0,0,,0,0.0%,0.00,,,,,,
32,1993,1993-11-07,8,27.171,CLE,,DEN,L 14-29,2,0,0,,0,0.0%,0.00,,,,,,
33,1995,1995-09-03,1,29.106,CAR,@,ATL,L 20-23,1,0,0,,0,0.0%,0.00,,,,,,
34,1995,1995-09-10,2,29.113,CAR,@,BUF,L 9-31,1,0,0,,0,0.0%,0.00,,,,,,
35,1995,1995-10-01,4,29.134,CAR,,TAM,L 13-20,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0
36,1995,1995-10-08,5,29.141,CAR,@,CHI,L 27-31,1,0,0,,0,0.0%,0.00,,,,,,
37,1995,1995-10-15,6,29.148,CAR,,NYJ,W 26-15,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0
