ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
20,1970,1970-10-25,6,24.292,PHI,@,GNB,L 17-30,1,9,9.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
21,1970,1970-11-01,7,24.299,PHI,@,DAL,L 17-21,3,35,11.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
22,1970,1970-11-08,8,24.306,PHI,,MIA,W 24-17,5,74,14.80,2,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,12
23,1970,1970-11-15,9,24.313,PHI,,ATL,T 13-13,2,20,10.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
24,1970,1970-11-23,10,24.321,PHI,,NYG,W 23-20,1,10,10.00,0,1,-5,-5.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
25,1970,1970-11-29,11,24.327,PHI,@,STL,L 14-23,6,58,9.67,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
26,1970,1970-12-06,12,24.334,PHI,@,BAL,L 10-29,,,,,,,,,,,,,,,,,,,,,,,,,
27,1970,1970-12-13,13,24.341,PHI,@,WAS,L 6-24,3,29,9.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
28,1970,1970-12-20,14,24.348,PHI,,PIT,W 30-20,6,92,15.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
29,1971,1971-09-19,1,25.256,PHI,@,CIN,L 14-37,3,46,15.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
30,1971,1971-09-26,2,25.263,PHI,,DAL,L 7-42,4,31,7.75,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
31,1971,1971-10-03,3,25.270,PHI,,SFO,L 3-31,1,5,5.00,0,1,18,18.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
32,1971,1971-10-10,4,25.277,PHI,,MIN,L 0-13,3,34,11.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
33,1971,1971-10-17,5,25.284,PHI,@,OAK,L 10-34,3,25,8.33,0,1,3,3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
34,1971,1971-10-24,6,25.291,PHI,,NYG,W 23-7,0,0,,0,1,5,5.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
35,1971,1971-10-31,7,25.298,PHI,,DEN,W 17-16,,,,,,,,,,,,,,,,,,,,,,,,,
36,1971,1971-11-07,8,25.305,PHI,@,WAS,T 7-7,2,47,23.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
37,1971,1971-11-14,9,25.312,PHI,@,DAL,L 7-20,8,81,10.13,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
38,1971,1971-11-21,10,25.319,PHI,@,STL,W 37-20,8,117,14.63,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
39,1971,1971-11-28,11,25.326,PHI,,WAS,L 13-20,1,11,11.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
40,1971,1971-12-05,12,25.333,PHI,@,DET,W 23-20,3,65,21.67,0,1,8,8.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
41,1971,1971-12-12,13,25.340,PHI,,STL,W 19-7,4,109,27.25,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
42,1971,1971-12-19,14,25.347,PHI,@,NYG,W 41-28,7,145,20.71,1,1,7,7.00,0,0,0,,0,0,0,,0,0,,,2,48,24.00,0,1,6
43,1972,1972-09-17,1,26.255,PHI,@,DAL,L 6-28,9,161,17.89,0,1,7,7.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
44,1972,1972-09-24,2,26.262,PHI,,CLE,L 17-27,7,131,18.71,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
45,1972,1972-10-02,3,26.270,PHI,,NYG,L 12-27,9,138,15.33,0,1,34,34.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
46,1972,1972-10-08,4,26.276,PHI,@,WAS,L 0-14,3,25,8.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
47,1972,1972-10-15,5,26.283,PHI,,RAM,L 3-34,5,90,18.00,0,1,-2,-2.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
48,1972,1972-10-22,6,26.290,PHI,@,KAN,W 21-20,3,93,31.00,2,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,12
49,1972,1972-10-29,7,26.297,PHI,@,NOR,L 3-21,5,48,9.60,0,1,10,10.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
50,1972,1972-11-05,8,26.304,PHI,,STL,T 6-6,1,13,13.00,0,2,-8,-4.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
51,1972,1972-11-12,9,26.311,PHI,@,HOU,W 18-17,3,56,18.67,0,1,15,15.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
52,1972,1972-11-19,10,26.318,PHI,,DAL,L 7-28,1,16,16.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
53,1972,1972-11-26,11,26.325,PHI,@,NYG,L 10-62,5,152,30.40,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
54,1972,1972-12-03,12,26.332,PHI,,WAS,L 7-23,2,21,10.50,0,1,14,14.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
55,1972,1972-12-10,13,26.339,PHI,,CHI,L 12-21,4,33,8.25,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
56,1972,1972-12-17,14,26.346,PHI,@,STL,L 23-24,5,71,14.20,0,1,6,6.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
57,1973,1973-09-16,1,27.253,RAM,@,KAN,W 23-13,2,22,11.00,0,1,-5,-5.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
58,1973,1973-09-23,2,27.260,RAM,,ATL,W 31-0,3,34,11.33,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
59,1973,1973-09-30,3,27.267,RAM,@,SFO,W 40-20,2,45,22.50,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
60,1973,1973-10-07,4,27.274,RAM,@,HOU,W 31-26,2,84,42.00,2,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,12
61,1973,1973-10-14,5,27.281,RAM,,DAL,W 37-31,7,238,34.00,4,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,4,24
62,1973,1973-10-21,6,27.288,RAM,,GNB,W 24-7,2,55,27.50,1,1,-3,-3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
63,1973,1973-10-28,7,27.295,RAM,@,MIN,L 9-10,2,31,15.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
64,1973,1973-11-04,8,27.302,RAM,@,ATL,L 13-15,3,66,22.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
65,1973,1973-11-11,9,27.309,RAM,,NOR,W 29-7,3,75,25.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
66,1973,1973-11-18,10,27.316,RAM,,SFO,W 31-13,4,117,29.25,3,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,18
67,1973,1973-11-25,11,27.323,RAM,@,NOR,W 24-13,1,10,10.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
68,1973,1973-12-02,12,27.330,RAM,@,CHI,W 26-0,2,10,5.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
69,1973,1973-12-10,13,27.338,RAM,,NYG,W 40-6,4,39,9.75,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
70,1973,1973-12-16,14,27.344,RAM,,CLE,W 30-17,3,48,16.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
71,1974,1974-09-15,1,28.252,RAM,@,DEN,W 17-10,1,13,13.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
72,1974,1974-09-22,2,28.259,RAM,,NOR,W 24-0,3,34,11.33,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
73,1974,1974-09-29,3,28.266,RAM,@,NWE,L 14-20,6,102,17.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
74,1974,1974-10-06,4,28.273,RAM,,DET,W 16-13,0,0,,0,1,4,4.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
75,1974,1974-10-13,5,28.280,RAM,@,GNB,L 6-17,4,50,12.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
76,1974,1974-10-20,6,28.287,RAM,,SFO,W 37-14,2,87,43.50,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
77,1974,1974-10-27,7,28.294,RAM,@,NYJ,W 20-13,1,17,17.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
78,1974,1974-11-04,8,28.302,RAM,@,SFO,W 15-13,4,48,12.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
79,1974,1974-11-10,9,28.308,RAM,,ATL,W 21-0,3,79,26.33,2,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,12
80,1974,1974-11-17,10,28.315,RAM,@,NOR,L 7-20,1,8,8.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
81,1974,1974-11-24,11,28.322,RAM,,MIN,W 20-17,2,20,10.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
82,1974,1974-12-01,12,28.329,RAM,@,ATL,W 30-7,,,,,,,,,,,,,,,,,,,,,,,,,
83,1974,1974-12-09,13,28.337,RAM,,WAS,L 17-23,3,56,18.67,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
84,1974,1974-12-15,14,28.343,RAM,,BUF,W 19-14,,,,,,,,,,,,,,,,,,,,,,,,,
85,1975,1975-09-21,1,29.258,RAM,@,DAL,L 7-18,1,20,20.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
86,1975,1975-09-28,2,29.265,RAM,@,SFO,W 23-14,5,109,21.80,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
87,1975,1975-10-05,3,29.272,RAM,,BAL,W 24-13,4,108,27.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
88,1975,1975-10-12,4,29.279,RAM,@,SDG,W 13-10,3,60,20.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
89,1975,1975-10-19,5,29.286,RAM,,ATL,W 22-7,2,41,20.50,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
90,1975,1975-10-26,6,29.293,RAM,,NOR,W 38-14,2,21,10.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
91,1975,1975-11-03,7,29.301,RAM,@,PHI,W 42-3,3,91,30.33,2,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,12
92,1975,1975-11-09,8,29.307,RAM,,SFO,L 23-24,5,45,9.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
93,1975,1975-11-16,9,29.314,RAM,@,ATL,W 16-7,3,33,11.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
94,1975,1975-11-23,10,29.321,RAM,,CHI,W 38-10,3,36,12.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
95,1975,1975-11-27,11,29.325,RAM,@,DET,W 20-0,5,106,21.20,2,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,12
96,1975,1975-12-07,12,29.335,RAM,@,NOR,W 14-7,4,64,16.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
97,1975,1975-12-14,13,29.342,RAM,,GNB,W 22-5,1,14,14.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
98,1975,1975-12-20,14,29.348,RAM,,PIT,W 10-3,2,38,19.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
99,1976,1976-09-12,1,30.250,RAM,@,ATL,W 30-14,3,54,18.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
100,1976,1976-09-19,2,30.257,RAM,@,MIN,T 10-10,2,29,14.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
101,1976,1976-09-26,3,30.264,RAM,,NYG,W 24-10,4,80,20.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
102,1976,1976-10-03,4,30.271,RAM,@,MIA,W 31-28,4,99,24.75,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
103,1976,1976-10-11,5,30.279,RAM,,SFO,L 0-16,2,36,18.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
104,1976,1976-10-17,6,30.285,RAM,,CHI,W 20-12,1,5,5.00,0,1,15,15.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
105,1976,1976-10-24,7,30.292,RAM,@,NOR,W 16-10,1,40,40.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
106,1976,1976-10-31,8,30.299,RAM,,SEA,W 45-6,5,85,17.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
107,1976,1976-11-08,9,30.307,RAM,@,CIN,L 12-20,5,75,15.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
108,1976,1976-11-14,10,30.313,RAM,,STL,L 28-30,4,107,26.75,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
109,1976,1976-11-21,11,30.320,RAM,@,SFO,W 23-3,,,,,,,,,,,,,,,,,,,,,,,,,
110,1976,1976-11-28,12,30.327,RAM,,NOR,W 33-14,4,67,16.75,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
111,1976,1976-12-04,13,30.333,RAM,,ATL,W 59-0,2,31,15.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
112,1976,1976-12-11,14,30.340,RAM,@,DET,W 20-17,2,43,21.50,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
113,1977,1977-09-18,1,31.255,RAM,@,ATL,L 6-17,3,45,15.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
114,1977,1977-09-25,2,31.262,RAM,,PHI,W 20-0,,,,,,,,,,,,,,,,,,,,,,,,,
115,1977,1977-10-02,3,31.269,RAM,,SFO,W 34-14,2,44,22.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
116,1977,1977-10-10,4,31.277,RAM,@,CHI,L 23-24,6,75,12.50,0,1,6,6.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
117,1977,1977-10-16,5,31.283,RAM,,NOR,W 14-7,4,57,14.25,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
118,1977,1977-10-24,6,31.291,RAM,,MIN,W 35-3,4,25,6.25,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
119,1977,1977-10-30,7,31.297,RAM,@,NOR,L 26-27,8,127,15.88,2,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,12
120,1977,1977-11-06,8,31.304,RAM,,TAM,W 31-0,3,67,22.33,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
121,1977,1977-11-13,9,31.311,RAM,@,GNB,W 24-6,4,48,12.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
122,1977,1977-11-20,10,31.318,RAM,@,SFO,W 23-10,1,24,24.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
123,1977,1977-11-27,11,31.325,RAM,@,CLE,W 9-0,5,44,8.80,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
124,1977,1977-12-04,12,31.332,RAM,,OAK,W 20-14,1,43,43.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
125,1977,1977-12-11,13,31.339,RAM,,ATL,W 23-7,7,67,9.57,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
126,1977,1977-12-17,14,31.345,RAM,@,WAS,L 14-17,,,,,,,,,,,,,,,,,,,,,,,,,
127,1978,1978-09-03,1,32.240,NWE,,WAS,L 14-16,7,124,17.71,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
128,1978,1978-09-10,2,32.247,NWE,@,STL,W 16-6,2,59,29.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
129,1978,1978-09-18,3,32.255,NWE,,BAL,L 27-34,1,34,34.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
130,1978,1978-09-24,4,32.261,NWE,@,OAK,W 21-14,,,,,,,,,,,,,,,,,,,,,,,,,
131,1978,1978-10-01,5,32.268,NWE,,SDG,W 28-23,4,106,26.50,2,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,12
132,1978,1978-10-08,6,32.275,NWE,,PHI,W 24-14,,,,,,,,,,,,,,,,,,,,,,,,,
133,1978,1978-10-15,7,32.282,NWE,@,CIN,W 10-3,2,44,22.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
134,1978,1978-10-22,8,32.289,NWE,,MIA,W 33-24,4,70,17.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
135,1978,1978-10-29,9,32.296,NWE,,NYJ,W 55-21,5,118,23.60,2,1,7,7.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,2,12
136,1978,1978-11-05,10,32.303,NWE,@,BUF,W 14-10,,,,,,,,,,,,,,,,,,,,,,,,,
137,1978,1978-11-12,11,32.310,NWE,,HOU,L 23-26,,,,,,,,,,,,,,,,,,,,,,,,,
138,1978,1978-11-19,12,32.317,NWE,@,NYJ,W 19-17,1,19,19.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
139,1978,1978-11-26,13,32.324,NWE,@,BAL,W 35-14,2,41,20.50,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
140,1978,1978-12-03,14,32.331,NWE,@,DAL,L 10-17,6,80,13.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
141,1978,1978-12-10,15,32.338,NWE,,BUF,W 26-24,1,8,8.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
142,1978,1978-12-18,16,32.346,NWE,@,MIA,L 3-23,2,40,20.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
143,1979,1979-09-03,1,33.240,NWE,,PIT,L 13-16,1,9,9.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
144,1979,1979-09-09,2,33.246,NWE,,NYJ,W 56-3,3,121,40.33,3,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,3,18
145,1979,1979-09-16,3,33.253,NWE,@,CIN,W 20-14,2,76,38.00,0,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
146,1979,1979-09-23,4,33.260,NWE,,SDG,W 27-21,2,33,16.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
147,1979,1979-10-01,5,33.268,NWE,@,GNB,L 14-27,,,,,,,,,,,,,,,,,,,,,,,,,
148,1979,1979-10-07,6,33.274,NWE,,DET,W 24-17,3,59,19.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
149,1979,1979-10-14,7,33.281,NWE,@,CHI,W 27-7,4,65,16.25,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
150,1979,1979-10-21,8,33.288,NWE,,MIA,W 28-13,1,35,35.00,0,1,12,12.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
151,1979,1979-10-28,9,33.295,NWE,@,BAL,L 26-31,4,92,23.00,0,1,6,6.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
152,1979,1979-11-04,10,33.302,NWE,@,BUF,W 26-6,4,69,17.25,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
153,1979,1979-11-11,11,33.309,NWE,@,DEN,L 10-45,1,17,17.00,0,1,-6,-6.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
154,1979,1979-11-18,12,33.316,NWE,,BAL,W 50-21,3,50,16.67,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
155,1979,1979-11-25,13,33.323,NWE,,BUF,L 13-16,4,87,21.75,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
156,1979,1979-11-29,14,33.327,NWE,@,MIA,L 24-39,5,105,21.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
157,1979,1979-12-09,15,33.337,NWE,@,NYJ,L 26-27,3,48,16.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
158,1979,1979-12-16,16,33.344,NWE,,MIN,W 27-23,5,147,29.40,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
159,1980,1980-09-07,1,34.245,NWE,,CLE,W 34-17,4,77,19.25,1,1,8,8.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
160,1980,1980-09-14,2,34.252,NWE,,ATL,L 21-37,3,39,13.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
161,1980,1980-09-21,3,34.259,NWE,@,SEA,W 37-31,2,56,28.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
162,1980,1980-09-29,4,34.267,NWE,,DEN,W 23-14,2,24,12.00,0,1,16,16.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
163,1980,1980-10-05,5,34.273,NWE,@,NYJ,W 21-11,2,73,36.50,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
164,1980,1980-10-12,6,34.280,NWE,,MIA,W 34-0,4,92,23.00,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
165,1980,1980-10-19,7,34.287,NWE,@,BAL,W 37-21,6,127,21.17,1,1,7,7.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
166,1980,1980-10-26,8,34.294,NWE,@,BUF,L 13-31,1,20,20.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
167,1980,1980-11-02,9,34.301,NWE,,NYJ,W 34-21,1,7,7.00,0,0,0,,0,1,1,100.00,23,0,0,118.7,0,0,23.00,23.00,0,0,,0,0,0
168,1980,1980-11-10,10,34.309,NWE,@,HOU,L 34-38,4,93,23.25,1,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,1,6
169,1980,1980-11-16,11,34.315,NWE,,RAM,L 14-17,1,19,19.00,0,1,2,2.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
170,1980,1980-11-23,12,34.322,NWE,,BAL,W 47-21,1,32,32.00,0,1,4,4.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0
171,1980,1980-11-30,13,34.329,NWE,@,SFO,L 17-21,,,,,,,,,,,,,,,,,,,,,,,,,
172,1980,1980-12-08,14,34.337,NWE,@,MIA,L 13-16,1,17,17.00,0,0,0,,0,1,1,100.00,12,0,0,116.7,0,0,12.00,12.00,0,0,,0,0,0
