ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1970,1970-09-20,1,23.290,SFO,,WAS,W 26-17,,,,,,,,,
2,1970,1970-09-27,2,23.297,SFO,,CLE,W 34-31,,,,,,,,,
3,1970,1970-10-04,3,23.304,SFO,@,ATL,L 20-21,,,,,,,,,
4,1970,1970-10-11,4,23.311,SFO,@,RAM,W 20-6,0,0,,0,0,0,1,18,0
5,1970,1970-10-18,5,23.318,SFO,,NOR,T 20-20,,,,,,,,,
6,1970,1970-10-25,6,23.325,SFO,,DEN,W 19-14,0,0,,0,0,0,1,0,0
7,1970,1970-11-01,7,23.332,SFO,,GNB,W 26-10,,,,,,,,,
8,1970,1970-11-08,8,23.339,SFO,@,CHI,W 37-16,0,0,,0,0,0,1,0,0
9,1970,1970-11-15,9,23.346,SFO,@,HOU,W 30-20,,,,,,,,,
10,1970,1970-11-22,10,23.353,SFO,@,DET,L 7-28,,,,,,,,,
11,1970,1970-11-29,11,23.360,SFO,,RAM,L 13-30,,,,,,,,,
12,1970,1970-12-06,12,24.002,SFO,,ATL,W 24-20,,,,,,,,,
13,1971,1971-09-19,1,24.289,SFO,@,ATL,L 17-20,,,,,,,,,
14,1971,1971-09-26,2,24.296,SFO,@,NOR,W 38-20,,,,,,,,,
15,1971,1971-10-03,3,24.303,SFO,@,PHI,W 31-3,,,,,,,,,
16,1971,1971-10-10,4,24.310,SFO,,RAM,L 13-20,,,,,,,,,
17,1971,1971-10-17,5,24.317,SFO,,CHI,W 13-0,,,,,,,,,
18,1971,1971-10-24,6,24.324,SFO,@,STL,W 26-14,,,,,,,,,
19,1971,1971-10-31,7,24.331,SFO,,NWE,W 27-10,1,0,0.00,0,0,0,0,0,0
20,1971,1971-11-07,8,24.338,SFO,@,MIN,W 13-9,,,,,,,,,
21,1971,1971-11-14,9,24.345,SFO,,NOR,L 20-26,,,,,,,,,
22,1971,1971-11-21,10,24.352,SFO,@,RAM,L 6-17,,,,,,,,,
23,1971,1971-11-28,11,24.359,SFO,@,NYJ,W 24-21,,,,,,,,,
24,1971,1971-12-06,12,25.002,SFO,,KAN,L 17-26,,,,,,,,,
25,1971,1971-12-12,13,25.008,SFO,,ATL,W 24-3,0,0,,0,0,0,1,10,0
26,1971,1971-12-19,14,25.015,SFO,,DET,W 31-27,,,,,,,,,
27,1972,1972-09-17,1,25.288,SFO,,SDG,W 34-3,,,,,,,,,
28,1972,1972-09-24,2,25.295,SFO,@,BUF,L 20-27,,,,,,,,,
29,1972,1972-10-01,3,25.302,SFO,@,NOR,W 37-2,,,,,,,,,
30,1972,1972-10-08,4,25.309,SFO,@,RAM,L 7-31,,,,,,,,,
31,1972,1972-10-15,5,25.316,SFO,,NYG,L 17-23,,,,,,,,,
32,1972,1972-10-22,6,25.323,SFO,,NOR,T 20-20,,,,,,,,,
33,1972,1972-10-29,7,25.330,SFO,@,ATL,W 49-14,0,0,,0,1,6,1,37,1
34,1972,1972-11-05,8,25.337,SFO,@,GNB,L 24-34,,,,,,,,,
35,1972,1972-11-12,9,25.344,SFO,,BAL,W 24-21,,,,,,,,,
36,1972,1972-11-19,10,25.351,SFO,@,CHI,W 34-21,,,,,,,,,
37,1972,1972-11-23,11,25.355,SFO,@,DAL,W 31-10,0,0,,0,1,6,1,21,1
38,1972,1972-12-04,12,26.000,SFO,,RAM,L 16-26,,,,,,,,,
39,1972,1972-12-10,13,26.006,SFO,,ATL,W 20-0,,,,,,,,,
40,1972,1972-12-16,14,26.012,SFO,,MIN,W 20-17,,,,,,,,,
41,1973,1973-09-16,1,26.286,SFO,@,MIA,L 13-21,,,,,,,,,
42,1973,1973-09-23,2,26.293,SFO,@,DEN,W 36-34,0,0,,0,0,0,1,7,0
43,1973,1973-09-30,3,26.300,SFO,,RAM,L 20-40,,,,,,,,,
44,1973,1973-11-11,9,26.342,SFO,@,WAS,L 9-33,,,,,,,,,
45,1973,1973-11-18,10,26.349,SFO,@,RAM,L 13-31,,,,,,,,,
46,1973,1973-11-26,11,26.357,SFO,,GNB,W 20-6,,,,,,,,,
47,1973,1973-12-02,12,26.363,SFO,,PHI,W 38-28,,,,,,,,,
48,1973,1973-12-09,13,27.005,SFO,@,NOR,L 10-16,,,,,,,,,
49,1973,1973-12-15,14,27.011,SFO,,PIT,L 14-37,,,,,,,,,
50,1974,1974-09-15,1,27.285,SFO,@,NOR,W 17-13,0,0,,0,0,0,1,4,0
51,1974,1974-09-22,2,27.292,SFO,@,ATL,W 16-10,0,0,,0,0,0,1,18,0
52,1974,1974-09-29,3,27.299,SFO,,CIN,L 3-21,,,,,,,,,
53,1974,1974-10-06,4,27.306,SFO,,STL,L 9-34,,,,,,,,,
54,1974,1974-10-14,5,27.314,SFO,@,DET,L 13-17,,,,,,,,,
55,1974,1974-10-20,6,27.320,SFO,@,RAM,L 14-37,,,,,,,,,
56,1974,1974-10-27,7,27.327,SFO,,OAK,L 24-35,,,,,,,,,
57,1974,1974-11-04,8,27.335,SFO,,RAM,L 13-15,,,,,,,,,
58,1974,1974-11-10,9,27.341,SFO,@,DAL,L 14-20,,,,,,,,,
59,1974,1974-11-17,10,27.348,SFO,@,CHI,W 34-0,,,,,,,,,
60,1974,1974-11-24,11,27.355,SFO,,ATL,W 27-0,,,,,,,,,
61,1974,1974-12-01,12,27.362,SFO,@,CLE,L 0-7,,,,,,,,,
62,1974,1974-12-08,13,28.004,SFO,,GNB,W 7-6,,,,,,,,,
63,1974,1974-12-15,14,28.011,SFO,,NOR,W 35-21,,,,,,,,,
64,1975,1975-09-21,1,28.291,SFO,@,MIN,L 17-27,,,,,,,,,
65,1975,1975-09-28,2,28.298,SFO,,RAM,L 14-23,,,,,,,,,
66,1975,1975-10-05,3,28.305,SFO,@,KAN,W 20-3,,,,,,,,,
67,1975,1975-10-12,4,28.312,SFO,,ATL,L 3-17,,,,,,,,,
68,1975,1975-10-19,5,28.319,SFO,,NOR,W 35-21,,,,,,,,,
69,1975,1975-10-26,6,28.326,SFO,@,NWE,L 16-24,,,,,,,,,
70,1975,1975-11-02,7,28.333,SFO,,DET,L 17-28,,,,,,,,,
71,1975,1975-11-09,8,28.340,SFO,@,RAM,W 24-23,0,0,,0,0,0,1,15,0
72,1975,1975-11-16,9,28.347,SFO,,CHI,W 31-3,,,,,,,,,
73,1975,1975-11-23,10,28.354,SFO,@,NOR,W 16-6,0,0,,0,0,0,1,21,0
74,1975,1975-11-30,11,28.361,SFO,@,PHI,L 17-27,,,,,,,,,
75,1975,1975-12-07,12,29.003,SFO,,HOU,L 13-27,,,,,,,,,
76,1975,1975-12-14,13,29.010,SFO,@,ATL,L 9-31,,,,,,,,,
77,1975,1975-12-21,14,29.017,SFO,,NYG,L 23-26,,,,,,,,,
78,1976,1976-09-12,1,29.283,SFO,@,GNB,W 26-14,,,,,,,,,
79,1976,1976-09-19,2,29.290,SFO,,CHI,L 12-19,,,,,,,,,
80,1976,1976-09-26,3,29.297,SFO,@,SEA,W 37-21,0,0,,0,0,0,1,0,0
81,1976,1976-10-03,4,29.304,SFO,,NYJ,W 17-6,,,,,,,,,
82,1976,1976-10-11,5,29.312,SFO,@,RAM,W 16-0,,,,,,,,,
83,1976,1976-10-17,6,29.318,SFO,,NOR,W 33-3,,,,,,,,,
84,1976,1976-10-23,7,29.324,SFO,,ATL,W 15-0,,,,,,,,,
85,1976,1976-10-31,8,29.332,SFO,@,STL,L 20-23,,,,,,,,,
86,1976,1976-11-07,9,29.339,SFO,,WAS,L 21-24,0,0,,0,0,0,1,8,0
87,1976,1976-11-14,10,29.346,SFO,@,ATL,L 16-21,,,,,,,,,
88,1976,1976-11-21,11,29.353,SFO,,RAM,L 3-23,,,,,,,,,
