ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,2004,2004-09-12,1,22.268,DEN,,KAN,W 34-24,,2,1,22,22.00,0,50.0%,11.00,0,0,,0,0,0
2,2004,2004-09-19,2,22.275,DEN,@,JAX,L 6-7,,4,1,11,11.00,0,25.0%,2.75,0,0,,0,0,0
3,2004,2004-09-26,3,22.282,DEN,,SDG,W 23-13,,4,4,42,10.50,0,100.0%,10.50,0,0,,0,0,0
4,2004,2004-10-03,4,22.289,DEN,@,TAM,W 16-13,,3,2,20,10.00,0,66.7%,6.67,1,7,7.00,0,0,0
5,2004,2004-10-10,5,22.296,DEN,,CAR,W 20-17,*,3,1,14,14.00,0,33.3%,4.67,1,4,4.00,0,0,0
6,2004,2004-10-17,6,22.303,DEN,@,OAK,W 31-3,,1,1,28,28.00,0,100.0%,28.00,0,0,,0,0,0
7,2004,2004-10-25,7,22.311,DEN,@,CIN,L 10-23,,5,4,36,9.00,0,80.0%,7.20,1,10,10.00,0,0,0
8,2004,2004-10-31,8,22.317,DEN,,ATL,L 28-41,,11,7,86,12.29,1,63.6%,7.82,1,8,8.00,0,1,6
9,2004,2004-11-07,9,22.324,DEN,,HOU,W 31-13,,2,1,5,5.00,0,50.0%,2.50,1,4,4.00,0,0,0
10,2004,2004-11-21,10,22.338,DEN,@,NOR,W 34-13,,3,1,12,12.00,0,33.3%,4.00,0,0,,0,0,0
11,2004,2004-11-28,11,22.345,DEN,,OAK,L 24-25,*,4,2,27,13.50,0,50.0%,6.75,0,0,,0,0,0
12,2004,2004-12-05,12,22.352,DEN,@,SDG,L 17-20,,4,2,23,11.50,0,50.0%,5.75,0,0,,0,0,0
13,2004,2004-12-12,13,22.359,DEN,,MIA,W 20-17,,2,1,16,16.00,0,50.0%,8.00,0,0,,0,0,0
14,2004,2004-12-19,14,23.000,DEN,@,KAN,L 17-45,,1,1,14,14.00,0,100.0%,14.00,0,0,,0,0,0
15,2004,2004-12-25,15,23.006,DEN,@,TEN,W 37-16,,3,2,29,14.50,0,66.7%,9.67,0,0,,0,0,0
16,2004,2005-01-02,16,23.014,DEN,,IND,W 33-14,,1,,,,,0.0%,,,,,,,
17,2005,2005-09-11,1,23.266,DEN,@,MIA,L 10-34,,,0,0,,0,0.0%,,0,0,,0,0,0
18,2005,2005-09-18,2,23.273,DEN,,SDG,W 20-17,,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0
19,2005,2005-09-26,3,23.281,DEN,,KAN,W 30-10,,3,1,12,12.00,0,33.3%,4.00,0,0,,0,0,0
20,2005,2005-10-02,4,23.287,DEN,@,JAX,W 20-7,,,0,0,,0,0.0%,,0,0,,0,0,0
21,2005,2005-10-09,5,23.294,DEN,,WAS,W 21-19,,,0,0,,0,0.0%,,0,0,,0,0,0
22,2005,2005-10-16,6,23.301,DEN,,NWE,W 28-20,,,0,0,,0,0.0%,,0,0,,0,0,0
23,2005,2005-11-24,11,23.340,DEN,@,DAL,W 24-21,,,0,0,,0,0.0%,,0,0,,0,0,0
