ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1959,1959-10-25,5,22.185,CLE,,WAS,W 34-7,2,7,3.50,0
2,1959,1959-11-15,8,22.206,CLE,@,WAS,W 31-17,1,6,6.00,0
