ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1993,1993-09-06,1,24.299,DAL,@,WAS,L 16-35,,0,0,,0,0,0,,0,0,0,,,,,,3,113,37.67,0
2,1993,1993-09-12,2,24.305,DAL,,BUF,L 10-13,,0,0,,0,0,0,,0,0,0,,,,,,5,219,43.80,0
3,1993,1993-09-19,3,24.312,DAL,@,PHO,W 17-10,,0,0,,0,0,0,,0,0,0,,,,,,3,121,40.33,0
4,1993,1993-10-03,4,24.326,DAL,,GNB,W 36-14,,0,0,,0,0,0,,0,0,0,,,,,,1,53,53.00,0
5,1993,1993-10-10,5,24.333,DAL,@,IND,W 27-3,,0,0,,0,0,0,,0,0,0,,,,,,4,186,46.50,0
6,1993,1993-10-17,6,24.340,DAL,,SFO,W 26-17,,0,0,,0,0,0,,0,0,0,,,,,,2,96,48.00,0
7,1993,1993-10-31,7,24.354,DAL,@,PHI,W 23-10,,0,0,,0,0,0,,0,0,0,,,,,,3,108,36.00,0
8,1993,1993-11-07,8,24.361,DAL,,NYG,W 31-9,,0,0,,0,0,0,,0,0,0,,,,,,3,151,50.33,0
9,1993,1993-11-14,9,25.003,DAL,,PHO,W 20-15,,0,0,,0,0,0,,0,0,0,,,,,,5,196,39.20,0
10,1993,1993-11-21,10,25.010,DAL,@,ATL,L 14-27,,0,0,,0,0,0,,0,0,0,,,,,,6,297,49.50,0
11,1993,1993-11-25,11,25.014,DAL,,MIA,L 14-16,,0,0,,0,0,0,,0,0,0,,,,,,6,193,32.17,0
12,1993,1993-12-06,12,25.025,DAL,,PHI,W 23-17,,0,0,,0,0,0,,0,0,0,,,,,,4,180,45.00,0
13,1993,1993-12-12,13,25.031,DAL,@,MIN,W 37-20,,0,0,,0,0,0,,0,0,0,,,,,,1,43,43.00,0
14,1993,1993-12-18,14,25.037,DAL,@,NYJ,W 28-7,,0,0,,0,0,0,,0,0,0,,,,,,3,104,34.67,0
15,1993,1993-12-26,15,25.045,DAL,,WAS,W 38-3,,0,0,,0,0,0,,0,0,0,,,,,,2,102,51.00,0
16,1993,1994-01-02,16,25.052,DAL,@,NYG,W 16-13,,0,0,,0,0,0,,0,0,0,,,,,,5,180,36.00,0
17,1994,1994-09-04,1,25.297,DAL,@,PIT,W 26-9,,0,0,,0,0,0,,0,0,0,,,,,,1,35,35.00,0
18,1994,1994-09-11,2,25.304,DAL,,HOU,W 20-17,,0,0,,0,0,0,,0,0,0,,,,,,7,303,43.29,0
19,1994,1994-09-19,3,25.312,DAL,,DET,L 17-20,,0,0,,0,0,0,,0,0,0,,,,,,4,188,47.00,0
20,1994,1994-10-02,4,25.325,DAL,@,WAS,W 34-7,,0,0,,0,0,0,,0,0,0,,,,,,4,170,42.50,0
21,1994,1994-10-09,5,25.332,DAL,,ARI,W 38-3,,0,0,,0,0,0,,0,0,0,,,,,,5,199,39.80,0
22,1994,1994-10-16,6,25.339,DAL,,PHI,W 24-13,,0,0,,0,0,0,,0,0,0,,,,,,5,201,40.20,0
23,1994,1994-10-23,7,25.346,DAL,@,ARI,W 28-21,,0,0,,0,0,0,,0,0,0,,,,,,5,214,42.80,0
24,1994,1994-10-30,8,25.353,DAL,@,CIN,W 23-20,,0,0,,0,0,0,,0,0,0,,,,,,3,133,44.33,0
25,1994,1994-11-07,9,25.361,DAL,,NYG,W 38-10,,0,0,,0,0,0,,0,0,0,,,,,,3,109,36.33,0
26,1994,1994-11-13,10,26.002,DAL,@,SFO,L 14-21,,0,0,,0,0,0,,0,0,0,,,,,,6,254,42.33,0
27,1994,1994-11-20,11,26.009,DAL,,WAS,W 31-7,,0,0,,0,0,0,,0,0,0,,,,,,8,320,40.00,0
28,1994,1994-11-24,12,26.013,DAL,,GNB,W 42-31,,0,0,,0,0,0,,0,0,0,,,,,,4,176,44.00,0
29,1994,1994-12-04,13,26.023,DAL,@,PHI,W 31-19,,0,0,,0,0,0,,0,0,0,,,,,,5,246,49.20,0
30,1994,1994-12-10,14,26.029,DAL,,CLE,L 14-19,,0,0,,0,0,0,,0,0,0,,,,,,4,141,35.25,0
31,1994,1994-12-19,15,26.038,DAL,@,NOR,W 24-16,,0,0,,0,0,0,,0,0,0,,,,,,2,92,46.00,0
32,1994,1994-12-24,16,26.043,DAL,@,NYG,L 10-15,,0,0,,0,0,0,,0,0,0,,,,,,4,154,38.50,0
33,1995,1995-09-04,1,26.297,DAL,@,NYG,W 35-0,,0,0,,0,0,0,,0,0,0,,,,,,3,124,41.33,0
34,1995,1995-09-10,2,26.303,DAL,,DEN,W 31-21,,0,0,,0,0,0,,0,0,0,,,,,,3,103,34.33,0
35,1995,1995-09-17,3,26.310,DAL,@,MIN,W 23-17,,0,0,,0,0,0,,0,0,0,,,,,,5,214,42.80,0
36,1995,1995-09-24,4,26.317,DAL,,ARI,W 34-20,,0,0,,0,0,0,,0,0,0,,,,,,3,92,30.67,0
37,1995,1995-10-01,5,26.324,DAL,@,WAS,L 23-27,,0,0,,0,0,0,,0,0,0,,,,,,3,149,49.67,0
38,1995,1995-10-08,6,26.331,DAL,,GNB,W 34-24,,0,0,,0,0,0,,0,0,0,,,,,,4,206,51.50,0
39,1995,1995-10-15,7,26.338,DAL,@,SDG,W 23-9,,0,0,,0,0,0,,0,0,0,,,,,,5,197,39.40,0
40,1995,1995-10-29,8,26.352,DAL,@,ATL,W 28-13,,0,0,,0,0,0,,0,0,0,,,,,,1,46,46.00,0
41,1995,1995-11-06,9,26.360,DAL,,PHI,W 34-12,,0,0,,0,0,0,,0,0,0,,,,,,3,88,29.33,0
42,1995,1995-11-12,10,27.001,DAL,,SFO,L 20-38,,0,0,,0,0,0,,0,0,0,,,,,,3,142,47.33,0
43,1995,1995-11-19,11,27.008,DAL,@,OAK,W 34-21,,0,0,,0,0,0,,0,0,0,,,,,,3,130,43.33,0
44,1995,1995-11-23,12,27.012,DAL,,KAN,W 24-12,,0,0,,0,0,0,,0,0,0,,,,,,1,40,40.00,0
45,1995,1995-12-03,13,27.022,DAL,,WAS,L 17-24,,0,0,,0,0,0,,0,0,0,,,,,,6,242,40.33,0
46,1995,1995-12-10,14,27.029,DAL,@,PHI,L 17-20,,0,0,,0,0,0,,0,0,0,,,,,,6,236,39.33,0
47,1995,1995-12-17,15,27.036,DAL,,NYG,W 21-20,,0,0,,0,0,0,,0,0,0,,,,,,2,100,50.00,0
48,1995,1995-12-25,16,27.044,DAL,@,ARI,W 37-13,,0,0,,0,0,0,,0,0,0,,,,,,2,57,28.50,0
49,1996,1996-09-02,1,27.296,DAL,@,CHI,L 6-22,,0,0,,0,0,0,,0,0,0,,,,,,4,149,37.25,0
50,1996,1996-09-08,2,27.302,DAL,,NYG,W 27-0,,0,0,,0,0,0,,0,0,0,,,,,,5,181,36.20,0
51,1996,1996-09-15,3,27.309,DAL,,IND,L 24-25,,0,0,,0,0,0,,0,0,0,,,,,,3,114,38.00,0
52,1996,1996-09-22,4,27.316,DAL,@,BUF,L 7-10,,0,0,,0,0,0,,0,0,0,,,,,,6,277,46.17,0
53,1996,1996-09-30,5,27.324,DAL,@,PHI,W 23-19,,1,-23,-23.00,0,0,0,,0,0,0,,,,,,4,159,39.75,0
54,1996,1996-10-13,6,27.337,DAL,,ARI,W 17-3,,0,0,,0,0,0,,0,0,0,,,,,,5,199,39.80,0
55,1996,1996-10-20,7,27.344,DAL,,ATL,W 32-28,,0,0,,0,0,0,,0,0,0,,,,,,3,125,41.67,0
56,1996,1996-10-27,8,27.351,DAL,@,MIA,W 29-10,,0,0,,0,0,0,,0,0,0,,,,,,4,180,45.00,0
57,1996,1996-11-03,9,27.358,DAL,,PHI,L 21-31,,0,0,,0,0,0,,0,0,0,,,,,,2,104,52.00,0
58,1996,1996-11-10,10,27.365,DAL,@,SFO,W 20-17,,0,0,,0,0,0,,0,0,0,,,,,,7,327,46.71,0
59,1996,1996-11-18,11,28.007,DAL,,GNB,W 21-6,,0,0,,0,0,0,,0,0,0,,,,,,4,180,45.00,0
60,1996,1996-11-24,12,28.013,DAL,@,NYG,L 6-20,,0,0,,0,0,0,,0,0,0,,,,,,4,154,38.50,0
61,1996,1996-11-28,13,28.017,DAL,,WAS,W 21-10,,0,0,,0,0,0,,0,0,0,,,,,,7,304,43.43,0
62,1996,1996-12-08,14,28.027,DAL,@,ARI,W 10-6,,0,0,,0,0,0,,0,0,0,,,,,,6,266,44.33,0
63,1996,1996-12-15,15,28.034,DAL,,NWE,W 12-6,,0,0,,0,0,0,,0,0,0,,,,,,4,183,45.75,0
64,1996,1996-12-22,16,28.041,DAL,@,WAS,L 10-37,,0,0,,0,0,0,,0,0,0,,,,,,6,248,41.33,0
65,1997,1997-08-31,1,28.293,DET,,ATL,W 28-17,,0,0,,0,0,0,,0,0,0,,,,,,8,355,44.38,0
66,1997,1997-09-07,2,28.300,DET,,TAM,L 17-24,,0,0,,0,0,0,,0,0,0,,,,,,7,349,49.86,1
67,1997,1997-09-14,3,28.307,DET,@,CHI,W 32-7,,0,0,,0,0,0,,0,0,0,,,,,,3,136,45.33,0
68,1997,1997-09-21,4,28.314,DET,@,NOR,L 17-35,,0,0,,0,0,0,,0,0,0,,,,,,3,102,34.00,0
69,1997,1997-09-28,5,28.321,DET,,GNB,W 26-15,,0,0,,0,0,0,,0,0,0,,,,,,4,202,50.50,0
70,1997,1997-10-05,6,28.328,DET,@,BUF,L 13-22,,0,0,,0,0,0,,0,0,0,,,,,,5,226,45.20,1
71,1997,1997-10-12,7,28.335,DET,@,TAM,W 27-9,,0,0,,0,0,0,,0,0,0,,,,,,5,219,43.80,0
72,1997,1997-10-19,8,28.342,DET,,NYG,L 20-26,,0,0,,0,0,0,,0,0,0,,,,,,6,265,44.17,0
73,1997,1997-11-02,9,28.356,DET,@,GNB,L 10-20,,0,0,,0,0,0,,0,0,0,,,,,,8,303,37.88,0
74,1997,1997-11-09,10,28.363,DET,@,WAS,L 7-30,,0,0,,0,0,0,,0,0,0,,,,,,8,362,45.25,0
75,1997,1997-11-16,11,29.005,DET,,MIN,W 38-15,,0,0,,0,0,0,,0,0,0,,,,,,4,158,39.50,0
76,1997,1997-11-23,12,29.012,DET,,IND,W 32-10,,0,0,,0,0,0,,0,0,0,,,,,,5,202,40.40,0
77,1997,1997-11-27,13,29.016,DET,,CHI,W 55-20,,0,0,,0,0,0,,0,0,0,,,,,,3,123,41.00,0
78,1997,1997-12-07,14,29.026,DET,@,MIA,L 30-33,,0,0,,0,0,0,,0,0,0,,,,,,2,72,36.00,0
79,1997,1997-12-14,15,29.033,DET,@,MIN,W 14-13,,0,0,,0,0,0,,0,0,0,,,,,,5,175,35.00,0
80,1997,1997-12-21,16,29.040,DET,,NYJ,W 13-10,,0,0,,0,0,0,,0,0,0,,,,,,8,327,40.88,0
81,1998,1998-09-06,1,29.299,DET,@,GNB,L 19-38,,0,0,,0,0,0,,0,0,0,,0,0,,,3,142,47.33,0
82,1998,1998-09-13,2,29.306,DET,,CIN,L 28-34,,0,0,,0,0,0,,0,0,0,,0,0,,,7,326,46.57,0
83,1998,1998-09-20,3,29.313,DET,@,MIN,L 6-29,,0,0,,0,0,0,,0,0,0,,0,0,,,4,172,43.00,0
84,1998,1998-09-28,4,29.321,DET,,TAM,W 27-6,,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,3,109,36.33,0
85,1998,1998-10-25,7,29.348,DET,,MIN,L 13-34,,0,0,,0,0,0,,0,0,0,,0,0,,,8,360,45.00,0
86,1998,1998-11-01,8,29.355,DET,,ARI,L 15-17,,0,0,,0,0,0,,0,0,0,,0,0,,,3,130,43.33,0
87,1998,1998-11-08,9,29.362,DET,@,PHI,L 9-10,,0,0,,0,0,0,,0,0,0,,0,0,,,8,376,47.00,0
88,1998,1998-11-15,10,30.004,DET,,CHI,W 26-3,,0,0,,0,0,0,,0,0,0,,0,0,,,2,110,55.00,0
89,1998,1998-11-22,11,30.011,DET,@,TAM,W 28-25,,0,0,,0,0,0,,0,0,0,,0,0,,,6,258,43.00,0
90,1998,1998-11-26,12,30.015,DET,,PIT,W 19-16,,0,0,,0,0,0,,0,0,0,,0,0,,,4,177,44.25,0
91,1998,1998-12-06,13,30.025,DET,@,JAX,L 22-37,,0,0,,0,0,0,,0,0,0,,0,0,,,3,118,39.33,0
92,1998,1998-12-14,14,30.033,DET,@,SFO,L 13-35,,0,0,,0,0,0,,0,0,0,,0,0,,,4,136,34.00,0
93,1998,1998-12-20,15,30.039,DET,,ATL,L 17-24,,0,0,,0,0,0,,0,0,0,,0,0,,,5,204,40.80,0
94,1998,1998-12-27,16,30.046,DET,@,BAL,L 10-19,,0,0,,0,0,0,,0,0,0,,0,0,,,6,274,45.67,0
95,1999,1999-09-12,1,30.305,DET,@,SEA,W 28-20,,0,0,,0,0,0,,0,0,0,,0,,,,7,278,39.71,0
96,1999,1999-09-19,2,30.312,DET,,GNB,W 23-15,,1,0,0.00,0,0,0,,0,0,0,,0,,,,5,206,41.20,0
97,1999,1999-09-26,3,30.319,DET,@,KAN,L 21-31,,0,0,,0,0,0,,0,0,0,,0,,,,8,406,50.75,0
98,1999,1999-10-10,4,30.333,DET,,SDG,L 10-20,,0,0,,0,0,0,,0,0,0,,0,,,,5,191,38.20,0
99,1999,1999-10-17,5,30.340,DET,,MIN,W 25-23,,1,-8,-8.00,0,0,0,,0,0,0,,0,,,,2,77,38.50,0
100,1999,1999-10-24,6,30.347,DET,@,CAR,W 24-9,,0,0,,0,0,0,,0,0,0,,0,,,,3,114,38.00,0
101,1999,1999-10-31,7,30.354,DET,,TAM,W 20-3,,0,0,,0,0,0,,0,0,0,,0,,,,6,239,39.83,0
102,1999,1999-11-07,8,30.361,DET,,STL,W 31-27,,0,0,,0,0,0,,0,0,0,,0,,,,6,246,41.00,0
103,1999,1999-11-14,9,31.003,DET,@,ARI,L 19-23,,0,0,,0,0,0,,0,0,0,,0,,,,7,305,43.57,0
104,1999,1999-11-21,10,31.010,DET,@,GNB,L 17-26,,0,0,,0,0,0,,0,0,0,,0,,,,5,227,45.40,0
105,1999,1999-11-25,11,31.014,DET,,CHI,W 21-17,,0,0,,0,0,0,,0,0,0,,0,,,,7,271,38.71,0
106,1999,1999-12-05,12,31.024,DET,,WAS,W 33-17,,0,0,,0,0,0,,0,0,0,,0,,,,6,238,39.67,0
107,1999,1999-12-12,13,31.031,DET,@,TAM,L 16-23,,0,0,,0,0,0,,0,0,0,,0,,,,5,191,38.20,0
108,1999,1999-12-19,14,31.038,DET,@,CHI,L 10-28,,0,0,,0,0,0,,0,0,0,,0,,,,2,92,46.00,0
109,1999,1999-12-25,15,31.044,DET,,DEN,L 7-17,,0,0,,0,0,0,,0,0,0,,0,,,,8,381,47.63,0
110,1999,2000-01-02,16,31.052,DET,@,MIN,L 17-24,,0,0,,0,0,0,,0,0,0,,0,,,,4,175,43.75,0
111,2000,2000-09-03,1,31.297,DET,@,NOR,W 14-10,,1,0,0.00,0,0,0,,0,0,0,,,,,,7,297,42.43,0
112,2000,2000-09-10,2,31.304,DET,,WAS,W 15-10,,0,0,,0,0,0,,0,0,0,,,,,,2,87,43.50,0
113,2000,2000-09-17,3,31.311,DET,,TAM,L 10-31,,0,0,,0,0,0,,0,0,0,,,,,,4,143,35.75,1
114,2000,2000-09-24,4,31.318,DET,@,CHI,W 21-14,,0,0,,0,0,0,,0,0,0,,,,,,10,410,41.00,0
115,2000,2000-10-01,5,31.325,DET,,MIN,L 24-31,,0,0,,0,0,0,,0,0,0,,,,,,5,214,42.80,0
116,2000,2000-10-08,6,31.332,DET,,GNB,W 31-24,,0,0,,0,0,0,,0,0,0,,,,,,7,323,46.14,0
117,2000,2000-10-19,7,31.343,DET,@,TAM,W 28-14,,0,0,,0,0,0,,0,0,0,,,,,,5,220,44.00,1
118,2000,2000-10-29,8,31.353,DET,@,IND,L 18-30,,0,0,,0,0,0,,0,0,0,,,,,,7,349,49.86,0
119,2000,2000-11-05,9,31.360,DET,,MIA,L 8-23,,0,0,,0,0,0,,0,0,0,,,,,,6,231,38.50,0
120,2000,2000-11-12,10,32.001,DET,,ATL,W 13-10,,0,0,,0,0,0,,0,0,0,,,,,,10,485,48.50,0
121,2000,2000-11-19,11,32.008,DET,@,NYG,W 31-21,,0,0,,0,0,0,,0,0,0,,,,,,5,199,39.80,0
122,2000,2000-11-23,12,32.012,DET,,NWE,W 34-9,,0,0,,0,0,0,,0,0,0,,,,,,2,96,48.00,0
123,2000,2000-11-30,13,32.019,DET,@,MIN,L 17-24,,0,0,,0,0,0,,0,0,0,,,,,,6,266,44.33,0
124,2000,2000-12-10,14,32.029,DET,@,GNB,L 13-26,,0,0,,0,0,0,,0,0,0,,,,,,4,181,45.25,0
125,2000,2000-12-17,15,32.036,DET,@,NYJ,W 10-7,,0,0,,0,0,0,,0,0,0,,,,,,7,291,41.57,0
126,2000,2000-12-24,16,32.043,DET,,CHI,L 20-23,,0,0,,0,0,0,,0,0,0,,,,,,6,252,42.00,0
127,2001,2001-09-09,1,32.302,DET,@,GNB,L 6-28,,0,0,,0,0,0,,0,0,0,,0,,,,4,156,39.00,0
128,2001,2001-09-23,2,32.316,DET,@,CLE,L 14-24,,0,0,,0,0,0,,0,0,0,,0,,,,5,218,43.60,0
129,2001,2001-10-08,3,32.331,DET,,STL,L 0-35,,0,0,,0,0,0,,0,0,0,,0,,,,5,191,38.20,0
130,2001,2001-10-14,4,32.337,DET,@,MIN,L 26-31,,0,0,,0,0,0,,0,0,0,,0,,,,2,82,41.00,0
131,2001,2001-10-21,5,32.344,DET,,TEN,L 24-27,,1,0,0.00,0,0,0,,0,0,0,,0,,,,5,209,41.80,0
132,2001,2001-10-28,6,32.351,DET,,CIN,L 27-31,,0,0,,0,0,0,,0,0,0,,0,,,,4,193,48.25,0
133,2001,2001-11-04,7,32.358,DET,@,SFO,L 13-21,,0,0,,0,0,0,,0,0,0,,0,,,,4,201,50.25,0
134,2001,2001-11-11,8,33.000,DET,,TAM,L 17-20,,0,0,,0,0,0,,0,0,0,,0,,,,7,316,45.14,0
135,2001,2001-11-18,9,33.007,DET,@,ARI,L 38-45,,0,0,,0,0,0,,0,0,0,,0,,,,3,148,49.33,0
136,2001,2001-11-22,10,33.011,DET,,GNB,L 27-29,,0,0,,0,0,0,,0,0,0,,0,,,,3,145,48.33,0
137,2001,2001-12-23,14,33.042,DET,@,PIT,L 14-47,,0,0,,0,0,0,,0,0,0,,0,,,,4,162,40.50,0
138,2001,2001-12-30,15,33.049,DET,,CHI,L 0-24,,0,0,,0,0,0,,0,0,0,,0,,,,7,292,41.71,0
139,2001,2002-01-06,16,33.056,DET,,DAL,W 15-10,,0,0,,0,0,0,,0,0,0,,0,,,,5,199,39.80,0
140,2002,2002-09-08,1,33.301,DET,@,MIA,L 21-49,,0,0,,0,0,0,,0,0,0,,,,,,6,284,47.33,0
141,2002,2002-09-15,2,33.308,DET,@,CAR,L 7-31,,0,0,,0,0,0,,0,0,0,,,,,,11,510,46.36,0
142,2002,2002-09-22,3,33.315,DET,,GNB,L 31-37,,0,0,,0,0,0,,0,0,0,,,,,,5,223,44.60,0
143,2002,2002-09-29,4,33.322,DET,,NOR,W 26-21,,1,0,0.00,0,0,0,,0,0,0,,,,,,4,181,45.25,0
144,2002,2002-10-13,5,33.336,DET,@,MIN,L 24-31,,0,0,,0,0,0,,0,0,0,,,,,,6,247,41.17,0
145,2002,2002-10-20,6,33.343,DET,,CHI,W 23-20,,0,0,,0,0,0,,0,0,0,,,,,,5,217,43.40,0
146,2002,2002-10-27,7,33.350,DET,@,BUF,L 17-24,,0,0,,0,0,0,,0,0,0,,,,,,7,242,34.57,0
147,2002,2002-11-03,8,33.357,DET,,DAL,W 9-7,,0,0,,0,0,0,,0,0,0,,,,,,9,415,46.11,0
148,2002,2002-11-10,9,33.364,DET,@,GNB,L 14-40,,0,0,,0,0,0,,0,0,0,,,,,,7,256,36.57,0
149,2002,2002-11-17,10,34.006,DET,,NYJ,L 14-31,,0,0,,0,0,0,,0,0,0,,,,,,4,163,40.75,0
150,2002,2002-11-24,11,34.013,DET,@,CHI,L 17-20,,0,0,,0,0,0,,0,0,0,,,,,,6,219,36.50,0
151,2002,2002-11-28,12,34.017,DET,,NWE,L 12-20,,0,0,,0,0,0,,0,0,0,,,,,,3,135,45.00,0
152,2002,2002-12-08,13,34.027,DET,@,ARI,L 20-23,,0,0,,0,0,0,,0,0,0,,,,,,7,283,40.43,0
153,2002,2002-12-15,14,34.034,DET,,TAM,L 20-23,,0,0,,0,0,0,,0,0,0,,,,,,4,187,46.75,0
154,2002,2002-12-22,15,34.041,DET,@,ATL,L 15-36,,0,0,,0,0,0,,0,0,0,,,,,,5,195,39.00,0
155,2002,2002-12-29,16,34.048,DET,,MIN,L 36-38,,0,0,,0,0,0,,0,0,0,,,,,,2,81,40.50,0
156,2003,2003-09-07,1,34.300,DET,,ARI,W 42-24,,0,0,,0,0,0,,0,0,0,,,,,,6,222,37.00,0
157,2003,2003-09-14,2,34.307,DET,@,GNB,L 6-31,,0,0,,0,0,0,,0,0,0,,,,,,9,337,37.44,0
158,2003,2003-09-21,3,34.314,DET,,MIN,L 13-23,,0,0,,0,0,0,,0,0,0,,,,,,5,210,42.00,0
159,2003,2003-09-28,4,34.321,DET,@,DEN,L 16-20,,0,0,,0,0,0,,0,0,0,,,,,,5,226,45.20,0
