ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,1999,1999-10-10,4,24.053,DET,,SDG,L 10-20,,,,,,,,,,,
2,1999,1999-10-31,7,24.074,DET,,TAM,W 20-3,,,,,,,,,,,
3,2000,2000-10-08,6,25.051,JAX,,BAL,L 10-15,,,,,,,,,,,
4,2000,2000-10-29,9,25.072,JAX,@,DAL,W 23-17,,0,0,,0,1.0,,,0,0,0
5,2000,2000-12-10,14,25.114,JAX,,ARI,W 44-10,,,,,,,,,,,
6,2001,2001-09-09,1,26.022,JAX,,PIT,W 21-3,*,0,0,,0,1.0,,,0,0,0
7,2001,2001-09-23,2,26.036,JAX,,TEN,W 13-6,*,,,,,,,,,,
8,2001,2001-09-30,3,26.043,JAX,,CLE,L 14-23,*,1,8,8.00,0,0.0,,,0,0,0
9,2001,2001-10-07,4,26.050,JAX,@,SEA,L 15-24,*,,,,,,,,,,
10,2001,2001-10-18,5,26.061,JAX,,BUF,L 10-13,,,,,,,,,,,
11,2001,2001-10-28,6,26.071,JAX,@,BAL,L 17-18,,,,,,,,,,,
12,2001,2001-11-04,7,26.078,JAX,@,TEN,L 24-28,,,,,,,,,,,
13,2001,2001-11-11,8,26.085,JAX,,CIN,W 30-13,,,,,,,,,,,
14,2001,2001-11-18,9,26.092,JAX,@,PIT,L 7-20,,0,0,,0,1.0,,,0,0,0
15,2001,2001-11-25,10,26.099,JAX,,BAL,L 21-24,,,,,,,,,,,
16,2001,2001-12-03,11,26.107,JAX,,GNB,L 21-28,,,,,,,,,,,
17,2001,2001-12-09,12,26.113,JAX,@,CIN,W 14-10,,,,,,,,,,,
18,2001,2001-12-16,13,26.120,JAX,@,CLE,W 15-10,,,,,,,,,,,
19,2001,2001-12-23,14,26.127,JAX,@,MIN,W 33-3,,,,,,,,,,,
20,2001,2001-12-30,15,26.134,JAX,,KAN,L 26-30,,,,,,,,,,,
21,2001,2002-01-06,16,26.141,JAX,@,CHI,L 13-33,,,,,,,,,,,
22,2002,2002-09-08,1,27.021,JAX,,IND,L 25-28,,0,0,,0,1.0,,,0,0,0
23,2002,2002-09-15,2,27.028,JAX,@,KAN,W 23-16,,,,,,,,,,,
24,2002,2002-09-29,3,27.042,JAX,,NYJ,W 28-3,,,,,,,,,,,
25,2002,2002-10-06,4,27.049,JAX,,PHI,W 28-25,,,,,,,,,,,
26,2002,2002-10-13,5,27.056,JAX,@,TEN,L 14-23,,,,,,,,,,,
27,2002,2002-10-20,6,27.063,JAX,@,BAL,L 10-17,,,,,,,,,,,
28,2002,2002-10-27,7,27.070,JAX,,HOU,L 19-21,,,,,,,,,,,
29,2002,2002-11-03,8,27.077,JAX,@,NYG,L 17-24,,1,12,12.00,0,0.0,,,0,0,0
30,2002,2002-11-10,9,27.084,JAX,,WAS,W 26-7,,,,,,,,,,,
31,2002,2002-11-17,10,27.091,JAX,@,HOU,W 24-21,,,,,,,,,,,
32,2002,2002-11-24,11,27.098,JAX,@,DAL,L 19-21,,0,0,,0,1.0,,,0,0,0
33,2002,2002-12-01,12,27.105,JAX,,PIT,L 23-25,,,,,,,,,,,
34,2002,2002-12-08,13,27.112,JAX,,CLE,L 20-21,*,0,0,,0,1.0,,,0,0,0
35,2002,2002-12-15,14,27.119,JAX,@,CIN,W 29-15,*,0,0,,0,1.0,,,0,0,0
36,2002,2002-12-22,15,27.126,JAX,,TEN,L 10-28,*,,,,,,,,,,
37,2002,2002-12-29,16,27.133,JAX,@,IND,L 13-20,*,,,,,,,,,,
38,2003,2003-09-07,1,28.020,JAX,@,CAR,L 23-24,,,,,,,,,,,
39,2003,2003-09-14,2,28.027,JAX,,BUF,L 17-38,,,,,,,,,,,
40,2003,2003-09-21,3,28.034,JAX,@,IND,L 13-23,,,,,,,,,,,
41,2003,2003-09-28,4,28.041,JAX,@,HOU,L 20-24,,,,,,,,,,,
42,2003,2003-10-05,5,28.048,JAX,,SDG,W 27-21,,,,,,,,,,,
43,2003,2003-10-12,6,28.055,JAX,,MIA,L 10-24,,,,,,,,,,,
44,2003,2003-10-26,7,28.069,JAX,,TEN,L 17-30,,,,,,,,,,,
45,2003,2003-11-02,8,28.076,JAX,@,BAL,L 17-24,,,,,,,,,,,
46,2003,2003-11-09,9,28.083,JAX,,IND,W 28-23,,,,,,,,,,,
47,2003,2003-11-16,10,28.090,JAX,@,TEN,L 3-10,,,,,,,,,,,
