ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,sacks,tackles_solo,tackles_assists,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,2004,2004-10-17,5,24.104,SEA,@,NWE,L 20-30,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,3,114,38.00,0
2,2004,2004-10-24,6,24.111,SEA,@,ARI,L 17-25,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,6,243,40.50,1
3,2004,2004-10-31,7,24.118,SEA,,CAR,W 23-17,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,1,50,50.00,0
4,2004,2004-11-07,8,24.125,SEA,@,SFO,W 42-27,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,5,179,35.80,0
5,2004,2004-11-14,9,24.132,SEA,@,STL,L 12-23,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,3,148,49.33,0
6,2004,2004-11-21,10,24.139,SEA,,MIA,W 24-17,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,8,254,31.75,0
7,2005,2005-09-11,1,25.068,MIA,,DEN,W 34-10,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,3,142,47.33,0
8,2005,2005-09-18,2,25.075,MIA,@,NYJ,L 7-17,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,7,284,40.57,0
9,2005,2005-09-25,3,25.082,MIA,,CAR,W 27-24,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,6,268,44.67,0
10,2005,2005-10-09,4,25.096,MIA,@,BUF,L 14-20,,1,0,0.00,0,0,0,,0,0,0,,,,,,0.0,,,3,122,40.67,0
11,2005,2005-10-16,5,25.103,MIA,@,TAM,L 13-27,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,5,225,45.00,0
12,2005,2005-10-21,6,25.108,MIA,,KAN,L 20-30,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,8,367,45.88,0
13,2005,2005-10-30,7,25.117,MIA,@,NOR,W 21-6,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,4,184,46.00,0
14,2005,2005-11-06,8,25.124,MIA,,ATL,L 10-17,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,6,261,43.50,0
15,2005,2005-11-13,9,25.131,MIA,,NWE,L 16-23,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,6,272,45.33,0
16,2005,2005-11-20,10,25.138,MIA,@,CLE,L 0-22,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,6,266,44.33,0
17,2005,2005-11-27,11,25.145,MIA,@,OAK,W 33-21,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,4,205,51.25,0
18,2005,2005-12-04,12,25.152,MIA,,BUF,W 24-23,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,7,255,36.43,0
19,2005,2005-12-11,13,25.159,MIA,@,SDG,W 23-21,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,3,125,41.67,0
20,2005,2005-12-18,14,25.166,MIA,,NYJ,W 24-20,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,7,296,42.29,0
21,2005,2005-12-24,15,25.172,MIA,,TEN,W 24-10,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,9,400,44.44,0
22,2005,2006-01-01,16,25.180,MIA,@,NWE,W 28-26,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,4,155,38.75,0
23,2006,2006-09-07,1,26.064,MIA,@,PIT,L 17-28,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,6,220,36.67,0
24,2006,2006-09-17,2,26.074,MIA,,BUF,L 6-16,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,6,283,47.17,1
25,2006,2006-09-24,3,26.081,MIA,,TEN,W 13-10,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,6,316,52.67,0
26,2006,2006-10-01,4,26.088,MIA,@,HOU,L 15-17,,0,0,,0,0,0,,0,0,0,,,,,,0.0,,,5,216,43.20,0
