ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1995,1995-10-12,6,22.282,ATL,@,STL,L 19-21,6,2,27,13.50,0,33.3%,4.50,0,0
2,1995,1995-11-12,10,22.313,ATL,@,BUF,L 17-23,1,1,26,26.00,0,100.0%,26.00,0,0
3,1995,1995-11-19,11,22.320,ATL,,STL,W 31-6,,0,0,,0,0.0%,,,
4,1995,1995-12-03,13,22.334,ATL,@,MIA,L 20-21,6,3,26,8.67,0,50.0%,4.33,0,0
5,1995,1995-12-10,14,22.341,ATL,,NOR,W 19-14,4,3,30,10.00,0,75.0%,7.50,0,0
6,1995,1995-12-17,15,22.348,ATL,@,CAR,L 17-21,11,8,89,11.13,0,72.7%,8.09,0,0
7,1996,1996-09-22,3,23.263,ATL,,PHI,L 18-33,11,7,91,13.00,0,63.6%,8.27,0,0
8,1996,1996-09-29,4,23.270,ATL,@,SFO,L 17-39,7,4,59,14.75,1,57.1%,8.43,1,6
9,1996,1996-10-06,5,23.277,ATL,@,DET,L 24-28,10,4,28,7.00,0,40.0%,2.80,0,0
10,1996,1996-10-13,6,23.284,ATL,,HOU,L 13-23,8,4,65,16.25,0,50.0%,8.13,0,0
11,1996,1996-11-24,12,23.326,ATL,@,CIN,L 31-41,3,1,11,11.00,0,33.3%,3.67,0,0
12,1996,1996-12-02,13,23.334,ATL,,SFO,L 10-34,1,0,0,,0,0.0%,0.00,,
13,1996,1996-12-08,14,23.340,ATL,@,NOR,W 31-15,1,0,0,,0,0.0%,0.00,,
14,1996,1996-12-15,15,23.347,ATL,,STL,L 27-34,4,2,11,5.50,0,50.0%,2.75,0,0
15,1996,1996-12-22,16,23.354,ATL,@,JAX,L 17-19,10,6,60,10.00,0,60.0%,6.00,0,0
