ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1971,1971-10-31,7,22.027,KAN,@,OAK,T 20-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1971,1971-11-07,8,22.034,KAN,@,NYJ,L 10-13,3,1,0.33,0,1,6,6.00,1,0,0,,0,0,0,,0,0,,,2,64,32.00,0,0,0,,0,1,6
3,1971,1971-11-14,9,22.041,KAN,,CLE,W 13-7,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,3,3.00,0,0,0,,0,0,0
4,1971,1971-11-21,10,22.048,KAN,,DEN,W 28-10,1,3,3.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,20,20.00,0,0,0,,0,0,0
5,1971,1971-11-25,11,22.052,KAN,@,DET,L 21-32,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,37,18.50,0,0,0,,0,0,0
6,1971,1971-12-06,12,22.063,KAN,@,SFO,W 26-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1971,1971-12-12,13,22.069,KAN,,OAK,W 16-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1971,1971-12-19,14,22.076,KAN,,BUF,W 22-9,9,39,4.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,25,25.00,0,0,0,,0,0,0
9,1972,1972-09-17,1,22.349,KAN,,MIA,L 10-20,1,6,6.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
10,1972,1972-09-25,2,22.357,KAN,@,NOR,W 20-17,2,5,2.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,26,26.00,0,0,0,,0,0,0
11,1972,1972-10-01,3,22.363,KAN,@,DEN,W 45-24,2,-2,-1.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
12,1972,1972-10-08,4,23.004,KAN,@,CLE,W 31-7,20,88,4.40,1,3,10,3.33,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
13,1972,1972-10-15,5,23.011,KAN,,CIN,L 16-23,17,91,5.35,0,6,31,5.17,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
14,1972,1972-10-22,6,23.018,KAN,,PHI,L 20-21,5,9,1.80,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,22,22.00,0,0,0,,0,0,0
15,1972,1972-10-29,7,23.025,KAN,@,SDG,W 26-14,2,11,5.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
16,1972,1972-11-05,8,23.032,KAN,,OAK,W 27-14,2,4,2.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
17,1972,1972-11-12,9,23.039,KAN,@,PIT,L 7-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1972,1972-11-19,10,23.046,KAN,,SDG,L 17-27,9,34,3.78,0,2,18,9.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
19,1972,1972-11-26,11,23.053,KAN,@,OAK,L 3-26,9,36,4.00,0,4,17,4.25,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
20,1972,1972-12-03,12,23.060,KAN,,DEN,W 24-21,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,49,24.50,0,0,0,,0,0,0
21,1972,1972-12-10,13,23.067,KAN,,BAL,W 24-10,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,52,26.00,0,0,0,,0,0,0
22,1972,1972-12-17,14,23.074,KAN,@,ATL,W 17-14,4,21,5.25,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,36,18.00,0,0,0,,0,0,0
23,1973,1973-09-17,1,23.348,NYJ,@,GNB,L 7-23,1,2,2.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
24,1973,1973-09-23,2,23.354,NYJ,@,BAL,W 34-10,1,1,1.00,0,1,9,9.00,0,0,0,,0,0,0,,0,0,,,1,19,19.00,0,0,0,,0,0,0
25,1973,1973-09-30,3,23.361,NYJ,@,BUF,L 7-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,1973,1973-10-07,4,24.003,NYJ,@,MIA,L 3-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,1973,1973-10-14,5,24.010,NYJ,@,NWE,W 9-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,1973,1973-10-21,6,24.017,NYJ,@,PIT,L 14-26,1,-1,-1.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,21,21.00,0,0,0,,0,0,0
29,1973,1973-10-28,7,24.024,NYJ,,DEN,L 28-40,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,13,6.50,0,0,0,,0,0,0
30,1973,1973-11-04,8,24.031,NYJ,,MIA,L 14-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,1973,1973-11-11,9,24.038,NYJ,,NWE,W 33-13,9,55,6.11,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
32,1973,1973-11-18,10,24.045,NYJ,@,CIN,L 14-20,15,49,3.27,0,1,6,6.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
33,1973,1973-11-25,11,24.052,NYJ,,ATL,L 20-28,11,39,3.55,0,1,6,6.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
34,1973,1973-12-02,12,24.059,NYJ,,BAL,W 20-17,10,29,2.90,0,3,17,5.67,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
35,1973,1973-12-09,13,24.066,NYJ,@,PHI,L 23-24,16,84,5.25,0,2,25,12.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
36,1973,1973-12-16,14,24.073,NYJ,,BUF,L 14-34,3,6,2.00,0,1,0,0.00,0,0,0,,0,0,0,,0,0,,,1,26,26.00,0,0,0,,0,0,0
37,1974,1974-09-15,1,24.346,NYJ,@,KAN,L 16-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,1974,1974-09-22,2,24.353,NYJ,@,CHI,W 23-21,3,0,0.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
39,1974,1974-09-29,3,24.360,NYJ,@,BUF,L 12-16,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,14,14.00,0,0,0,,0,0,0
40,1974,1974-10-07,4,25.003,NYJ,@,MIA,L 17-21,0,0,,0,1,14,14.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
41,1974,1974-10-13,5,25.009,NYJ,,NWE,L 0-24,1,4,4.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
42,1974,1974-10-20,6,25.016,NYJ,,BAL,L 20-35,1,7,7.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
43,1974,1974-10-27,7,25.023,NYJ,,RAM,L 13-20,13,54,4.15,1,5,30,6.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
44,1974,1974-11-03,8,25.030,NYJ,,HOU,L 22-27,1,-1,-1.00,0,2,27,13.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
45,1974,1974-11-24,11,25.051,NYJ,,MIA,W 17-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,1974,1974-12-01,12,25.058,NYJ,,SDG,W 27-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,1974,1974-12-08,13,25.065,NYJ,,BUF,W 20-10,2,9,4.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,3,3.00,0,0,0,,0,0,0
48,1974,1974-12-15,14,25.072,NYJ,@,BAL,W 45-38,7,20,2.86,1,1,13,13.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
49,1975,1975-09-21,1,25.352,CHI,,BAL,L 7-35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,1975,1975-09-28,2,25.359,CHI,,PHI,W 15-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,1975,1975-10-05,3,26.001,CHI,@,MIN,L 3-28,1,-2,-2.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
52,1975,1975-10-12,4,26.008,CHI,@,DET,L 7-27,4,22,5.50,0,3,51,17.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
53,1975,1975-10-19,5,26.015,CHI,@,PIT,L 3-34,17,110,6.47,0,1,-6,-6.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
54,1975,1975-10-27,6,26.023,CHI,,MIN,L 9-13,14,65,4.64,1,2,13,6.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,1,6
55,1975,1975-11-02,7,26.029,CHI,,MIA,L 13-46,8,31,3.88,0,1,2,2.00,0,1,1,100.00,44,0,0,118.7,0,0,44.00,44.00,0,0,,0,0,0,,0,0,0
56,1975,1975-11-09,8,26.036,CHI,,GNB,W 27-14,17,56,3.29,0,2,24,12.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
57,1975,1975-11-16,9,26.043,CHI,@,SFO,L 3-31,9,26,2.89,0,2,11,5.50,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
58,1975,1975-11-23,10,26.050,CHI,@,RAM,L 10-38,11,19,1.73,0,3,9,3.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
59,1975,1975-11-30,11,26.057,CHI,@,GNB,L 7-28,6,16,2.67,0,1,7,7.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
60,1975,1975-12-07,12,26.064,CHI,,DET,W 25-21,3,10,3.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
61,1975,1975-12-14,13,26.071,CHI,,STL,L 20-34,2,0,0.00,0,0,0,,0,1,1,100.00,13,0,0,118.7,0,0,13.00,13.00,1,27,27.00,0,0,0,,0,0,0
62,1975,1975-12-21,14,26.078,CHI,@,NOR,W 42-17,2,0,0.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
63,1976,1976-09-12,1,26.344,CHI,,DET,W 10-3,2,3,1.50,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
64,1976,1976-09-19,2,26.351,CHI,@,SFO,W 19-12,1,-5,-5.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
65,1976,1976-09-26,3,26.358,CHI,,ATL,L 0-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,1976,1976-10-03,4,26.365,CHI,,WAS,W 33-7,12,40,3.33,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
67,1976,1976-10-10,5,27.006,CHI,@,MIN,L 19-20,4,-1,-0.25,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,20,20.00,0,0,0,,0,0,0
68,1976,1976-10-17,6,27.013,CHI,@,RAM,L 12-20,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,1,18,18.00,0,0,0,,0,0,0
69,1976,1976-10-24,7,27.020,CHI,@,DAL,L 21-31,3,19,6.33,0,1,6,6.00,0,0,0,,0,0,0,,0,0,,,2,46,23.00,0,1,2,2.00,0,0,0
70,1976,1976-10-31,8,27.027,CHI,,MIN,W 14-13,3,8,2.67,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,15,7.50,0,0,0,,0,0,0
71,1976,1976-11-07,9,27.034,CHI,,OAK,L 27-28,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,16,8.00,0,0,0,,0,0,0
72,1976,1976-11-14,10,27.041,CHI,,GNB,W 24-13,2,5,2.50,0,1,4,4.00,1,0,0,,0,0,0,,0,0,,,1,15,15.00,0,0,0,,0,1,6
73,1976,1976-11-21,11,27.048,CHI,@,DET,L 10-14,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,,,2,49,24.50,0,0,0,,0,0,0
74,1976,1976-11-28,12,27.055,CHI,@,GNB,W 16-10,4,8,2.00,0,0,0,,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
75,1976,1976-12-05,13,27.062,CHI,@,SEA,W 34-7,2,16,8.00,0,2,18,9.00,0,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,,0,0,0
76,1976,1976-12-12,14,27.069,CHI,,DEN,L 14-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
