ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1995,1995-11-19,11,22.220,SDG,@,DEN,L 27-30,8,24,3.00,0,2,2,28,14.00,0,100.0%,14.00,0,0,,0,0,0
2,1995,1995-11-27,12,22.228,SDG,,OAK,W 12-6,16,59,3.69,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0
3,1995,1995-12-03,13,22.234,SDG,,CLE,W 31-13,32,127,3.97,2,0,0,0,,0,0.0%,,0,0,,0,2,12
4,1995,1995-12-09,14,22.240,SDG,,ARI,W 28-25,24,84,3.50,0,2,2,21,10.50,0,100.0%,10.50,0,0,,0,0,0
5,1995,1995-12-17,15,22.248,SDG,@,IND,W 27-24,26,96,3.69,0,0,0,0,,0,0.0%,,0,0,,0,0,0
6,1995,1995-12-23,16,22.254,SDG,@,NYG,W 27-17,22,80,3.64,1,0,0,0,,0,0.0%,,0,0,,0,1,6
7,1996,1996-09-01,1,23.141,SDG,,SEA,W 29-7,11,59,5.36,0,0,0,0,,0,0.0%,,0,0,,0,0,0
8,1996,1996-09-08,2,23.148,SDG,,CIN,W 27-14,13,46,3.54,0,1,1,10,10.00,0,100.0%,10.00,0,0,,0,0,0
9,1996,1996-09-15,3,23.155,SDG,@,GNB,L 10-42,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
10,1996,1996-09-22,4,23.162,SDG,@,OAK,W 40-34,5,20,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
11,1996,1996-09-29,5,23.169,SDG,,KAN,W 22-19,8,24,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
12,1996,1996-10-06,6,23.176,SDG,@,DEN,L 17-28,3,8,2.67,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
13,1996,1996-10-21,7,23.191,SDG,,OAK,L 14-23,4,-1,-0.25,0,0,0,0,,0,0.0%,,0,0,,0,0,0
14,1996,1996-10-27,8,23.197,SDG,@,SEA,L 13-32,3,0,0.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
15,1996,1996-11-03,9,23.204,SDG,@,IND,W 26-19,4,8,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
16,1996,1996-12-08,14,23.239,SDG,@,PIT,L 3-16,2,-2,-1.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
17,1996,1996-12-22,16,23.253,SDG,,DEN,W 16-10,1,1,1.00,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
18,1997,1997-09-01,1,24.141,GNB,,CHI,W 38-24,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
19,1997,1997-09-07,2,24.147,GNB,@,PHI,L 9-10,0,0,,0,0,0,0,,0,0.0%,,1,35,35.00,0,0,0
20,1997,1997-09-14,3,24.154,GNB,,MIA,W 23-18,0,0,,0,0,0,0,,0,0.0%,,2,49,24.50,0,0,0
21,1997,1997-09-21,4,24.161,GNB,,MIN,W 38-32,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
22,1997,1997-09-28,5,24.168,GNB,@,DET,L 15-26,1,-1,-1.00,0,0,0,0,,0,0.0%,,1,14,14.00,0,0,0
23,1997,1997-10-05,6,24.175,GNB,,TAM,W 21-16,1,3,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
24,1997,1997-10-12,7,24.182,GNB,@,CHI,W 24-23,7,21,3.00,0,2,2,11,5.50,0,100.0%,5.50,0,0,,0,0,0
25,1997,1997-10-27,8,24.197,GNB,@,NWE,W 28-10,2,6,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0
26,1997,1997-11-02,9,24.203,GNB,,DET,W 20-10,0,0,,0,0,0,0,,0,0.0%,,1,20,20.00,0,0,0
27,1997,1997-11-09,10,24.210,GNB,,STL,W 17-7,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
28,1997,1997-11-16,11,24.217,GNB,@,IND,L 38-41,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
29,1997,1997-12-07,14,24.238,GNB,@,TAM,W 17-6,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
30,1997,1997-12-14,15,24.245,GNB,@,CAR,W 31-10,14,86,6.14,1,0,0,0,,0,0.0%,,0,0,,0,1,6
31,1997,1997-12-20,16,24.251,GNB,,BUF,W 31-21,7,33,4.71,0,0,0,0,,0,0.0%,,1,23,23.00,0,0,0
32,1998,1998-09-06,1,25.146,PHI,,SEA,L 0-38,0,0,,0,0,0,0,,0,0.0%,,1,22,22.00,0,0,0
