ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1964,1964-10-25,7,21.346,DET,,BAL,L 0-34,1,8,8.00,0,0,0,,0,0,0
2,1964,1964-12-06,13,22.022,DET,@,BAL,W 31-14,1,13,13.00,0,0,0,,0,0,0
3,1967,1967-09-10,1,24.300,OAK,,DEN,W 51-0,2,96,48.00,1,1,7,7.00,0,1,6
4,1967,1967-10-01,3,24.321,OAK,,KAN,W 23-21,2,17,8.50,0,0,0,,0,0,0
5,1967,1967-10-07,4,24.327,OAK,@,NYJ,L 14-27,1,25,25.00,1,0,0,,0,1,6
6,1967,1967-10-22,6,24.342,OAK,@,BOS,W 48-14,2,72,36.00,2,0,0,,0,2,12
7,1967,1967-10-29,7,24.349,OAK,,SDG,W 51-10,1,14,14.00,1,0,0,,0,1,6
8,1967,1967-11-23,10,25.009,OAK,@,KAN,W 44-22,2,28,14.00,0,0,0,,0,0,0
9,1967,1967-12-17,13,25.033,OAK,,NYJ,W 38-29,3,50,16.67,1,0,0,,0,1,6
10,1968,1968-09-15,1,25.306,OAK,@,BUF,W 48-6,3,92,30.67,1,0,0,,0,1,6
11,1968,1968-09-21,2,25.312,OAK,@,MIA,W 47-21,3,106,35.33,1,0,0,,0,1,6
12,1968,1968-09-29,3,25.320,OAK,@,HOU,W 24-15,2,23,11.50,1,0,0,,0,1,6
13,1968,1968-10-06,4,25.327,OAK,,BOS,W 41-10,2,21,10.50,1,1,41,41.00,1,2,12
14,1968,1968-10-13,5,25.334,OAK,,SDG,L 14-23,2,22,11.00,1,0,0,,0,1,6
15,1968,1968-10-20,6,25.341,OAK,@,KAN,L 10-24,1,11,11.00,0,0,0,,0,0,0
16,1968,1968-10-27,7,25.348,OAK,,CIN,W 31-10,5,118,23.60,0,0,0,,0,0,0
17,1968,1968-11-03,8,25.355,OAK,,KAN,W 38-21,6,125,20.83,1,0,0,,0,1,6
18,1968,1968-11-10,9,25.362,OAK,@,DEN,W 43-7,3,127,42.33,2,0,0,,0,2,12
19,1968,1968-11-17,10,26.003,OAK,,NYJ,W 43-32,2,22,11.00,1,0,0,,0,1,6
20,1968,1968-11-24,11,26.010,OAK,@,CIN,W 34-0,7,133,19.00,0,0,0,,0,0,0
21,1968,1968-11-28,12,26.014,OAK,,BUF,W 13-10,3,61,20.33,0,0,0,,0,0,0
22,1968,1968-12-08,13,26.024,OAK,,DEN,W 33-27,10,163,16.30,1,1,-3,-3.00,0,1,6
23,1968,1968-12-15,14,26.031,OAK,@,SDG,W 34-27,4,113,28.25,1,0,0,,0,1,6
24,1969,1969-09-14,1,26.304,OAK,,HOU,W 21-17,3,82,27.33,1,0,0,,0,1,6
25,1969,1969-09-20,2,26.310,OAK,,MIA,W 20-17,3,60,20.00,0,1,17,17.00,0,0,0
26,1969,1969-09-28,3,26.318,OAK,@,BOS,W 38-23,2,83,41.50,2,0,0,,0,2,12
27,1969,1969-10-04,4,26.324,OAK,@,MIA,T 20-20,4,66,16.50,1,0,0,,0,1,6
28,1969,1969-10-12,5,26.332,OAK,@,DEN,W 24-14,4,82,20.50,0,0,0,,0,0,0
29,1969,1969-10-19,6,26.339,OAK,,BUF,W 50-21,5,101,20.20,1,0,0,,0,1,6
30,1969,1969-10-26,7,26.346,OAK,@,SDG,W 24-12,4,64,16.00,1,0,0,,0,1,6
31,1969,1969-11-02,8,26.353,OAK,@,CIN,L 17-31,5,136,27.20,1,0,0,,0,1,6
32,1969,1969-11-09,9,26.360,OAK,,DEN,W 41-10,2,96,48.00,0,0,0,,0,0,0
33,1969,1969-11-16,10,27.002,OAK,,SDG,W 21-16,2,105,52.50,1,1,-8,-8.00,0,1,6
34,1969,1969-11-23,11,27.009,OAK,@,KAN,W 27-24,3,59,19.67,1,0,0,,0,1,6
35,1969,1969-11-30,12,27.016,OAK,@,NYJ,W 27-14,5,152,30.40,2,0,0,,0,2,12
36,1969,1969-12-07,13,27.023,OAK,,CIN,W 37-17,4,102,25.50,3,1,15,15.00,0,3,18
37,1969,1969-12-13,14,27.029,OAK,,KAN,W 10-6,1,72,72.00,0,0,0,,0,0,0
38,1970,1970-09-20,1,27.310,OAK,@,CIN,L 21-31,2,16,8.00,0,0,0,,0,0,0
39,1970,1970-09-27,2,27.317,OAK,@,SDG,T 27-27,7,127,18.14,0,0,0,,0,0,0
40,1970,1970-10-03,3,27.323,OAK,@,MIA,L 13-20,3,61,20.33,1,3,34,11.33,0,1,6
41,1970,1970-10-11,4,27.331,OAK,,DEN,W 35-23,7,198,28.29,3,0,0,,0,3,18
42,1970,1970-10-19,5,27.339,OAK,,WAS,W 34-20,4,85,21.25,2,0,0,,0,2,12
43,1970,1970-10-25,6,27.345,OAK,,PIT,W 31-14,2,67,33.50,1,0,0,,0,1,6
44,1970,1970-11-01,7,27.352,OAK,@,KAN,T 17-17,2,33,16.50,0,0,0,,0,0,0
45,1970,1970-11-08,8,27.359,OAK,,CLE,W 23-20,2,45,22.50,1,0,0,,0,1,6
46,1970,1970-11-15,9,28.001,OAK,@,DEN,W 24-19,4,95,23.75,1,0,0,,0,1,6
47,1970,1970-11-22,10,28.008,OAK,,SDG,W 20-17,1,12,12.00,0,0,0,,0,0,0
48,1970,1970-11-26,11,28.012,OAK,@,DET,L 14-28,1,18,18.00,0,0,0,,0,0,0
49,1970,1970-12-06,12,28.022,OAK,@,NYJ,W 14-13,2,46,23.00,2,0,0,,0,2,12
50,1970,1970-12-12,13,28.028,OAK,,KAN,W 20-6,2,33,16.50,0,0,0,,0,0,0
51,1970,1970-12-20,14,28.036,OAK,,SFO,L 7-38,4,99,24.75,0,0,0,,0,0,0
