ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,1998,1998-09-06,1,21.202,SEA,@,PHI,W 38-0,,6,100,16.67,1,1,1,-1,-1.00,0,100.0%,-1.00,0,0,,0,0,0,,0,0,,,0,0,,0,1,6,0.0,,
2,1998,1998-09-13,2,21.209,SEA,,ARI,W 33-14,,7,21,3.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,,
3,1998,1998-09-20,3,21.216,SEA,,WAS,W 24-14,,6,26,4.33,0,2,1,0,0.00,0,50.0%,0.00,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,,
4,1998,1998-09-27,4,21.223,SEA,@,PIT,L 10-13,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
5,1998,1998-10-04,5,21.230,SEA,@,KAN,L 6-17,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,1,20,20.00,0,0,0,0.0,,
6,1998,1998-10-11,6,21.237,SEA,,DEN,L 16-21,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,3,52,17.33,0,0,0,0.0,,
7,1998,1998-10-25,7,21.251,SEA,@,SDG,W 27-20,,1,1,1.00,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,0,,,2,89,44.50,0,0,0,0.0,,
8,1998,1998-11-01,8,21.258,SEA,,OAK,L 18-31,,5,12,2.40,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,5,125,25.00,0,0,0,0.0,,
9,1998,1998-11-08,9,21.265,SEA,,KAN,W 24-12,,1,2,2.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,3,43,14.33,0,0,0,0.0,,
10,1998,1998-11-15,10,21.272,SEA,@,OAK,L 17-20,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,5,111,22.20,0,0,0,0.0,,
11,1998,1998-11-22,11,21.279,SEA,@,DAL,L 22-30,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,4,68,17.00,0,0,0,0.0,,
12,1998,1998-11-29,12,21.286,SEA,,TEN,W 20-18,,1,0,0.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0.0,,
13,1998,1998-12-06,13,21.293,SEA,@,NYJ,L 31-32,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,3,66,22.00,0,0,0,0.0,,
14,1998,1998-12-13,14,21.300,SEA,,SDG,W 38-17,,5,33,6.60,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,,,1,29,29.00,0,0,0,0.0,,
15,1998,1998-12-20,15,21.307,SEA,,IND,W 27-23,,3,14,4.67,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,,,0,17,,0,0,0,0.0,,
16,1998,1998-12-27,16,21.314,SEA,@,DEN,L 21-28,,,,,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,,,
17,1999,1999-09-12,1,22.208,SEA,,DET,L 20-28,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,6,105,17.50,0,0,0,0.0,,
18,1999,1999-09-19,2,22.215,SEA,@,CHI,W 14-13,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,1,24,24.00,0,0,0,0.0,,
19,1999,1999-09-26,3,22.222,SEA,@,PIT,W 29-10,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,1,22,22.00,0,0,0,0.0,,
20,1999,1999-10-03,4,22.229,SEA,,OAK,W 22-21,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,3,66,22.00,0,0,0,0.0,,
21,1999,1999-10-17,5,22.243,SEA,@,SDG,L 10-13,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,3,86,28.67,0,0,0,0.0,,
22,1999,1999-10-24,6,22.250,SEA,,BUF,W 26-16,,3,29,9.67,0,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,,,,,1,54,54.00,0,0,0,0.0,,
23,1999,1999-11-01,7,22.258,SEA,@,GNB,W 27-7,,0,0,,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,2,24,12.00,0,0,0,0.0,,
24,1999,1999-11-07,8,22.264,SEA,,CIN,W 37-20,,9,40,4.44,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,4,95,23.75,0,0,0,0.0,,
25,1999,1999-11-14,9,22.271,SEA,,DEN,W 20-17,,2,13,6.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,4,113,28.25,0,0,0,0.0,,
26,1999,1999-11-21,10,22.278,SEA,@,KAN,W 31-19,,1,12,12.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,3,83,27.67,0,0,0,0.0,,
27,1999,1999-11-28,11,22.285,SEA,,TAM,L 3-16,,2,5,2.50,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,2,36,18.00,0,0,0,0.0,,
28,1999,1999-12-05,12,22.292,SEA,@,OAK,L 21-30,,1,21,21.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,3,65,21.67,0,0,0,0.0,,
29,1999,1999-12-26,15,22.313,SEA,,KAN,W 23-14,,7,-4,-0.57,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,3,45,15.00,0,0,0,0.0,,
30,1999,2000-01-02,16,22.320,SEA,@,NYJ,L 9-19,,1,4,4.00,0,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
31,2000,2000-09-03,1,23.200,GNB,,NYJ,L 16-20,*,12,41,3.42,0,7,3,21,7.00,0,42.9%,3.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0.0,,
32,2000,2000-09-10,2,23.207,GNB,@,BUF,L 18-27,,11,46,4.18,0,4,4,18,4.50,0,100.0%,4.50,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0.0,,
33,2000,2000-09-17,3,23.214,GNB,,PHI,W 6-3,,3,3,1.00,0,1,1,16,16.00,0,100.0%,16.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0.0,,
34,2000,2000-09-24,4,23.221,GNB,@,ARI,W 29-3,,12,93,7.75,1,3,2,49,24.50,0,66.7%,16.33,0,0,,0,0,0,,0,,,,0,0,,0,1,6,0.0,,
35,2000,2000-10-01,5,23.228,GNB,,CHI,L 24-27,,3,20,6.67,0,8,5,41,8.20,0,62.5%,5.13,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0.0,,
36,2000,2000-10-08,6,23.235,GNB,@,DET,L 24-31,,22,69,3.14,0,9,8,76,9.50,0,88.9%,8.44,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0.0,,
37,2000,2000-10-15,7,23.242,GNB,,SFO,W 31-28,,11,40,3.64,2,2,2,25,12.50,0,100.0%,12.50,0,0,,0,0,0,,0,,,,0,0,,0,2,12,0.0,,
38,2000,2000-10-29,8,23.256,GNB,@,MIA,L 20-28,,15,94,6.27,0,6,3,19,6.33,0,50.0%,3.17,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0.0,,
39,2000,2000-11-06,9,23.264,GNB,,MIN,W 26-20,*,23,68,2.96,1,8,5,34,6.80,1,62.5%,4.25,0,0,,0,0,0,,0,,,,0,0,,0,2,12,0.0,,
40,2000,2000-11-12,10,23.270,GNB,@,TAM,L 15-20,,16,65,4.06,0,9,7,35,5.00,0,77.8%,3.89,0,0,,0,0,0,,0,,,,0,0,,0,0,0,0.0,,
41,2000,2000-11-19,11,23.277,GNB,,IND,W 26-24,,24,153,6.38,0,7,4,27,6.75,0,57.1%,3.86,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,0.0,,
42,2000,2000-11-27,12,23.285,GNB,@,CAR,L 14-31,*,12,61,5.08,1,10,9,56,6.22,0,90.0%,5.60,0,0,,0,0,0,,0,,,,0,0,,0,1,6,0.0,,
43,2000,2000-12-03,13,23.291,GNB,@,CHI,W 28-6,*,20,69,3.45,2,3,3,16,5.33,0,100.0%,5.33,0,0,,0,0,0,,0,,,,0,0,,0,2,12,0.0,,
44,2000,2000-12-10,14,23.298,GNB,,DET,W 26-13,*,27,118,4.37,1,7,4,17,4.25,1,57.1%,2.43,0,0,,0,0,0,,0,,,,0,0,,0,2,12,0.0,,
45,2000,2000-12-17,15,23.305,GNB,@,MIN,W 33-28,*,25,161,6.44,0,6,4,31,7.75,1,66.7%,5.17,0,0,,0,0,0,,0,,,,0,0,,0,1,6,0.0,,
46,2000,2000-12-24,16,23.312,GNB,,TAM,W 17-14,,27,74,2.74,2,9,9,78,8.67,0,100.0%,8.67,0,0,,0,0,0,,0,,,,0,0,,0,2,12,0.0,,
47,2001,2001-09-09,1,24.205,GNB,,DET,W 28-6,*,17,157,9.24,2,5,3,20,6.67,0,60.0%,4.00,0,0,,0,0,0,,,,,,0,0,,0,2,12,0.0,,
48,2001,2001-09-24,2,24.220,GNB,,WAS,W 37-0,*,25,116,4.64,0,9,6,30,5.00,0,66.7%,3.33,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
49,2001,2001-09-30,3,24.226,GNB,@,CAR,W 28-7,*,19,53,2.79,0,8,6,75,12.50,0,75.0%,9.38,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
50,2001,2001-10-07,4,24.233,GNB,@,TAM,L 10-14,*,15,59,3.93,0,7,7,65,9.29,0,100.0%,9.29,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
51,2001,2001-10-14,5,24.240,GNB,,BAL,W 31-23,*,20,54,2.70,1,3,2,18,9.00,0,66.7%,6.00,0,0,,0,0,0,,,,,,0,0,,0,1,6,0.0,,
52,2001,2001-10-21,6,24.247,GNB,@,MIN,L 13-35,*,11,73,6.64,0,6,5,36,7.20,0,83.3%,6.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
53,2001,2001-11-04,7,24.261,GNB,,TAM,W 21-20,*,24,169,7.04,1,6,6,49,8.17,0,100.0%,8.17,0,0,,0,0,0,,,,,,0,0,,0,1,6,0.0,,
54,2001,2001-11-11,8,24.268,GNB,@,CHI,W 20-12,*,18,93,5.17,0,3,2,17,8.50,0,66.7%,5.67,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
55,2001,2001-11-18,9,24.275,GNB,,ATL,L 20-23,*,17,62,3.65,0,5,5,37,7.40,0,100.0%,7.40,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
56,2001,2001-11-22,10,24.279,GNB,@,DET,W 29-27,*,22,102,4.64,1,3,2,48,24.00,1,66.7%,16.00,0,0,,0,0,0,,,,,,0,0,,0,2,12,0.0,,
57,2001,2001-12-03,11,24.290,GNB,@,JAX,W 28-21,*,17,31,1.82,0,7,5,74,14.80,1,71.4%,10.57,0,0,,0,0,0,,,,,,0,0,,0,1,6,0.0,,
58,2001,2001-12-09,12,24.296,GNB,,CHI,W 17-7,*,29,125,4.31,1,4,2,49,24.50,0,50.0%,12.25,0,0,,0,0,0,,,,,,0,0,,0,1,6,0.0,,
59,2001,2001-12-16,13,24.303,GNB,@,TEN,L 20-26,*,10,11,1.10,0,4,3,22,7.33,0,75.0%,5.50,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
60,2001,2001-12-23,14,24.310,GNB,,CLE,W 30-7,*,21,150,7.14,0,3,3,18,6.00,0,100.0%,6.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
61,2001,2001-12-30,15,24.317,GNB,,MIN,W 24-13,*,16,31,1.94,1,4,3,17,5.67,0,75.0%,4.25,0,0,,0,0,0,,,,,,0,0,,0,1,6,0.0,,
62,2001,2002-01-06,16,24.324,GNB,@,NYG,W 34-25,*,23,101,4.39,2,5,2,19,9.50,0,40.0%,3.80,0,0,,0,0,0,,,,,,0,0,,0,2,12,0.0,,
63,2002,2002-09-08,1,25.204,GNB,,ATL,W 37-34,*,27,155,5.74,0,7,6,42,7.00,0,85.7%,6.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
64,2002,2002-09-15,2,25.211,GNB,@,NOR,L 20-35,*,17,81,4.76,0,6,6,53,8.83,0,100.0%,8.83,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
65,2002,2002-09-29,4,25.225,GNB,,CAR,W 17-14,*,17,73,4.29,0,2,1,8,8.00,0,50.0%,4.00,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
66,2002,2002-10-07,5,25.233,GNB,@,CHI,W 34-21,*,27,107,3.96,0,4,4,21,5.25,0,100.0%,5.25,0,0,,0,0,0,,,,,,0,0,,0,0,0,0.0,,
67,2002,2002-10-13,6,25.239,GNB,@,NWE,W 28-10,*,31,136,4.39,1,3,3,21,7.00,1,100.0%,7.00,0,0,,0,0,0,,,,,,0,0,,0,2,12,0.0,,
