ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1995,1995-09-03,1,23.232,NYJ,@,MIA,L 14-52,,7,3,39,13.00,0,42.9%,5.57,0,0,,0,0,0
2,1995,1995-09-10,2,23.239,NYJ,,IND,L 24-27,,7,4,37,9.25,0,57.1%,5.29,0,0,,0,0,0
3,1995,1995-09-17,3,23.246,NYJ,,JAX,W 27-10,,7,5,48,9.60,1,71.4%,6.86,0,0,,0,1,6
4,1995,1995-09-24,4,23.253,NYJ,@,ATL,L 3-13,,4,2,21,10.50,0,50.0%,5.25,0,0,,0,0,0
5,1995,1995-10-01,5,23.260,NYJ,,OAK,L 10-47,,8,3,45,15.00,1,37.5%,5.63,1,11,11.00,0,1,6
6,1995,1995-10-08,6,23.267,NYJ,@,BUF,L 10-29,,4,2,6,3.00,0,50.0%,1.50,0,0,,0,0,0
7,1995,1995-10-15,7,23.274,NYJ,@,CAR,L 15-26,,1,0,0,,0,0.0%,0.00,1,14,14.00,0,0,0
8,1995,1995-10-22,8,23.281,NYJ,,MIA,W 17-16,,,0,0,,0,0.0%,,0,0,,0,,
9,1995,1995-10-29,9,23.288,NYJ,@,IND,L 10-17,,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0
10,1995,1995-11-05,10,23.295,NYJ,,NWE,L 7-20,,6,2,21,10.50,0,33.3%,3.50,0,0,,0,0,0
11,1995,1995-11-19,11,23.309,NYJ,,BUF,L 26-28,,2,1,5,5.00,0,50.0%,2.50,0,0,,0,0,0
12,1995,1995-11-26,12,23.316,NYJ,@,SEA,W 16-10,,4,3,25,8.33,0,75.0%,6.25,0,0,,0,0,0
13,1995,1995-12-03,13,23.323,NYJ,,STL,L 20-23,,1,0,0,,0,0.0%,0.00,0,0,,0,,
14,1995,1995-12-10,14,23.330,NYJ,@,NWE,L 28-31,,,0,0,,0,0.0%,,0,0,,0,,
15,1995,1995-12-24,16,23.344,NYJ,,NOR,L 0-12,,,0,0,,0,0.0%,,0,0,,0,,
16,1996,1996-09-01,1,24.231,NYJ,@,DEN,L 6-31,,,0,0,,0,0.0%,,0,0,,0,,
