ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks
1,1996,1996-12-01,13,24.239,NWE,@,SDG,W 45-7,,0,0,,0,1.0
2,1996,1996-12-08,14,24.246,NWE,,NYJ,W 34-10,,,,,,
3,1996,1996-12-15,15,24.253,NWE,@,DAL,L 6-12,,,,,,
4,1996,1996-12-21,16,24.259,NWE,@,NYG,W 23-22,,,,,,
5,1997,1997-08-31,1,25.147,NWE,,SDG,W 41-7,,,,,,
6,1997,1997-09-07,2,25.154,NWE,@,IND,W 31-6,,0,0,,0,1.0
7,1997,1997-09-14,3,25.161,NWE,,NYJ,W 27-24,,,,,,
8,1997,1997-09-21,4,25.168,NWE,,CHI,W 31-3,,,,,,
9,1997,1997-10-06,5,25.183,NWE,@,DEN,L 13-34,,,,,,
10,1997,1997-10-12,6,25.189,NWE,,BUF,W 33-6,,,,,,
11,1997,1997-10-19,7,25.196,NWE,@,NYJ,L 19-24,,,,,,
12,1997,1997-10-27,8,25.204,NWE,,GNB,L 10-28,,,,,,
13,1997,1997-11-02,9,25.210,NWE,@,MIN,L 18-23,,,,,,
14,1997,1997-11-09,10,25.217,NWE,@,BUF,W 31-10,,,,,,
15,1997,1997-11-16,11,25.224,NWE,@,TAM,L 7-27,,,,,,
16,1997,1997-11-23,12,25.231,NWE,,MIA,W 27-24,,,,,,
17,1997,1997-11-30,13,25.238,NWE,,IND,W 20-17,,,,,,
18,1997,1997-12-07,14,25.245,NWE,@,JAX,W 26-20,,,,,,
19,1997,1997-12-13,15,25.251,NWE,,PIT,L 21-24,,,,,,
20,1997,1997-12-22,16,25.260,NWE,@,MIA,W 14-12,,,,,,
21,1998,1998-09-07,1,26.154,NWE,@,DEN,L 21-27,,,,,,
22,1998,1998-09-13,2,26.160,NWE,,IND,W 29-6,,,,,,
23,1998,1998-09-20,3,26.167,NWE,,TEN,W 27-16,,1,13,13.00,0,0.0
24,1998,1998-10-04,4,26.181,NWE,@,NOR,W 30-27,,,,,,
25,1998,1998-10-11,5,26.188,NWE,,KAN,W 40-10,,0,0,,0,1.0
26,1998,1998-10-19,6,26.196,NWE,,NYJ,L 14-24,,0,0,,0,1.0
27,1998,1998-10-25,7,26.202,NWE,@,MIA,L 9-12,,0,0,,0,1.0
28,1998,1998-11-01,8,26.209,NWE,@,IND,W 21-16,,,,,,
29,1998,1998-11-08,9,26.216,NWE,,ATL,L 10-41,,,,,,
30,1998,1998-11-23,11,26.231,NWE,,MIA,W 26-23,,,,,,
31,1998,1998-11-29,12,26.237,NWE,,BUF,W 25-21,,,,,,
32,1998,1998-12-06,13,26.244,NWE,@,PIT,W 23-9,,0,0,,0,3.0
33,1998,1998-12-13,14,26.251,NWE,@,STL,L 18-32,,,,,,
34,1998,1998-12-20,15,26.258,NWE,,SFO,W 24-21,,,,,,
35,1998,1998-12-27,16,26.265,NWE,@,NYJ,L 10-31,,,,,,
