ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,1995,1995-09-03,1,23.212,CAR,@,ATL,L 20-23,,,,,,,,,,,,,,,
2,1995,1995-09-10,2,23.219,CAR,@,BUF,L 9-31,,,,,,,,,,,,,,,
3,1995,1995-09-17,3,23.226,CAR,,STL,L 10-31,,,,,,,,,,,,,,,
4,1995,1995-10-01,4,23.240,CAR,,TAM,L 13-20,,,,,,,,,,,,,,,
5,1995,1995-10-08,5,23.247,CAR,@,CHI,L 27-31,,,,,,,,,,,,,,,
6,1995,1995-10-15,6,23.254,CAR,,NYJ,W 26-15,,0,0,,0,0,0,,0,0.0,,,1,4,0
7,1995,1995-10-22,7,23.261,CAR,,NOR,W 20-3,,,,,,,,,,,,,,,
8,1995,1995-10-29,8,23.268,CAR,@,NWE,W 20-17,,,,,,,,,,,,,,,
9,1995,1995-11-05,9,23.275,CAR,@,SFO,W 13-7,,,,,,,,,,,,,,,
10,1995,1995-11-12,10,23.282,CAR,@,STL,L 17-28,,0,0,,0,0,0,,0,1.0,,,0,0,0
11,1995,1995-11-19,11,23.289,CAR,,ARI,W 27-7,,0,0,,0,0,0,,0,1.0,,,1,4,0
12,1995,1995-11-26,12,23.296,CAR,@,NOR,L 26-34,,,,,,,,,,,,,,,
13,1995,1995-12-03,13,23.303,CAR,,IND,W 13-10,,,,,,,,,,,,,,,
14,1995,1995-12-10,14,23.310,CAR,,SFO,L 10-31,,,,,,,,,,,,,,,
15,1995,1995-12-17,15,23.317,CAR,,ATL,W 21-17,,,,,,,,,,,,,,,
16,1995,1995-12-24,16,23.324,CAR,@,WAS,L 17-20,,,,,,,,,,,,,,,
17,1996,1996-09-01,1,24.211,CAR,,ATL,W 29-6,,,,,,0,0,,0,,,,,,
18,1996,1996-09-08,2,24.218,CAR,@,NOR,W 22-20,,,,,,0,0,,0,,,,,,
19,1996,1996-09-22,3,24.232,CAR,,SFO,W 23-7,,,,,,0,0,,0,,,,,,
20,1996,1996-09-29,4,24.239,CAR,@,JAX,L 14-24,,,,,,0,0,,0,,,,,,
21,1996,1996-10-06,5,24.246,CAR,@,MIN,L 12-14,,,,,,0,0,,0,,,,,,
22,1996,1996-10-20,7,24.260,CAR,,NOR,W 19-7,,,,,,0,0,,0,,,,,,
23,1996,1996-10-27,8,24.267,CAR,@,PHI,L 9-20,,,,,,0,0,,0,,,,,,
24,1996,1996-11-03,9,24.274,CAR,@,ATL,L 17-20,,,,,,0,0,,0,,,,,,
25,1996,1996-11-10,10,24.281,CAR,,NYG,W 27-17,,,,,,0,0,,0,,,,,,
26,1996,1996-11-17,11,24.288,CAR,@,STL,W 20-10,,0,0,,0,3,26,8.67,0,0.0,,,0,0,0
27,1996,1996-11-24,12,24.295,CAR,@,HOU,W 31-6,,,,,,0,0,,0,,,,,,
28,1996,1996-12-01,13,24.302,CAR,,TAM,W 24-0,,,,,,0,0,,0,,,,,,
29,1996,1996-12-08,14,24.309,CAR,@,SFO,W 30-24,,,,,,0,0,,0,,,,,,
30,1996,1996-12-15,15,24.316,CAR,,BAL,W 27-16,,0,0,,0,0,0,,0,0.0,,,1,35,0
31,1996,1996-12-22,16,24.323,CAR,,PIT,W 18-14,,,,,,0,0,,0,,,,,,
32,1997,1997-08-31,1,25.209,CAR,,WAS,L 10-24,,0,0,,0,3,21,7.00,0,1.0,,,0,0,0
33,1997,1997-09-07,2,25.216,CAR,@,ATL,W 9-6,,0,0,,0,2,5,2.50,0,0.0,,,0,0,0
34,1997,1997-09-14,3,25.223,CAR,@,SDG,W 26-7,,0,0,,0,1,1,1.00,0,0.0,,,0,0,0
35,1997,1997-09-21,4,25.230,CAR,,KAN,L 14-35,,0,0,,0,6,31,5.17,0,0.0,,,1,0,0
36,1997,1997-09-29,5,25.238,CAR,,SFO,L 21-34,,0,0,,0,0,0,,0,,,,,,
37,1997,1997-10-12,6,25.251,CAR,@,MIN,L 14-21,,0,0,,0,0,0,,0,,,,,,
38,1997,1997-10-19,7,25.258,CAR,@,NOR,W 13-0,,0,0,,0,0,0,,0,,,,,,
39,1997,1997-10-26,8,25.265,CAR,,ATL,W 21-12,,0,0,,0,0,0,,0,,,,,,
40,1997,1997-11-02,9,25.272,CAR,,OAK,W 38-14,,0,0,,0,2,25,12.50,0,0.0,,,1,0,0
