ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1973,1973-09-16,1,22.328,DET,@,PIT,L 10-24,,,,,,,,,,,,
2,1973,1973-09-23,2,22.335,DET,@,GNB,T 13-13,,,,,,,,,,,,
3,1973,1973-10-07,4,22.349,DET,,MIN,L 9-23,,,,,,,,,,,,
4,1973,1973-10-14,5,22.356,DET,@,NOR,L 13-20,,,,,,,,,,,,
5,1973,1973-10-21,6,22.363,DET,,BAL,L 27-29,1,7,7.00,0,0,0,,0,0,0,,0
6,1973,1973-10-28,7,23.005,DET,,GNB,W 34-0,5,44,8.80,0,0,0,,0,0,0,,0
7,1973,1973-11-04,8,23.012,DET,,SFO,W 30-20,,,,,,,,,,,,
8,1973,1973-11-11,9,23.019,DET,@,MIN,L 7-28,4,32,8.00,0,0,0,,0,0,0,,0
9,1973,1973-11-18,10,23.026,DET,@,CHI,W 30-7,5,15,3.00,0,1,6,6.00,0,0,0,,0
10,1973,1973-11-22,11,23.030,DET,,WAS,L 0-20,1,2,2.00,0,0,0,,0,1,26,26.00,0
11,1973,1973-12-02,12,23.040,DET,@,STL,W 20-16,3,10,3.33,0,0,0,,0,1,26,26.00,0
12,1974,1974-09-15,1,23.327,DET,@,CHI,L 9-17,1,2,2.00,0,1,-1,-1.00,0,0,0,,0
13,1974,1974-10-06,4,23.348,DET,@,RAM,L 13-16,4,13,3.25,0,0,0,,0,0,0,,0
14,1974,1974-10-14,5,23.356,DET,,SFO,W 17-13,10,39,3.90,0,4,20,5.00,0,0,0,,0
15,1974,1974-10-20,6,23.362,DET,@,MIN,W 20-16,4,-1,-0.25,0,0,0,,0,0,0,,0
16,1974,1974-11-03,8,24.011,DET,,NOR,W 19-14,2,3,1.50,0,0,0,,0,0,0,,0
17,1974,1974-11-10,9,24.018,DET,@,OAK,L 13-35,9,38,4.22,0,2,2,1.00,0,0,0,,0
18,1974,1974-11-17,10,24.025,DET,,NYG,W 20-19,6,16,2.67,0,1,19,19.00,0,0,0,,0
19,1974,1974-12-15,14,24.053,DET,@,PHI,L 17-28,8,33,4.13,0,1,13,13.00,0,0,0,,0
20,1975,1975-09-21,1,24.333,DET,@,GNB,W 30-16,0,0,,0,0,0,,0,1,8,8.00,0
21,1975,1975-09-28,2,24.340,DET,@,ATL,W 17-14,,,,,,,,,,,,
22,1975,1975-10-06,3,24.348,DET,,DAL,L 10-36,0,0,,0,1,5,5.00,0,0,0,,0
23,1975,1975-10-12,4,24.354,DET,,CHI,W 27-7,4,-8,-2.00,0,0,0,,0,0,0,,0
24,1975,1975-10-19,5,24.361,DET,@,MIN,L 19-25,,,,,,,,,,,,
25,1975,1975-11-09,8,25.017,DET,,CLE,W 21-10,,,,,,,,,,,,
26,1975,1975-11-16,9,25.024,DET,,GNB,W 13-10,,,,,,,,,,,,
27,1975,1975-11-23,10,25.031,DET,@,KAN,L 21-24,,,,,,,,,,,,
28,1975,1975-11-27,11,25.035,DET,,RAM,L 0-20,,,,,,,,,,,,
29,1975,1975-12-07,12,25.045,DET,@,CHI,L 21-25,0,0,,0,0,0,,0,1,0,0.00,0
30,1975,1975-12-14,13,25.052,DET,,MIN,W 17-10,,,,,,,,,,,,
31,1975,1975-12-21,14,25.059,DET,,STL,L 13-24,,,,,,,,,,,,
32,1976,1976-10-17,6,25.360,DET,@,WAS,L 7-20,,,,,,,,,,,,
