ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1966,1966-09-02,1,22.197,MIA,,OAK,L 14-23,2,26,13.00,0,0,0,,0,0,0,,0,0,0
2,1966,1966-10-02,4,22.227,MIA,@,SDG,L 10-44,2,30,15.00,1,0,0,,0,0,0,,0,1,6
3,1966,1966-10-09,5,22.234,MIA,@,OAK,L 10-21,1,35,35.00,0,0,0,,0,0,0,,0,0,0
4,1966,1966-11-06,8,22.262,MIA,,BUF,L 0-29,4,30,7.50,0,0,0,,0,0,0,,0,0,0
5,1966,1966-11-13,9,22.269,MIA,@,KAN,L 16-34,1,31,31.00,0,0,0,,0,0,0,,0,0,0
6,1966,1966-11-27,11,22.283,MIA,,BOS,L 14-20,1,12,12.00,0,0,0,,0,0,23,,0,0,0
7,1966,1966-12-04,12,22.290,MIA,@,DEN,L 7-17,3,34,11.33,0,0,0,,0,0,0,,0,0,0
8,1966,1966-12-18,14,22.304,MIA,,HOU,W 29-28,3,26,8.67,0,0,0,,0,0,0,,0,0,0
9,1967,1967-09-17,1,23.212,MIA,,DEN,W 35-21,2,36,18.00,0,0,0,,0,0,0,,0,0,0
10,1967,1967-09-24,2,23.219,MIA,,KAN,L 0-24,2,19,9.50,0,0,0,,0,0,0,,0,0,0
11,1967,1967-10-01,3,23.226,MIA,@,NYJ,L 7-29,1,17,17.00,0,0,0,,0,0,0,,0,0,0
12,1967,1967-10-15,5,23.240,MIA,@,BOS,L 10-41,1,13,13.00,0,0,0,,0,0,0,,0,0,0
13,1967,1967-10-22,6,23.247,MIA,,NYJ,L 14-33,3,27,9.00,1,0,0,,0,0,0,,0,1,6
14,1967,1967-11-12,8,23.268,MIA,@,SDG,L 0-24,2,16,8.00,0,0,0,,0,0,0,,0,0,0
15,1967,1967-12-23,14,23.309,MIA,,HOU,L 10-41,1,13,13.00,0,0,0,,0,0,0,,0,0,0
16,1968,1968-09-14,1,24.210,MIA,,HOU,L 10-24,7,104,14.86,1,0,0,,0,0,0,,0,1,6
17,1968,1968-09-21,2,24.217,MIA,,OAK,L 21-47,5,52,10.40,1,0,0,,0,0,0,,0,1,6
18,1968,1968-09-28,3,24.224,MIA,,KAN,L 3-48,4,57,14.25,0,0,0,,0,0,0,,0,0,0
19,1968,1968-10-06,4,24.232,MIA,@,HOU,W 24-7,1,50,50.00,1,0,0,,0,0,0,,0,1,6
20,1968,1968-10-12,5,24.238,MIA,,BUF,T 14-14,3,21,7.00,0,0,0,,0,0,0,,0,0,0
21,1968,1968-10-20,6,24.246,MIA,@,CIN,W 24-22,6,59,9.83,2,0,0,,0,0,0,,0,2,12
22,1968,1968-10-27,7,24.253,MIA,@,DEN,L 14-21,4,81,20.25,0,0,0,,0,0,0,,0,0,0
23,1968,1968-11-03,8,24.260,MIA,@,SDG,L 28-34,6,72,12.00,1,0,0,,0,0,0,,0,1,6
24,1968,1968-11-10,9,24.267,MIA,@,BUF,W 21-17,5,71,14.20,1,0,0,,0,0,0,,0,1,6
25,1968,1968-11-17,10,24.274,MIA,,CIN,L 21-38,4,31,7.75,1,0,0,,0,0,0,,0,1,6
26,1968,1968-11-24,11,24.281,MIA,@,BOS,W 34-10,3,47,15.67,2,0,0,,0,0,0,,0,2,12
27,1968,1968-12-01,12,24.288,MIA,@,NYJ,L 17-35,4,46,11.50,0,0,0,,0,0,0,,0,0,0
28,1968,1968-12-08,13,24.295,MIA,,BOS,W 38-7,2,32,16.00,1,0,0,,0,0,0,,0,1,6
29,1968,1968-12-15,14,24.302,MIA,,NYJ,L 7-31,4,37,9.25,0,0,0,,0,0,0,,0,0,0
30,1969,1969-09-14,1,25.209,MIA,@,CIN,L 21-27,3,26,8.67,1,0,0,,0,0,0,,0,1,6
31,1969,1969-09-20,2,25.215,MIA,@,OAK,L 17-20,1,12,12.00,0,0,0,,0,0,0,,0,0,0
32,1969,1969-10-04,4,25.229,MIA,,OAK,T 20-20,4,51,12.75,1,0,0,,0,0,0,,0,1,6
33,1969,1969-10-11,5,25.236,MIA,,SDG,L 14-21,1,5,5.00,1,0,0,,0,0,0,,0,1,6
34,1969,1969-10-19,6,25.244,MIA,@,KAN,L 10-17,2,13,6.50,0,0,0,,0,0,0,,0,0,0
35,1969,1969-10-26,7,25.251,MIA,,BUF,W 24-6,1,10,10.00,0,1,-11,-11.00,0,0,0,,0,0,0
36,1969,1969-11-02,8,25.258,MIA,@,NYJ,L 31-34,4,36,9.00,0,0,0,,0,0,0,,0,0,0
37,1969,1969-11-16,10,25.272,MIA,@,BUF,L 3-28,2,29,14.50,0,0,0,,0,0,0,,0,0,0
38,1969,1969-11-23,11,25.279,MIA,,HOU,L 7-32,2,22,11.00,0,0,0,,0,0,0,,0,0,0
39,1969,1969-11-30,12,25.286,MIA,,BOS,L 23-38,3,21,7.00,0,0,0,,0,0,0,,0,0,0
40,1969,1969-12-07,13,25.293,MIA,,DEN,W 27-24,3,37,12.33,0,0,0,,0,0,0,,0,0,0
41,1969,1969-12-14,14,25.300,MIA,,NYJ,L 9-27,3,45,15.00,0,0,0,,0,0,0,,0,0,0
