ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1984,1984-09-02,1,21.340,NWE,@,BUF,W 21-17,,,0,0,,0,,,0,0,,0,,,,,,,,,,,,0,0,,0,0,0,,0,0,
2,1984,1984-09-09,2,21.347,NWE,@,MIA,L 7-28,,,1,22,22.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,14,7.00,0,0,0
3,1984,1984-09-16,3,21.354,NWE,,SEA,W 38-23,,,2,24,12.00,1,,,1,-11,-11.00,0,0,0,,0,0,0,,,,,,3,56,18.67,0,3,62,20.67,0,1,6
4,1984,1984-09-23,4,21.361,NWE,,WAS,L 10-26,,,3,43,14.33,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,13,6.50,0,0,0
5,1984,1984-09-30,5,22.002,NWE,@,NYJ,W 28-21,,,1,16,16.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,1,21,21.00,0,2,6,3.00,0,0,0
6,1984,1984-10-07,6,22.009,NWE,@,CLE,W 17-16,,,1,10,10.00,0,,,1,0,0.00,0,0,0,,0,0,0,,,,,,0,0,,0,1,-2,-2.00,0,0,0
7,1984,1984-10-14,7,22.016,NWE,,CIN,W 20-14,,,1,26,26.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,3,21,7.00,0,0,0
8,1984,1984-10-21,8,22.023,NWE,,MIA,L 24-44,,,0,0,,0,,,0,0,,0,,,,,,,,,,,,0,0,,0,0,0,,0,0,
9,1984,1984-11-11,11,22.044,NWE,,BUF,W 38-10,,,0,0,,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,4,66,16.50,0,0,0
10,1984,1984-11-18,12,22.051,NWE,@,IND,W 50-17,,,1,9,9.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,1,18,18.00,0,3,52,17.33,0,0,0
11,1984,1984-11-22,13,22.055,NWE,@,DAL,L 17-20,,,0,0,,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,7,18,2.57,0,0,0
12,1984,1984-12-02,14,22.065,NWE,,STL,L 10-33,,,1,14,14.00,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,4,47,11.75,0,0,0
13,1984,1984-12-09,15,22.072,NWE,@,PHI,L 17-27,,,0,0,,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,2,0,0.00,0,0,0
14,1984,1984-12-16,16,22.079,NWE,,IND,W 16-10,,,0,0,,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,3,50,16.67,0,0,0
15,1985,1985-09-08,1,22.345,NWE,,GNB,W 26-20,,,1,25,25.00,0,,,1,13,13.00,0,0,0,,0,0,0,,,,,,1,24,24.00,0,3,26,8.67,0,0,0
16,1985,1985-09-15,2,22.352,NWE,@,CHI,L 7-20,,,0,0,,0,,,0,0,,0,0,0,,0,0,0,,,,,,0,0,,0,3,15,5.00,0,0,0
