ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1971,1971-10-03,3,22.096,STL,,NYG,L 20-21,1,0,0.00,0
2,1971,1971-10-10,4,22.103,STL,@,ATL,W 26-9,,,,
3,1971,1971-10-17,5,22.110,STL,@,WAS,L 0-20,,,,
4,1971,1971-10-24,6,22.117,STL,,SFO,L 14-26,,,,
5,1971,1971-10-31,7,22.124,STL,@,BUF,W 28-23,,,,
6,1971,1971-11-07,8,22.131,STL,,DAL,L 13-16,,,,
7,1971,1971-11-15,9,22.139,STL,@,SDG,L 17-20,,,,
8,1971,1971-11-21,10,22.145,STL,,PHI,L 20-37,,,,
9,1971,1971-11-28,11,22.152,STL,@,NYG,W 24-7,,,,
10,1971,1971-12-05,12,22.159,STL,,GNB,T 16-16,,,,
11,1971,1971-12-12,13,22.166,STL,@,PHI,L 7-19,,,,
12,1971,1971-12-18,14,22.172,STL,@,DAL,L 12-31,,,,
13,1972,1972-09-17,1,23.080,STL,@,BAL,W 10-3,,,,
14,1972,1972-09-24,2,23.087,STL,@,WAS,L 10-24,,,,
15,1972,1972-10-01,3,23.094,STL,,PIT,L 19-25,,,,
16,1972,1972-10-08,4,23.101,STL,@,MIN,W 19-17,,,,
17,1972,1972-10-15,5,23.108,STL,,WAS,L 3-33,,,,
18,1972,1972-10-22,6,23.115,STL,@,NYG,L 21-27,,,,
19,1972,1972-10-29,7,23.122,STL,,CHI,L 10-27,,,,
20,1972,1972-11-05,8,23.129,STL,@,PHI,T 6-6,,,,
21,1972,1972-11-12,9,23.136,STL,@,DAL,L 24-33,,,,
22,1972,1972-11-19,10,23.143,STL,,NYG,L 7-13,,,,
23,1972,1972-11-27,11,23.151,STL,@,MIA,L 10-31,,,,
24,1972,1972-12-03,12,23.157,STL,,DAL,L 6-27,,,,
25,1972,1972-12-10,13,23.164,STL,,RAM,W 24-14,,,,
26,1972,1972-12-17,14,23.171,STL,,PHI,W 24-23,,,,
27,1973,1973-09-16,1,24.079,STL,@,PHI,W 34-23,,,,
28,1973,1973-09-23,2,24.086,STL,,WAS,W 34-27,,,,
29,1973,1973-09-30,3,24.093,STL,@,DAL,L 10-45,,,,
30,1973,1973-10-07,4,24.100,STL,,OAK,L 10-17,,,,
31,1973,1973-10-14,5,24.107,STL,,PHI,L 24-27,,,,
32,1973,1973-10-21,6,24.114,STL,@,WAS,L 13-31,,,,
33,1973,1973-10-28,7,24.121,STL,,NYG,W 35-27,,,,
34,1973,1973-11-04,8,24.128,STL,,DEN,T 17-17,,,,
35,1973,1973-11-11,9,24.135,STL,@,GNB,L 21-25,,,,
36,1973,1973-11-18,10,24.142,STL,@,NYG,L 13-24,,,,
37,1973,1973-11-25,11,24.149,STL,@,CIN,L 24-42,,,,
38,1973,1973-12-02,12,24.156,STL,,DET,L 16-20,,,,
39,1973,1973-12-09,13,24.163,STL,@,ATL,W 32-10,,,,
40,1973,1973-12-16,14,24.170,STL,,DAL,L 3-30,,,,
41,1974,1974-09-15,1,25.078,STL,,PHI,W 7-3,,,,
42,1974,1974-09-22,2,25.085,STL,@,WAS,W 17-10,,,,
43,1974,1974-09-29,3,25.092,STL,,CLE,W 29-7,,,,
44,1974,1974-10-06,4,25.099,STL,@,SFO,W 34-9,,,,
45,1974,1974-10-13,5,25.106,STL,,DAL,W 31-28,,,,
46,1974,1974-10-20,6,25.113,STL,@,HOU,W 31-27,,,,
47,1974,1974-10-27,7,25.120,STL,,WAS,W 23-20,,,,
48,1974,1974-11-03,8,25.127,STL,@,DAL,L 14-17,,,,
49,1974,1974-11-11,9,25.135,STL,,MIN,L 24-28,,,,
50,1974,1974-11-17,10,25.141,STL,@,PHI,W 13-3,,,,
51,1974,1974-11-24,11,25.148,STL,@,NYG,W 23-21,,,,
52,1974,1974-12-01,12,25.155,STL,,KAN,L 13-17,,,,
