ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1982,1982-11-22,3,23.360,SDG,@,RAI,L 24-28,0,0,,0,,
2,1982,1982-11-28,4,24.001,SDG,,DEN,W 30-20,0,0,,0,,
3,1982,1982-12-05,5,24.008,SDG,@,CLE,W 30-13,0,0,,0,,
4,1982,1982-12-26,8,24.029,SDG,,BAL,W 44-26,1,55,55.00,0,0,0
5,1982,1983-01-02,9,24.036,SDG,,RAI,L 34-41,1,22,22.00,0,0,0
6,1983,1983-09-04,1,24.281,SDG,,NYJ,L 29-41,4,110,27.50,1,1,6
7,1983,1983-09-12,2,24.289,SDG,@,KAN,W 17-14,1,7,7.00,0,0,0
8,1983,1983-09-18,3,24.295,SDG,@,SEA,L 31-34,2,56,28.00,1,1,6
9,1983,1983-09-25,4,24.302,SDG,,CLE,L 24-30,0,0,,0,,
10,1983,1983-10-02,5,24.309,SDG,@,NYG,W 41-34,0,0,,0,,
11,1983,1983-10-09,6,24.316,SDG,,SEA,W 28-21,2,65,32.50,1,1,6
12,1983,1983-10-16,7,24.323,SDG,@,NWE,L 21-37,2,51,25.50,1,1,6
13,1983,1983-10-23,8,24.330,SDG,@,DEN,L 6-14,0,0,,0,,
14,1983,1983-10-31,9,24.338,SDG,,WAS,L 24-27,0,0,,0,,
15,1983,1983-11-06,10,24.344,SDG,@,PIT,L 3-26,2,5,2.50,0,0,0
16,1983,1983-11-13,11,24.351,SDG,,DAL,W 24-23,0,0,,0,,
17,1983,1983-11-20,12,24.358,SDG,@,STL,L 14-44,0,0,,0,,
18,1983,1983-11-27,13,25.000,SDG,,DEN,W 31-7,0,0,,0,,
19,1983,1983-12-01,14,25.004,SDG,,RAI,L 10-42,1,18,18.00,0,0,0
20,1983,1983-12-11,15,25.014,SDG,,KAN,W 41-38,4,56,14.00,0,0,0
21,1983,1983-12-18,16,25.021,SDG,@,RAI,L 14-30,2,54,27.00,1,1,6
22,1984,1984-09-02,1,25.280,SDG,@,MIN,W 42-13,4,115,28.75,0,0,0
23,1984,1984-09-09,2,25.287,SDG,@,SEA,L 17-31,1,61,61.00,1,1,6
24,1984,1984-09-16,3,25.294,SDG,,HOU,W 31-14,3,44,14.67,0,0,0
25,1984,1984-09-24,4,25.302,SDG,@,RAI,L 30-33,0,0,,0,,
26,1984,1984-09-30,5,25.308,SDG,,DET,W 27-24,0,0,,0,,
27,1984,1984-10-07,6,25.315,SDG,@,GNB,W 34-28,2,71,35.50,1,1,6
28,1984,1984-10-14,7,25.322,SDG,@,KAN,L 13-31,1,10,10.00,0,0,0
29,1984,1984-10-21,8,25.329,SDG,,RAI,L 37-44,1,50,50.00,1,1,6
30,1984,1984-10-29,9,25.337,SDG,,SEA,L 0-24,2,18,9.00,0,0,0
31,1984,1984-11-04,10,25.343,SDG,@,IND,W 38-10,0,0,,0,,
