ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1993,1993-09-05,1,22.253,PIT,,SFO,L 13-24,,0,0,,0,,,,,,
2,1993,1993-09-12,2,22.260,PIT,@,RAM,L 0-27,,0,0,,0,,,,,,
3,1993,1993-09-19,3,22.267,PIT,,CIN,W 34-7,,0,0,,0,,,,,,
4,1993,1993-09-27,4,22.275,PIT,@,ATL,W 45-17,,0,0,,0,,,,,,
5,1993,1993-10-10,5,22.288,PIT,,SDG,W 16-3,,0,0,,0,,,,,,
6,1993,1993-10-17,6,22.295,PIT,,NOR,W 37-14,,0,0,,0,,,,,,
7,1993,1993-10-24,7,22.302,PIT,@,CLE,L 23-28,,0,0,,0,,,,,,
8,1993,1993-11-07,8,22.316,PIT,@,CIN,W 24-16,,0,0,,0,,,,,,
9,1993,1993-11-15,9,22.324,PIT,,BUF,W 23-0,,0,0,,0,,,,,,
10,1993,1993-11-21,10,22.330,PIT,@,DEN,L 13-37,,0,0,,0,,,,,,
11,1993,1993-11-28,11,22.337,PIT,@,HOU,L 3-23,,1,19,19.00,0,0,0,0.0,0,0,0
12,1993,1993-12-05,12,22.344,PIT,,NWE,W 17-14,,0,0,,0,,,,,,
13,1993,1993-12-13,13,22.352,PIT,@,MIA,W 21-20,,0,0,,0,,,,,,
14,1993,1993-12-19,14,22.358,PIT,,HOU,L 17-26,,0,0,,0,,,,,,
15,1993,1993-12-26,15,23.000,PIT,@,SEA,L 6-16,,0,0,,0,,,,,,
16,1993,1994-01-02,16,23.007,PIT,,CLE,W 16-9,,0,0,,0,,,,,,
17,1994,1994-09-04,1,23.252,PIT,,DAL,L 9-26,,,,,,,,,,,
18,1994,1994-09-11,2,23.259,PIT,@,CLE,W 17-10,,,,,,,,,,,
19,1994,1994-09-18,3,23.266,PIT,,IND,W 31-21,,,,,,,,,,,
20,1994,1994-09-25,4,23.273,PIT,@,SEA,L 13-30,,,,,,,,,,,
21,1994,1994-10-03,5,23.281,PIT,,HOU,W 30-14,,,,,,,,,,,
22,1994,1994-10-16,6,23.294,PIT,,CIN,W 14-10,,,,,,,,,,,
23,1994,1994-10-23,7,23.301,PIT,@,NYG,W 10-6,,,,,,,,,,,
24,1994,1994-10-30,8,23.308,PIT,@,ARI,L 17-20,,,,,,,,,,,
25,1994,1994-11-06,9,23.315,PIT,@,HOU,W 12-9,,,,,,,,,,,
26,1994,1994-11-14,10,23.323,PIT,,BUF,W 23-10,,,,,,,,,,,
27,1994,1994-11-20,11,23.329,PIT,,MIA,W 16-13,,,,,,,,,,,
28,1994,1994-11-27,12,23.336,PIT,@,RAI,W 21-3,,,,,,,,,,,
29,1994,1994-12-04,13,23.343,PIT,@,CIN,W 38-15,,,,,,,,,,,
30,1994,1994-12-11,14,23.350,PIT,,PHI,W 14-3,,,,,,,,,,,
31,1994,1994-12-18,15,23.357,PIT,,CLE,W 17-7,,,,,,,,,,,
32,1994,1994-12-24,16,23.363,PIT,@,SDG,L 34-37,,,,,,,,,,,
33,1995,1995-09-03,1,24.251,PIT,,DET,W 23-20,,,,,,,,,,,
34,1995,1995-09-10,2,24.258,PIT,@,HOU,W 34-17,,,,,,,,,,,
35,1995,1995-09-18,3,24.266,PIT,@,MIA,L 10-23,,,,,,,,,,,
36,1995,1995-09-24,4,24.272,PIT,,MIN,L 24-44,,,,,,,,,,,
37,1995,1995-10-01,5,24.279,PIT,,SDG,W 31-16,,0,0,,0,1,6,0.0,2,73,1
38,1995,1995-10-08,6,24.286,PIT,@,JAX,L 16-20,,,,,,,,,,,
39,1995,1995-10-19,7,24.297,PIT,,CIN,L 9-27,,,,,,,,,,,
40,1995,1995-10-29,8,24.307,PIT,,JAX,W 24-7,,,,,,,,,,,
41,1995,1995-11-05,9,24.314,PIT,@,CHI,W 37-34,,0,0,,0,0,0,0.0,1,11,0
42,1995,1995-11-13,10,24.322,PIT,,CLE,W 20-3,,,,,,,,,,,
43,1995,1995-11-19,11,24.328,PIT,@,CIN,W 49-31,,,,,,,,,,,
44,1995,1995-11-26,12,24.335,PIT,@,CLE,W 20-17,,0,0,,0,0,0,0.0,1,10,0
45,1995,1995-12-03,13,24.342,PIT,,HOU,W 21-7,,,,,,,,,,,
46,1995,1995-12-10,14,24.349,PIT,@,OAK,W 29-10,,0,0,,0,0,0,0.0,2,28,0
47,1995,1995-12-16,15,24.355,PIT,,NWE,W 41-27,,0,0,,0,0,0,0.0,1,0,0
48,1995,1995-12-24,16,24.363,PIT,@,GNB,L 19-24,,,,,,,,,,,
49,1996,1996-09-01,1,25.250,PIT,@,JAX,L 9-24,,,,,,,,,,,
50,1996,1996-09-08,2,25.257,NYJ,,IND,L 7-21,,,,,,,,,,,
51,1996,1996-09-16,3,25.265,PIT,,BUF,W 24-6,,,,,,,,,,,
52,1996,1996-09-29,4,25.278,PIT,,HOU,W 30-16,,0,0,,0,0,0,1.0,0,0,0
53,1996,1996-10-07,5,25.286,PIT,@,KAN,W 17-7,,0,0,,0,0,0,0.0,1,1,0
54,1996,1996-10-13,6,25.292,PIT,,CIN,W 20-10,,,,,,,,,,,
55,1996,1996-10-20,7,25.299,PIT,@,HOU,L 13-23,,,,,,,,,,,
56,1996,1996-10-27,8,25.306,PIT,@,ATL,W 20-17,,,,,,,,,,,
57,1996,1996-11-03,9,25.313,PIT,,STL,W 42-6,,,,,,,,,,,
58,1996,1996-11-10,10,25.320,PIT,@,CIN,L 24-34,,,,,,,,,,,
59,1996,1996-11-25,12,25.335,PIT,@,MIA,W 24-17,,,,,,,,,,,
60,1996,1996-12-01,13,25.341,BUF,@,IND,L 10-13,,,,,,,,,,,
61,1996,1996-12-08,14,25.348,PIT,,SDG,W 16-3,,,,,,,,,,,
62,1996,1996-12-15,15,25.355,PIT,,SFO,L 15-25,,,,,,,,,,,
63,1996,1996-12-22,16,25.362,PIT,@,CAR,L 14-18,,,,,,,,,,,
64,1997,1997-08-31,1,26.248,SEA,,NYJ,L 3-41,,,,,,,,,,,
65,1997,1997-09-07,2,26.255,SEA,,DEN,L 14-35,,,,,,,,,,,
66,1997,1997-09-14,3,26.262,SEA,@,IND,W 31-3,,,,,,,,,,,
67,1997,1997-09-21,4,26.269,SEA,,SDG,W 26-22,,,,,,,,,,,
68,1997,1997-09-28,5,26.276,SEA,@,KAN,L 17-20,,,,,,,,,,,
69,1997,1997-10-05,6,26.283,SEA,,TEN,W 16-13,,,,,,,,,,,
70,1997,1997-10-19,7,26.297,SEA,@,STL,W 17-9,,,,,,,,,,,
71,1997,1997-10-26,8,26.304,SEA,,OAK,W 45-34,,,,,,,,,,,
72,1997,1997-11-02,9,26.311,SEA,@,DEN,L 27-30,,,,,,,,,,,
73,1997,1997-11-09,10,26.318,SEA,@,SDG,W 37-31,,,,,,,,,,,
74,1997,1997-11-16,11,26.325,SEA,@,NOR,L 17-20,,,,,,,,,,,
75,1997,1997-11-23,12,26.332,SEA,,KAN,L 14-19,,,,,,,,,,,
76,1997,1997-11-30,13,26.339,SEA,,ATL,L 17-24,,,,,,,,,,,
77,1997,1997-12-07,14,26.346,NYJ,,IND,L 14-22,,,,,,,,,,,
78,1997,1997-12-14,15,26.353,SEA,@,OAK,W 22-21,,,,,,,,,,,
79,1997,1997-12-21,16,26.360,SEA,,SFO,W 38-9,,0,0,,0,0,0,0.0,1,0,0
80,1998,1998-09-06,1,27.254,SEA,@,PHI,W 38-0,,,,,,,,,,,
81,1998,1998-09-13,2,27.261,SEA,,ARI,W 33-14,,0,0,,0,1,6,0.0,1,28,1
82,1998,1998-09-20,3,27.268,SEA,,WAS,W 24-14,,,,,,,,,,,
83,1998,1998-09-27,4,27.275,SEA,@,PIT,L 10-13,,,,,,,,,,,
84,1998,1998-10-04,5,27.282,SEA,@,KAN,L 6-17,,,,,,,,,,,
85,1998,1998-10-11,6,27.289,SEA,,DEN,L 16-21,,,,,,,,,,,
86,1998,1998-10-25,7,27.303,SEA,@,SDG,W 27-20,,,,,,,,,,,
87,1998,1998-11-01,8,27.310,SEA,,OAK,L 18-31,,0,0,,0,0,0,0.0,1,8,0
88,1998,1998-11-08,9,27.317,SEA,,KAN,W 24-12,,,,,,,,,,,
89,1998,1998-11-15,10,27.324,SEA,@,OAK,L 17-20,,,,,,,,,,,
90,1998,1998-11-29,12,27.338,SEA,,TEN,W 20-18,,,,,,,,,,,
91,1998,1998-12-06,13,27.345,SEA,@,NYJ,L 31-32,,,,,,,,,,,
92,1998,1998-12-20,15,27.359,SEA,,IND,W 27-23,,,,,,,,,,,
93,1998,1998-12-27,16,28.001,SEA,@,DEN,L 21-28,,,,,,,,,,,
94,1999,1999-09-12,1,28.260,SEA,,DET,L 20-28,*,0,0,,0,1,6,0.0,1,40,1
95,1999,1999-09-19,2,28.267,SEA,@,CHI,W 14-13,*,,,,,,,,,,
96,1999,1999-09-26,3,28.274,SEA,@,PIT,W 29-10,*,0,0,,0,0,0,0.0,1,0,0
97,1999,1999-10-03,4,28.281,SEA,,OAK,W 22-21,*,,,,,,,,,,
