ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1950,1950-09-17,1,23.328,BAL,,WAS,L 14-38,,19,34,55.88,229,0,2,52.2,0,0,6.74,4.09,5,29,5.80,0,0,0,,0,0,
2,1950,1950-09-24,2,23.335,BAL,,CLE,L 0-31,*,5,12,41.67,65,0,2,19.8,0,0,5.42,-2.08,1,2,2.00,0,0,0,,0,0,
3,1950,1950-10-02,3,23.343,BAL,@,CRD,L 13-55,*,9,18,50.00,91,0,2,25.2,0,0,5.06,0.06,0,0,,0,0,0,,0,0,
4,1950,1950-10-15,4,23.356,BAL,,PHI,L 14-24,,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0,,0,0,
5,1950,1950-10-22,5,23.363,BAL,@,RAM,L 27-70,,11,22,50.00,122,0,1,47.9,0,0,5.55,3.50,1,16,16.00,0,0,0,,0,0,
6,1950,1950-10-29,6,24.005,BAL,@,SFO,L 14-17,,18,32,56.25,240,1,3,51.6,0,0,7.50,3.91,2,-3,-1.50,0,0,0,,0,0,
7,1950,1950-11-05,7,24.012,BAL,,GNB,W 41-21,*,14,31,45.16,277,1,3,48.1,0,0,8.94,5.23,2,12,6.00,0,0,0,,0,0,
8,1950,1950-11-12,8,24.019,BAL,@,PIT,L 7-17,*,24,43,55.81,202,0,1,58.5,0,0,4.70,3.65,0,0,,0,0,0,,0,0,
9,1950,1950-11-19,9,24.026,BAL,,NYG,L 20-55,*,17,29,58.62,176,2,1,84.8,0,0,6.07,5.90,2,7,3.50,0,0,0,,0,0,
10,1950,1950-11-26,10,24.033,BAL,@,WAS,L 28-38,*,17,39,43.59,205,2,0,77.4,0,0,5.26,6.28,0,0,,0,0,0,,0,0,
11,1950,1950-12-03,11,24.040,BAL,,DET,L 21-45,*,15,29,51.72,141,2,3,48.9,0,0,4.86,1.59,0,0,,0,0,0,,0,0,
12,1950,1950-12-10,12,24.047,BAL,@,NYY,L 14-51,,12,25,48.00,136,0,1,48.1,0,0,5.44,3.64,2,4,2.00,2,0,0,,0,2,
13,1951,1951-09-30,1,24.341,SFO,,CLE,W 24-10,,3,3,100.00,59,0,0,118.7,0,0,19.67,19.67,0,0,,0,0,0,,0,0,
14,1951,1951-10-06,2,24.347,SFO,@,PHI,L 14-21,,9,18,50.00,64,1,1,53.9,0,0,3.56,2.17,1,3,3.00,0,0,0,,0,0,
15,1951,1951-10-14,3,24.355,SFO,@,PIT,W 28-24,,5,10,50.00,40,0,0,60.4,0,0,4.00,4.00,0,0,,0,0,0,,0,0,
16,1951,1951-10-21,4,24.362,SFO,@,CHI,L 7-13,,10,17,58.82,140,1,3,65.4,0,0,8.24,1.47,0,0,,0,0,0,,0,0,
17,1951,1951-10-28,5,25.004,SFO,,RAM,W 44-17,,2,4,50.00,61,2,0,135.4,0,0,15.25,25.25,1,0,0.00,0,0,0,,0,0,
18,1951,1951-11-04,6,25.011,SFO,@,RAM,L 16-23,,1,5,20.00,1,0,2,0.0,0,0,0.20,-17.80,2,7,3.50,0,0,0,,0,0,
19,1951,1951-11-11,7,25.018,SFO,,NYY,W 19-14,,8,9,88.89,118,1,0,155.8,0,0,13.11,15.33,0,0,,0,0,0,,0,0,
20,1951,1951-11-18,8,25.025,SFO,,CRD,L 21-27,,4,10,40.00,52,0,1,17.5,0,0,5.20,0.70,0,0,,0,0,0,,0,0,
21,1951,1951-11-25,9,25.032,SFO,@,NYY,T 10-10,,4,8,50.00,40,0,0,64.6,0,0,5.00,5.00,1,1,1.00,0,0,0,,0,0,
22,1951,1951-12-02,10,25.039,SFO,@,DET,W 20-10,,5,10,50.00,77,2,0,115.4,0,0,7.70,11.70,3,3,1.00,0,0,0,,0,0,
23,1951,1951-12-09,11,25.046,SFO,,GNB,W 31-19,*,5,8,62.50,73,0,2,52.6,0,0,9.13,-2.13,2,1,0.50,0,0,0,,0,0,
24,1951,1951-12-16,12,25.053,SFO,,DET,W 21-17,,7,12,58.33,83,1,0,107.3,0,0,6.92,8.58,3,3,1.00,1,0,0,,0,1,
25,1952,1952-09-28,1,25.340,SFO,,DET,W 17-3,,8,12,66.67,63,0,1,44.8,0,0,5.25,1.50,3,5,1.67,0,0,0,,0,0,
26,1952,1952-10-05,2,25.347,SFO,@,DTX,W 37-14,*,12,21,57.14,154,2,2,72.4,0,0,7.33,4.95,1,2,2.00,0,0,0,,0,0,
27,1952,1952-10-12,3,25.354,SFO,@,DET,W 28-0,,13,18,72.22,90,1,0,101.6,0,0,5.00,6.11,3,-8,-2.67,0,0,0,,0,0,
28,1952,1952-10-19,4,25.361,SFO,@,CHI,W 40-16,*,4,6,66.67,74,0,0,109.0,0,0,12.33,12.33,1,0,0.00,0,0,0,,0,0,
29,1952,1952-10-26,5,26.002,SFO,,DTX,W 48-21,,6,13,46.15,84,1,0,93.1,0,0,6.46,8.00,0,0,,0,0,0,,0,0,
30,1952,1952-11-02,6,26.009,SFO,,CHI,L 17-20,,9,16,56.25,87,0,0,71.6,0,0,5.44,5.44,0,0,,0,0,0,,0,0,
31,1952,1952-11-09,7,26.016,SFO,@,NYG,L 14-23,*,16,29,55.17,341,2,3,80.5,0,0,11.76,8.48,0,0,,0,0,0,,0,0,
32,1952,1952-11-16,8,26.023,SFO,@,WAS,W 23-17,*,13,28,46.43,195,1,2,51.9,0,0,6.96,4.46,1,-10,-10.00,0,0,0,,0,0,
33,1952,1952-11-23,9,26.030,SFO,@,RAM,L 9-35,,6,22,27.27,49,1,1,35.8,0,0,2.23,1.09,2,0,0.00,0,0,0,,0,0,
34,1952,1952-11-30,10,26.037,SFO,,RAM,L 21-34,*,10,26,38.46,155,3,3,57.9,0,0,5.96,3.08,0,0,,0,0,0,,0,0,
35,1952,1952-12-07,11,26.044,SFO,,PIT,L 7-24,,8,16,50.00,111,0,0,72.7,0,0,6.94,6.94,0,0,,0,0,0,,0,0,
36,1952,1952-12-14,12,26.051,SFO,,GNB,W 24-14,,1,1,100.00,4,0,0,83.3,0,0,4.00,4.00,0,0,,0,0,0,,0,0,
37,1953,1953-09-27,1,26.338,SFO,,PHI,W 31-21,*,7,16,43.75,130,3,2,72.4,0,0,8.13,6.25,1,1,1.00,1,0,0,,0,1,
38,1953,1953-10-04,2,26.345,SFO,,RAM,W 31-30,*,16,31,51.61,198,1,2,55.6,0,0,6.39,4.13,1,3,3.00,0,0,0,,0,0,
39,1953,1953-10-11,3,26.352,SFO,@,DET,L 21-24,*,8,13,61.54,87,1,1,74.8,0,0,6.69,4.77,2,1,0.50,1,0,0,,0,1,
40,1953,1953-10-25,5,27.001,SFO,,DET,L 10-14,,0,2,0.00,0,0,2,0.0,0,0,0.00,-45.00,0,0,,0,0,0,,0,0,
41,1953,1953-11-01,6,27.008,SFO,,CHI,W 24-14,*,25,43,58.14,304,1,2,68.4,0,0,7.07,5.44,1,14,14.00,0,0,0,,0,0,
42,1953,1953-11-08,7,27.015,SFO,@,RAM,W 31-27,*,18,32,56.25,301,3,3,80.3,0,0,9.41,7.06,3,8,2.67,1,0,0,,0,1,
43,1953,1953-11-15,8,27.022,SFO,@,CLE,L 21-23,*,17,27,62.96,214,1,0,99.9,0,0,7.93,8.67,1,7,7.00,1,0,0,,0,1,
44,1953,1953-11-22,9,27.029,SFO,@,GNB,W 37-7,*,8,17,47.06,99,1,0,85.2,0,0,5.82,7.00,2,2,1.00,2,0,0,,0,2,
45,1953,1953-11-29,10,27.036,SFO,@,BAL,W 38-21,*,10,14,71.43,220,3,1,123.5,0,0,15.71,16.79,1,5,5.00,0,0,0,,0,0,
46,1953,1953-12-06,11,27.043,SFO,,GNB,W 48-14,*,11,20,55.00,197,2,1,101.5,0,0,9.85,9.60,2,0,0.00,0,0,0,,0,0,
47,1953,1953-12-13,12,27.050,SFO,,BAL,W 45-14,*,29,44,65.91,371,4,2,103.5,0,0,8.43,8.20,0,0,,0,0,0,,0,0,
48,1954,1954-09-26,1,27.337,SFO,,WAS,W 41-7,*,16,30,53.33,168,1,1,67.1,0,0,5.60,4.77,1,1,1.00,1,0,0,,0,1,
49,1954,1954-10-03,2,27.344,SFO,@,RAM,T 24-24,*,23,35,65.71,268,0,0,88.7,0,0,7.66,7.66,2,1,0.50,0,0,0,,0,0,
50,1954,1954-10-10,3,27.351,SFO,@,GNB,W 23-17,,4,5,80.00,84,0,0,118.7,0,0,16.80,16.80,1,2,2.00,1,0,0,,0,1,
51,1954,1954-10-17,4,27.358,SFO,@,CHI,W 31-24,*,7,19,36.84,44,0,0,45.3,0,0,2.32,2.32,1,-4,-4.00,0,0,0,,0,0,
52,1954,1954-10-24,5,28.000,SFO,,DET,W 37-31,*,12,25,48.00,154,2,0,94.4,0,0,6.16,7.76,3,10,3.33,0,0,0,,0,0,
53,1954,1954-10-31,6,28.007,SFO,,CHI,L 27-31,*,17,31,54.84,262,1,2,66.9,0,0,8.45,6.19,1,1,1.00,0,0,0,,0,0,
54,1954,1954-11-07,7,28.014,SFO,,RAM,L 34-42,*,19,31,61.29,224,1,1,80.6,0,0,7.23,6.42,5,16,3.20,0,0,0,,0,0,
55,1954,1954-11-14,8,28.021,SFO,@,DET,L 7-48,*,11,25,44.00,192,0,1,54.1,0,0,7.68,5.88,0,0,,0,0,0,,0,0,
56,1954,1954-11-20,9,28.027,SFO,@,PIT,W 31-3,*,18,28,64.29,232,2,1,99.1,0,0,8.29,8.11,4,21,5.25,0,0,0,,0,0,
57,1954,1954-11-28,10,28.035,SFO,@,BAL,L 13-17,*,11,23,47.83,124,0,1,46.3,0,0,5.39,3.43,4,13,3.25,1,0,0,,0,1,
58,1954,1954-12-05,11,28.042,SFO,,GNB,W 35-0,*,15,18,83.33,233,2,0,155.8,0,0,12.94,15.17,4,7,1.75,1,0,0,,0,1,
59,1954,1954-12-11,12,28.048,SFO,,BAL,W 10-7,*,17,25,68.00,220,0,2,62.1,0,0,8.80,5.20,2,0,0.00,0,0,0,,0,0,
60,1955,1955-09-25,1,28.336,SFO,,RAM,L 14-23,*,11,27,40.74,144,1,5,31.0,0,0,5.33,-2.26,3,25,8.33,0,0,0,,0,0,
61,1955,1955-10-02,2,28.343,SFO,,CLE,L 3-38,*,5,15,33.33,57,0,2,6.1,0,0,3.80,-2.20,4,17,4.25,0,0,0,,0,0,
62,1955,1955-10-09,3,28.350,SFO,@,CHI,W 20-19,*,13,23,56.52,145,2,2,68.2,0,0,6.30,4.13,6,7,1.17,0,0,0,,0,0,
63,1955,1955-10-16,4,28.357,SFO,@,DET,W 27-24,*,15,31,48.39,316,1,2,68.7,0,0,10.19,7.94,0,0,,0,0,0,,0,0,
64,1955,1955-10-23,5,28.364,SFO,,CHI,L 23-34,*,12,19,63.16,245,2,2,102.3,0,0,12.89,10.26,0,0,,0,0,0,,0,0,
65,1955,1955-10-30,6,29.006,SFO,,DET,W 38-21,*,13,19,68.42,205,2,1,117.2,0,0,10.79,10.53,1,0,0.00,0,0,0,,0,0,
66,1955,1955-11-06,7,29.013,SFO,@,RAM,L 14-27,*,10,24,41.67,165,2,3,53.6,0,0,6.88,2.92,1,4,4.00,0,0,0,,0,0,
67,1955,1955-11-13,8,29.020,SFO,@,WAS,L 0-7,*,14,29,48.28,203,0,3,31.9,0,0,7.00,2.34,0,0,,0,0,0,,0,0,
68,1955,1955-11-20,9,29.027,SFO,@,GNB,L 21-27,*,15,28,53.57,225,2,1,89.1,0,0,8.04,7.86,1,2,2.00,0,0,0,,0,0,
69,1955,1955-11-27,10,29.034,SFO,@,BAL,L 14-26,*,14,25,56.00,207,2,2,76.6,0,0,8.28,6.28,1,13,13.00,0,0,0,,0,0,
