ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2003,2003-12-14,14,23.113,CHI,,MIN,W 13-10,*,13,30,43.33,157,0,0,60.0,1,12,5.23,5.23,2,-1,-0.50,0,0,0,0,,0,0.0%,,,0,0,0.0,,
2,2003,2003-12-21,15,23.120,CHI,,WAS,W 27-24,*,19,32,59.38,249,2,1,91.8,2,11,7.78,7.63,1,0,0.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,
3,2003,2003-12-28,16,23.127,CHI,@,KAN,L 3-31,*,6,10,60.00,31,0,0,65.0,1,18,3.10,3.10,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,,
4,2004,2004-09-12,1,24.020,CHI,,DET,L 16-20,*,16,35,45.71,227,0,2,43.4,3,13,6.49,3.91,4,21,5.25,0,0,0,0,,0,0.0%,,,0,0,0.0,,
5,2004,2004-09-19,2,24.027,CHI,@,GNB,W 21-10,*,10,18,55.56,132,1,1,74.3,1,7,7.33,5.94,4,7,1.75,0,0,0,0,,0,0.0%,,,0,0,0.0,,
6,2004,2004-09-26,3,24.034,CHI,@,MIN,L 22-27,*,21,31,67.74,248,0,0,91.9,1,2,8.00,8.00,3,20,6.67,1,0,0,0,,0,0.0%,,,1,6,0.0,,
7,2005,2005-12-18,14,25.117,CHI,,ATL,W 16-3,,9,16,56.25,93,0,1,47.1,0,0,5.81,3.00,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,,
8,2005,2005-12-25,15,25.124,CHI,@,GNB,W 24-17,*,11,23,47.83,166,1,1,68.4,1,9,7.22,6.13,0,0,,0,0,0,0,,0,0.0%,,,0,0,0.0,,
9,2006,2006-09-10,1,26.018,CHI,@,GNB,W 26-0,*,18,26,69.23,262,1,1,98.6,1,6,10.08,9.12,1,2,2.00,0,1,1,-4,-4.00,0,100.0%,-4.00,,0,0,0.0,,
10,2006,2006-09-17,2,26.025,CHI,,DET,W 34-7,*,20,27,74.07,289,4,0,148.0,0,0,10.70,13.67,1,0,0.00,0,0,0,0,,0,0.0%,,,0,0,0.0,,
