ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2014,2014-09-08,1,21.355,ARI,,SDG,W 18-17,,,,,,,0.0%,,,,,,,,,,
2,2014,2014-09-14,2,21.361,ARI,@,NYG,W 25-14,,1,1,16,16.00,0,100.0%,16.00,0,0,,0,0,0,0.0,1,0
3,2014,2014-09-21,3,22.003,ARI,,SFO,W 23-14,,,,,,,0.0%,,,,,,,,,,
4,2014,2014-10-05,4,22.017,ARI,@,DEN,L 20-41,*,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,1,0
5,2014,2014-11-02,8,22.045,ARI,@,DAL,W 28-17,,,,,,,0.0%,,,,,,,,,,
6,2014,2014-11-09,9,22.052,ARI,,STL,W 31-14,*,1,1,17,17.00,0,100.0%,17.00,0,0,,0,0,0,0.0,0,0
7,2014,2014-11-16,10,22.059,ARI,,DET,W 14-6,,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,0.0,0,0
8,2015,2015-09-13,1,22.360,ARI,,NOR,W 31-19,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
9,2015,2015-09-20,2,23.002,ARI,@,CHI,W 48-23,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
10,2015,2015-09-27,3,23.009,ARI,,SFO,W 47-7,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
11,2015,2015-10-04,4,23.016,ARI,,STL,L 22-24,*,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
12,2015,2015-10-11,5,23.023,ARI,@,DET,W 42-17,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
13,2015,2015-10-18,6,23.030,ARI,@,PIT,L 13-25,,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0,0.0,0,0
14,2015,2015-10-26,7,23.038,ARI,,BAL,W 26-18,,0,0,0,,0,0.0%,,0,0,,0,0,0,0.0,0,0
