ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1986,1986-10-13,6,24.350,PIT,@,CIN,L 22-24,0,0,,0,,,,,,,,,
2,1986,1986-10-19,7,24.356,PIT,,NWE,L 0-34,0,0,,0,,,,,,,,,
3,1986,1986-10-26,8,24.363,PIT,,CIN,W 30-9,3,57,19.00,0,0,0,,0,0,0,0,0,0
4,1986,1986-11-02,9,25.005,PIT,,GNB,W 27-3,2,80,40.00,0,0,0,,0,0,0,0,0,0
5,1986,1986-11-09,10,25.012,PIT,@,BUF,L 12-16,2,35,17.50,0,0,0,,0,0,0,0,0,0
6,1986,1986-11-16,11,25.019,PIT,,HOU,W 21-10,2,53,26.50,0,0,0,,0,0,0,0,0,0
7,1986,1986-11-23,12,25.026,PIT,@,CLE,L 31-37,5,151,30.20,0,0,0,,0,0,0,0,0,0
8,1986,1986-11-30,13,25.033,PIT,@,CHI,L 10-13,2,71,35.50,0,0,0,,0,0,0,1,4,0
9,1986,1986-12-07,14,25.040,PIT,,DET,W 27-17,3,74,24.67,0,0,0,,0,0,0,0,0,0
10,1986,1986-12-13,15,25.046,PIT,@,NYJ,W 45-24,2,14,7.00,0,0,0,,0,1,6,2,67,1
11,1986,1986-12-21,16,25.054,PIT,,KAN,L 19-24,4,56,14.00,0,0,0,,0,0,0,0,0,0
12,1987,1987-09-13,1,25.320,PIT,,SFO,W 30-17,2,51,25.50,0,0,0,,0,0,0,0,0,0
13,1987,1987-09-20,2,25.327,PIT,@,CLE,L 10-34,4,65,16.25,0,0,0,,0,0,0,0,0,0
14,1987,1987-10-25,6,25.362,PIT,,CIN,W 23-20,0,0,,0,,,,,,,,,
15,1987,1987-11-01,7,26.004,PIT,@,MIA,L 24-35,0,0,,0,,,,,,,,,
16,1987,1987-11-08,8,26.011,PIT,@,KAN,W 17-16,0,0,,0,,,,,,,,,
17,1987,1987-11-15,9,26.018,PIT,,HOU,L 3-23,0,0,,0,,,,,,,,,
18,1987,1987-11-22,10,26.025,PIT,@,CIN,W 30-16,0,0,,0,,,,,,,,,
19,1987,1987-11-29,11,26.032,PIT,,NOR,L 16-20,0,0,,0,,,,,,,,,
20,1987,1987-12-06,12,26.039,PIT,,SEA,W 13-9,0,0,,0,,,,,,,,,
21,1987,1987-12-13,13,26.046,PIT,@,SDG,W 20-16,0,0,,0,,,,,,,,,
22,1987,1987-12-20,14,26.053,PIT,@,HOU,L 16-24,0,0,,0,,,,,,,,,
23,1987,1987-12-26,15,26.059,PIT,,CLE,L 13-19,0,0,,0,,,,,,,,,
24,1988,1988-09-04,1,26.312,PIT,,DAL,W 24-21,0,0,,0,1,6,6.00,0,0,0,0,0,0
25,1988,1988-09-11,2,26.319,PIT,@,WAS,L 29-30,0,0,,0,0,0,,0,0,0,1,0,0
26,1988,1988-09-18,3,26.326,PIT,,CIN,L 12-17,1,19,19.00,0,0,0,,0,0,0,0,0,0
27,1988,1988-09-25,4,26.333,PIT,@,BUF,L 28-36,0,0,,0,0,0,,0,,,,,
28,1988,1988-10-02,5,26.340,PIT,,CLE,L 9-23,1,19,19.00,0,0,0,,0,0,0,0,0,0
29,1988,1988-10-09,6,26.347,PIT,@,PHO,L 14-31,0,0,,0,0,0,,0,,,,,
30,1988,1988-10-16,7,26.354,PIT,,HOU,L 14-34,0,0,,0,0,0,,0,,,,,
31,1988,1988-10-23,8,26.361,PIT,,DEN,W 39-21,0,0,,0,0,0,,0,,,,,
32,1988,1988-10-30,9,27.002,PIT,@,NYJ,L 20-24,0,0,,0,0,0,,0,,,,,
33,1988,1988-11-06,10,27.009,PIT,@,CIN,L 7-42,0,0,,0,0,0,,0,,,,,
34,1988,1988-11-13,11,27.016,PIT,,PHI,L 26-27,0,0,,0,0,0,,0,,,,,
35,1988,1988-11-20,12,27.023,PIT,@,CLE,L 7-27,2,33,16.50,0,1,5,5.00,0,0,0,0,0,0
36,1988,1988-11-27,13,27.030,PIT,,KAN,W 16-10,0,0,,0,0,0,,0,,,,,
37,1988,1988-12-04,14,27.037,PIT,@,HOU,W 37-34,0,0,,0,0,0,,0,,,,,
38,1988,1988-12-11,15,27.044,PIT,@,SDG,L 14-20,0,0,,0,0,0,,0,,,,,
39,1988,1988-12-18,16,27.051,PIT,,MIA,W 40-24,0,0,,0,0,0,,0,,,,,
