ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2002,2002-09-08,1,22.108,BAL,@,CAR,L 7-10,,3,2,22,11.00,1,66.7%,7.33,0,0,,0,1,6
2,2002,2002-09-15,2,22.115,BAL,,TAM,L 0-25,*,1,0,0,,0,0.0%,0.00,1,11,11.00,0,0,0
3,2002,2002-09-30,3,22.130,BAL,,DEN,W 34-23,,,,,,,0.0%,,,,,,,
4,2002,2002-10-06,4,22.136,BAL,@,CLE,W 26-21,,1,,,,,0.0%,,,,,,,
5,2002,2002-10-13,5,22.143,BAL,@,IND,L 20-22,,2,1,10,10.00,0,50.0%,5.00,1,10,10.00,0,0,0
6,2002,2002-10-20,6,22.150,BAL,,JAX,W 17-10,,2,2,37,18.50,0,100.0%,18.50,0,0,,0,0,0
7,2002,2002-10-27,7,22.157,BAL,,PIT,L 18-31,,3,3,26,8.67,0,100.0%,8.67,0,0,,0,0,0
8,2002,2002-11-03,8,22.164,BAL,@,ATL,L 17-20,,1,,,,,0.0%,,,,,,,
9,2002,2002-11-10,9,22.171,BAL,,CIN,W 38-27,,,,,,,0.0%,,,,,,,
10,2002,2002-11-17,10,22.178,BAL,@,MIA,L 7-26,*,4,1,5,5.00,0,25.0%,1.25,0,0,,0,0,0
11,2002,2002-11-24,11,22.185,BAL,,TEN,W 13-12,*,6,1,14,14.00,0,16.7%,2.33,0,0,,0,0,0
12,2002,2002-12-01,12,22.192,BAL,@,CIN,W 27-23,,,,,,,0.0%,,,,,,,
13,2002,2002-12-08,13,22.199,BAL,,NOR,L 25-37,*,2,,,,,0.0%,,,,,,,
14,2002,2002-12-15,14,22.206,BAL,@,HOU,W 23-19,,,,,,,0.0%,,,,,,,
15,2002,2002-12-22,15,22.213,BAL,,CLE,L 13-14,,1,,,,,0.0%,,,,,,,
16,2002,2002-12-29,16,22.220,BAL,@,PIT,L 31-34,,0,,,,,0.0%,,,,,,,
17,2003,2003-09-07,1,23.107,BAL,@,PIT,L 15-34,,2,1,12,12.00,0,50.0%,6.00,0,0,,0,0,0
18,2003,2003-09-14,2,23.114,BAL,,CLE,W 33-13,,,,,,,0.0%,,,,,,,
19,2003,2003-09-21,3,23.121,BAL,@,SDG,W 24-10,,,,,,,0.0%,,,,,,,
20,2003,2003-09-28,4,23.128,BAL,,KAN,L 10-17,,,,,,,0.0%,,,,,,,
21,2003,2003-11-16,10,23.177,BAL,@,MIA,L 6-9,,1,,,,,0.0%,,,,,,,
22,2003,2003-12-28,16,23.219,BAL,,PIT,W 13-10,,,,,,,0.0%,,,,,,,
