ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
66,1991,1991-11-17,11,31.323,RAI,,SEA,W 31-7,,1,19,19.00,0,,,0,0,,0,0,0
67,1991,1991-11-24,12,31.330,RAI,@,CIN,W 38-14,,2,14,7.00,0,,,0,0,,0,0,0
68,1991,1991-12-01,13,31.337,RAI,@,SDG,W 9-7,,1,3,3.00,0,,,0,0,,0,0,0
69,1991,1991-12-08,14,31.344,RAI,,BUF,L 27-30,,2,75,37.50,0,,,0,0,,0,0,0
70,1991,1991-12-16,15,31.352,RAI,@,NOR,L 0-27,,,,,,,,,,,,,
71,1991,1991-12-22,16,31.358,RAI,,KAN,L 21-27,,3,39,13.00,0,,,0,0,,0,0,0
72,1992,1992-09-06,1,32.252,RAI,@,DEN,L 13-17,5,2,36,18.00,0,40.0%,7.20,0,0,,0,0,0
73,1992,1992-09-13,2,32.259,RAI,@,CIN,L 21-24,,,,,,0.0%,,,,,,,
74,1992,1992-09-20,3,32.266,RAI,,CLE,L 16-28,3,1,13,13.00,0,33.3%,4.33,0,0,,0,0,0
75,1992,1992-09-28,4,32.274,RAI,@,KAN,L 7-27,2,2,16,8.00,0,100.0%,8.00,0,0,,0,0,0
76,1992,1992-10-04,5,32.280,RAI,,NYG,W 13-10,,,,,,0.0%,,,,,,,
77,1992,1992-10-11,6,32.287,RAI,,BUF,W 20-3,4,1,21,21.00,0,25.0%,5.25,0,0,,0,0,0
78,1992,1992-10-18,7,32.294,RAI,@,SEA,W 19-0,,,,,,0.0%,,,,,,,
79,1992,1992-10-25,8,32.301,RAI,,DAL,L 13-28,1,1,9,9.00,0,100.0%,9.00,0,0,,0,0,0
80,1992,1992-11-08,9,32.315,RAI,@,PHI,L 10-31,,,,,,0.0%,,,,,,,
81,1992,1992-11-15,10,32.322,RAI,,SEA,W 20-3,,,,,,0.0%,,,,,,,
82,1992,1992-11-22,11,32.329,RAI,,DEN,W 24-0,,,,,,0.0%,,,,,,,
83,1992,1992-11-29,12,32.336,RAI,@,SDG,L 3-27,,,,,,0.0%,,,,,,,
84,1992,1992-12-06,13,32.343,RAI,,KAN,W 28-7,,,,,,0.0%,,,,,,,
85,1992,1992-12-14,14,32.351,RAI,@,MIA,L 7-20,,,,,,0.0%,,,,,,,
86,1992,1992-12-20,15,32.357,RAI,,SDG,L 14-36,6,2,26,13.00,0,33.3%,4.33,0,0,,0,0,0
