ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1981,1981-09-06,1,22.008,NOR,@,ATL,L 0-27,0,0,,0,0,0,0.0,1,0,0
2,1981,1981-09-13,2,22.015,NOR,,RAM,W 23-17,0,0,,0,,,,,,
3,1981,1981-09-20,3,22.022,NOR,@,NYG,L 7-20,0,0,,0,,,,,,
4,1981,1981-10-04,5,22.036,NOR,,PIT,L 6-20,0,0,,0,,,,,,
5,1981,1981-10-11,6,22.043,NOR,,PHI,L 14-31,0,0,,0,,,,,,
6,1981,1981-10-18,7,22.050,NOR,@,CLE,L 17-20,0,0,,0,,,,,,
7,1981,1981-10-25,8,22.057,NOR,,CIN,W 17-7,0,0,,0,,,,,,
8,1981,1981-11-01,9,22.064,NOR,,ATL,L 10-41,1,2,2.00,0,0,0,0.0,0,0,0
9,1981,1981-11-08,10,22.071,NOR,@,RAM,W 21-13,0,0,,0,,,,,,
10,1981,1981-11-15,11,22.078,NOR,@,MIN,L 10-20,0,0,,0,,,,,,
11,1981,1981-11-22,12,22.085,NOR,@,HOU,W 27-24,0,0,,0,,,,,,
12,1981,1981-11-29,13,22.092,NOR,,TAM,L 14-31,0,0,,0,,,,,,
13,1981,1981-12-06,14,22.099,NOR,@,STL,L 3-30,0,0,,0,,,,,,
14,1981,1981-12-13,15,22.106,NOR,,GNB,L 7-35,0,0,,0,,,,,,
15,1981,1981-12-20,16,22.113,NOR,,SFO,L 17-21,0,0,,0,,,,,,
16,1982,1982-09-12,1,23.014,NOR,,STL,L 7-21,,,,,,,,,,
17,1982,1982-09-19,2,23.021,NOR,@,CHI,W 10-0,,,,,,,,,,
18,1982,1982-11-21,3,23.084,NOR,,KAN,W 27-17,,,,,,,,,,
19,1982,1982-11-28,4,23.091,NOR,@,SFO,W 23-20,,,,,,,,,,
20,1982,1982-12-05,5,23.098,NOR,,TAM,L 10-13,,,,,,,,,,
21,1982,1982-12-12,6,23.105,NOR,@,ATL,L 0-35,,,,,,,,,,
22,1982,1982-12-19,7,23.112,NOR,@,DAL,L 7-21,,,,,,,,,,
23,1982,1982-12-26,8,23.119,NOR,,WAS,L 10-27,,,,,,,,,,
24,1982,1983-01-02,9,23.126,NOR,,ATL,W 35-6,,,,,,,,,,
25,1983,1983-09-04,1,24.006,NOR,,STL,W 28-17,,,,,,,,,,
26,1983,1983-09-11,2,24.013,NOR,@,RAM,L 27-30,0,0,,0,0,0,0.0,1,12,0
27,1983,1983-09-18,3,24.020,NOR,,CHI,W 34-31,0,0,,0,1,6,0.0,2,60,1
28,1983,1983-09-25,4,24.027,NOR,@,DAL,L 20-21,0,0,,0,0,0,0.0,1,22,0
29,1983,1983-10-02,5,24.034,NOR,,MIA,W 17-7,0,0,,0,0,0,0.0,1,25,0
30,1983,1983-10-09,6,24.041,NOR,@,ATL,W 19-17,,,,,,,,,,
31,1983,1983-10-16,7,24.048,NOR,,SFO,L 13-32,,,,,,,,,,
32,1983,1983-10-23,8,24.055,NOR,@,TAM,W 24-21,,,,,,,,,,
33,1983,1983-10-30,9,24.062,NOR,@,BUF,L 21-27,,,,,,,,,,
34,1983,1983-11-06,10,24.069,NOR,,ATL,W 27-10,0,0,,0,0,0,0.0,1,12,0
35,1983,1983-11-13,11,24.076,NOR,@,SFO,L 0-27,0,0,,0,0,0,0.0,1,15,0
36,1983,1983-11-21,12,24.084,NOR,,NYJ,L 28-31,,,,,,,,,,
37,1983,1983-11-27,13,24.090,NOR,,MIN,W 17-16,,,,,,,,,,
38,1983,1983-12-04,14,24.097,NOR,@,NWE,L 0-7,,,,,,,,,,
39,1983,1983-12-11,15,24.104,NOR,@,PHI,W 20-17,,,,,,,,,,
40,1983,1983-12-18,16,24.111,NOR,,RAM,L 24-26,,,,,,,,,,
41,1984,1984-09-02,1,25.004,NOR,,ATL,L 28-36,,,,,,,,,,
42,1984,1984-09-09,2,25.011,NOR,,TAM,W 17-13,,,,,,,,,,
43,1984,1984-09-16,3,25.018,NOR,@,SFO,L 20-30,0,0,,0,0,0,0.0,1,16,0
44,1984,1984-09-23,4,25.025,NOR,,STL,W 34-24,,,,,,,,,,
45,1984,1984-09-30,5,25.032,NOR,@,HOU,W 27-10,,,,,,,,,,
46,1984,1984-10-07,6,25.039,NOR,@,CHI,L 7-20,,,,,,,,,,
47,1984,1984-10-14,7,25.046,NOR,,RAM,L 10-28,,,,,,,,,,
48,1984,1984-10-21,8,25.053,NOR,@,DAL,L 27-30,,,,,,,,,,
49,1984,1984-10-28,9,25.060,NOR,@,CLE,W 16-14,,,,,,,,,,
50,1984,1984-11-04,10,25.067,NOR,,GNB,L 13-23,,,,,,,,,,
51,1984,1984-11-11,11,25.074,NOR,@,ATL,W 17-13,,,,,,,,,,
52,1984,1984-11-19,12,25.082,NOR,,PIT,W 27-24,,,,,,,,,,
53,1984,1984-11-25,13,25.088,NOR,,SFO,L 3-35,,,,,,,,,,
54,1984,1984-12-02,14,25.095,NOR,@,RAM,L 21-34,,,,,,,,,,
55,1984,1984-12-09,15,25.102,NOR,,CIN,L 21-24,,,,,,,,,,
56,1984,1984-12-15,16,25.108,NOR,@,NYG,W 10-3,,,,,,,,,,
57,1985,1985-09-08,1,26.010,NOR,,KAN,L 27-47,,,,,,,,,,
58,1985,1985-09-15,2,26.017,NOR,@,DEN,L 23-34,,,,,,,,,,
59,1985,1985-09-22,3,26.024,NOR,,TAM,W 20-13,,,,,,,,,,
60,1985,1985-09-29,4,26.031,NOR,@,SFO,W 20-17,,,,,,,,,,
61,1985,1985-10-06,5,26.038,NOR,,PHI,W 23-21,0,0,,0,1,6,0.0,1,40,1
62,1985,1985-10-13,6,26.045,NOR,@,RAI,L 13-23,,,,,,,,,,
63,1985,1985-10-20,7,26.052,NOR,@,ATL,L 24-31,,,,,,,,,,
64,1985,1985-10-27,8,26.059,NOR,,NYG,L 13-21,,,,,,,,,,
65,1985,1985-11-03,9,26.066,NOR,@,RAM,L 10-28,,,,,,,,,,
66,1985,1985-11-10,10,26.073,NOR,,SEA,L 3-27,,,,,,,,,,
67,1985,1985-11-17,11,26.080,NOR,@,GNB,L 14-38,,,,,,,,,,
68,1985,1985-11-24,12,26.087,NOR,@,MIN,W 30-23,0,0,,0,0,0,0.0,1,23,0
69,1985,1985-12-01,13,26.094,NOR,,RAM,W 29-3,0,0,,0,0,0,0.0,1,0,0
70,1985,1985-12-08,14,26.101,NOR,@,STL,L 16-28,,,,,,,,,,
71,1985,1985-12-15,15,26.108,NOR,,SFO,L 19-31,,,,,,,,,,
72,1985,1985-12-22,16,26.115,NOR,,ATL,L 10-16,,,,,,,,,,
73,1986,1986-09-07,1,27.009,NOR,,ATL,L 10-31,0,0,,0,0,0,0.0,1,30,0
74,1986,1986-09-14,2,27.016,NOR,,GNB,W 24-10,0,0,,0,0,0,0.0,1,0,0
75,1986,1986-09-21,3,27.023,NOR,@,SFO,L 17-26,0,0,,0,,,,,,
76,1986,1986-09-28,4,27.030,NOR,@,NYG,L 17-20,0,0,,0,0,0,0.0,1,9,0
77,1986,1986-10-05,5,27.037,NOR,,WAS,L 6-14,0,0,,0,0,0,1.0,0,0,0
78,1986,1986-10-12,6,27.044,NOR,@,IND,W 17-14,0,0,,0,,,,,,
79,1986,1986-10-19,7,27.051,NOR,,TAM,W 38-7,0,0,,0,0,0,0.0,1,3,0
80,1986,1986-10-26,8,27.058,NOR,@,NYJ,L 23-28,0,0,,0,,,,,,
81,1986,1986-11-02,9,27.065,NOR,,SFO,W 23-10,0,0,,0,,,,,,
82,1986,1986-11-09,10,27.072,NOR,,RAM,W 6-0,0,0,,0,,,,,,
83,1986,1986-11-16,11,27.079,NOR,@,STL,W 16-7,1,6,6.00,0,0,0,0.0,0,0,0
84,1986,1986-11-23,12,27.086,NOR,@,RAM,L 13-26,2,12,6.00,0,0,0,0.0,0,0,0
85,1986,1986-11-30,13,27.093,NOR,,NWE,L 20-21,5,53,10.60,0,0,0,0.0,0,0,0
86,1986,1986-12-07,14,27.100,NOR,,MIA,L 27-31,0,0,,0,,,,,,
87,1986,1986-12-14,15,27.107,NOR,@,ATL,W 14-9,0,0,,0,,,,,,
88,1986,1986-12-21,16,27.114,NOR,@,MIN,L 17-33,0,0,,0,,,,,,
89,1987,1987-09-13,1,28.015,NOR,,CLE,W 28-21,,,,,,,,,,
90,1987,1987-09-20,2,28.022,NOR,@,PHI,L 17-27,,,,,,,,,,
91,1987,1987-10-25,6,28.057,NOR,,SFO,L 22-24,,,,,,,,,,
92,1987,1987-11-01,7,28.064,NOR,@,ATL,W 38-0,,,,,,,,,,
93,1987,1987-11-08,8,28.071,NOR,@,RAM,W 31-14,,,,,,,,,,
