ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2014,2014-10-13,5,21.068,STL,,SFO,L 17-31,,5,40,8.00,0,1,1,12,12.00,0,100.0%,12.00,0,0,0.0,0,0
2,2014,2014-10-19,6,21.074,STL,,SEA,W 28-26,,18,85,4.72,1,0,0,0,,0,0.0%,,1,6,0.0,0,0
3,2014,2014-10-26,7,21.081,STL,@,KAN,L 7-34,,7,32,4.57,0,1,1,1,1.00,0,100.0%,1.00,0,0,0.0,0,0
4,2014,2014-11-02,8,21.088,STL,@,SFO,W 13-10,*,19,65,3.42,0,2,1,-8,-8.00,0,50.0%,-4.00,0,0,0.0,0,0
5,2014,2014-11-09,9,21.095,STL,@,ARI,L 14-31,*,14,48,3.43,0,6,4,33,8.25,0,66.7%,5.50,0,0,0.0,0,0
6,2014,2014-11-16,10,21.102,STL,,DEN,W 22-7,*,29,113,3.90,0,2,1,1,1.00,0,50.0%,0.50,0,0,0.0,0,0
7,2014,2014-11-23,11,21.109,STL,@,SDG,L 24-27,*,16,62,3.88,0,2,1,26,26.00,0,50.0%,13.00,0,0,0.0,0,0
8,2014,2014-11-30,12,21.116,STL,,OAK,W 52-0,*,14,117,8.36,2,4,3,47,15.67,1,75.0%,11.75,3,18,0.0,0,0
9,2014,2014-12-07,13,21.123,STL,@,WAS,W 24-0,*,20,66,3.30,0,2,0,0,,0,0.0%,0.00,0,0,0.0,0,0
10,2014,2014-12-11,14,21.127,STL,,ARI,L 6-12,*,13,33,2.54,0,1,0,0,,0,0.0%,0.00,0,0,0.0,1,0
11,2014,2014-12-21,15,21.137,STL,,NYG,L 27-37,*,13,76,5.85,1,1,1,7,7.00,0,100.0%,7.00,1,6,0.0,0,0
12,2014,2014-12-28,16,21.144,STL,@,SEA,L 6-20,*,11,28,2.55,0,4,3,29,9.67,0,75.0%,7.25,0,0,0.0,0,0
13,2015,2015-09-20,2,22.045,STL,@,WAS,L 10-24,*,7,26,3.71,0,5,2,4,2.00,0,40.0%,0.80,0,0,0.0,0,0
14,2015,2015-09-27,3,22.052,STL,,PIT,L 6-12,*,9,16,1.78,0,5,1,15,15.00,0,20.0%,3.00,0,0,0.0,0,0
15,2015,2015-10-04,4,22.059,STL,@,ARI,W 24-22,,2,-1,-0.50,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
16,2015,2015-10-11,5,22.066,STL,@,GNB,L 10-24,,2,8,4.00,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
17,2015,2015-11-01,7,22.087,STL,,SFO,W 27-6,,15,46,3.07,0,1,1,6,6.00,0,100.0%,6.00,0,0,0.0,0,0
18,2015,2015-11-08,8,22.094,STL,@,MIN,L 18-21,,3,3,1.00,0,1,1,-4,-4.00,0,100.0%,-4.00,0,0,0.0,0,0
19,2015,2015-11-15,9,22.101,STL,,CHI,L 13-37,,6,31,5.17,0,1,1,16,16.00,0,100.0%,16.00,0,0,0.0,0,0
20,2015,2015-11-29,11,22.115,STL,@,CIN,L 7-31,,1,-2,-2.00,0,7,7,37,5.29,0,100.0%,5.29,0,0,0.0,0,0
21,2015,2015-12-06,12,22.122,STL,,ARI,L 3-27,,2,13,6.50,0,2,2,10,5.00,0,100.0%,5.00,0,0,0.0,0,0
22,2015,2015-12-13,13,22.129,STL,,DET,W 21-14,,4,7,1.75,0,2,2,1,0.50,0,100.0%,0.50,0,0,0.0,0,0
23,2015,2015-12-17,14,22.133,STL,,TAM,W 31-23,,3,13,4.33,0,0,0,0,,0,0.0%,,0,0,0.0,0,0
24,2015,2015-12-27,15,22.143,STL,@,SEA,W 23-17,,3,3,1.00,0,1,1,3,3.00,0,100.0%,3.00,0,0,0.0,0,0
25,2015,2016-01-03,16,22.150,STL,@,SFO,L 16-19,*,18,44,2.44,1,0,0,0,,0,0.0%,,1,6,0.0,0,0
