ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1995,1995-09-03,1,21.190,KAN,@,SEA,W 34-10,,0,0,0,,0,0.0%,,0,0,,0,2,111,55.50,1,6,63,10.50,0,1,6
2,1995,1995-09-10,2,21.197,KAN,,NYG,W 20-17,,0,0,0,,0,0.0%,,0,0,,0,3,84,28.00,0,5,25,5.00,0,0,0
3,1995,1995-09-17,3,21.204,KAN,,OAK,W 23-17,,0,0,0,,0,0.0%,,1,13,13.00,0,3,58,19.33,0,3,9,3.00,0,0,0
4,1995,1995-09-24,4,21.211,KAN,@,CLE,L 17-35,,1,1,2,2.00,0,100.0%,2.00,0,0,,0,4,93,23.25,0,2,4,2.00,0,0,0
5,1995,1995-10-01,5,21.218,KAN,@,ARI,W 24-3,,0,0,0,,0,0.0%,,0,0,,0,2,17,8.50,0,3,17,5.67,0,0,0
6,1995,1995-10-09,6,21.226,KAN,,SDG,W 29-23,,0,0,0,,0,0.0%,,1,5,5.00,0,5,109,21.80,0,2,96,48.00,1,1,6
7,1995,1995-10-15,7,21.232,KAN,,NWE,W 31-26,,2,2,43,21.50,1,100.0%,21.50,0,0,,0,3,76,25.33,0,5,55,11.00,0,1,6
8,1995,1995-10-22,8,21.239,KAN,@,DEN,W 21-7,,1,1,57,57.00,0,100.0%,57.00,0,0,,0,2,82,41.00,0,1,7,7.00,0,0,0
9,1995,1995-11-05,9,21.253,KAN,,WAS,W 24-3,,2,1,9,9.00,0,50.0%,4.50,0,0,,0,1,15,15.00,0,3,46,15.33,0,0,0
10,1995,1995-11-12,10,21.260,KAN,@,SDG,W 22-7,,0,0,0,,0,0.0%,,1,8,8.00,0,2,39,19.50,0,5,84,16.80,0,0,0
11,1995,1995-11-19,11,21.267,KAN,,HOU,W 20-13,,3,0,0,,0,0.0%,0.00,1,-1,-1.00,0,2,44,22.00,0,4,6,1.50,0,0,0
12,1995,1995-11-23,12,21.271,KAN,@,DAL,L 12-24,,4,4,85,21.25,0,100.0%,21.25,1,7,7.00,0,5,108,21.60,0,1,12,12.00,0,0,0
13,1995,1995-12-03,13,21.281,KAN,@,OAK,W 29-23,,1,1,26,26.00,0,100.0%,26.00,0,0,,0,4,68,17.00,0,3,33,11.00,0,0,0
14,1995,1995-12-11,14,21.289,KAN,@,MIA,L 6-13,,1,0,0,,0,0.0%,0.00,0,0,,0,4,102,25.50,0,2,25,12.50,0,0,0
15,1995,1995-12-24,16,21.302,KAN,,SEA,W 26-3,,3,1,9,9.00,1,33.3%,3.00,1,-1,-1.00,0,1,89,89.00,1,6,58,9.67,0,2,12
16,1996,1996-09-01,1,22.189,KAN,@,HOU,W 20-19,,11,7,76,10.86,1,63.6%,6.91,1,6,6.00,0,0,0,,0,2,7,3.50,0,1,6
17,1996,1996-09-08,2,22.196,KAN,,OAK,W 19-3,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,1,-11,-11.00,0,0,0
18,1996,1996-09-29,5,22.217,KAN,@,SDG,L 19-22,,9,2,11,5.50,0,22.2%,1.22,0,0,,0,0,0,,0,1,6,6.00,0,0,0
19,1996,1996-10-07,6,22.225,KAN,,PIT,L 7-17,,3,1,24,24.00,0,33.3%,8.00,0,0,,0,1,23,23.00,0,0,0,,0,0,0
20,1996,1996-10-17,7,22.235,KAN,,SEA,W 34-16,,1,1,14,14.00,0,100.0%,14.00,0,0,,0,2,47,23.50,0,1,12,12.00,0,0,0
21,1996,1996-10-27,8,22.245,KAN,@,DEN,L 7-34,,6,3,40,13.33,0,50.0%,6.67,0,0,,0,5,163,32.60,1,0,0,,0,1,6
22,1996,1996-11-03,9,22.252,KAN,@,MIN,W 21-6,,2,1,7,7.00,0,50.0%,3.50,0,0,,0,1,24,24.00,0,2,27,13.50,0,0,0
23,1996,1996-11-10,10,22.259,KAN,,GNB,W 27-20,,0,0,0,,0,0.0%,,0,0,,0,2,42,21.00,0,2,29,14.50,0,0,0
24,1996,1996-11-24,12,22.273,KAN,,SDG,L 14-28,,5,3,35,11.67,0,60.0%,7.00,0,0,,0,4,84,21.00,0,1,-2,-2.00,0,0,0
25,1996,1996-11-28,13,22.277,KAN,@,DET,W 28-24,,1,0,0,,0,0.0%,0.00,2,-1,-0.50,0,4,83,20.75,0,0,0,,0,0,0
26,1996,1996-12-09,14,22.288,KAN,@,OAK,L 7-26,,1,0,0,,0,0.0%,0.00,0,0,,0,4,101,25.25,0,3,29,9.67,0,0,0
27,1996,1996-12-15,15,22.294,KAN,,IND,L 19-24,,2,2,16,8.00,0,100.0%,8.00,0,0,,0,5,175,35.00,0,2,14,7.00,0,0,0
28,1996,1996-12-22,16,22.301,KAN,@,BUF,L 9-20,,2,1,18,18.00,0,50.0%,9.00,1,1,1.00,0,5,112,22.40,0,2,5,2.50,0,0,0
29,1997,1997-08-31,1,23.187,KAN,@,DEN,L 3-19,,0,0,0,,0,0.0%,,0,0,,0,4,112,28.00,0,0,0,,0,0,0
30,1997,1997-09-08,2,23.195,KAN,@,OAK,W 28-27,,0,0,0,,0,0.0%,,0,0,,0,5,146,29.20,0,3,31,10.33,0,0,0
31,1997,1997-09-14,3,23.201,KAN,,BUF,W 22-16,,2,0,0,,0,0.0%,0.00,0,0,,0,5,193,38.60,1,4,25,6.25,0,1,6
32,1997,1997-09-21,4,23.208,KAN,@,CAR,W 35-14,,0,0,0,,0,0.0%,,0,0,,0,1,19,19.00,0,1,16,16.00,0,0,0
33,1997,1997-09-28,5,23.215,KAN,,SEA,W 20-17,,3,2,12,6.00,0,66.7%,4.00,0,0,,0,4,79,19.75,0,1,8,8.00,0,0,0
34,1997,1997-10-05,6,23.222,KAN,@,MIA,L 14-17,,3,0,0,,0,0.0%,0.00,2,23,11.50,0,2,45,22.50,0,2,21,10.50,0,0,0
35,1997,1997-10-16,7,23.233,KAN,,SDG,W 31-3,,1,1,10,10.00,0,100.0%,10.00,0,0,,0,2,43,21.50,0,4,34,8.50,0,0,0
36,1997,1997-10-26,8,23.243,KAN,@,STL,W 28-20,,0,0,0,,0,0.0%,,0,0,,0,4,81,20.25,0,0,0,,0,0,0
37,1997,1997-11-03,9,23.251,KAN,,PIT,W 13-10,,0,0,0,,0,0.0%,,2,16,8.00,0,3,53,17.67,0,3,23,7.67,0,0,0
38,1997,1997-11-09,10,23.257,KAN,@,JAX,L 10-24,,0,0,0,,0,0.0%,,0,0,,0,3,65,21.67,0,5,28,5.60,0,0,0
39,1997,1997-11-16,11,23.264,KAN,,DEN,W 24-22,,1,0,0,,0,0.0%,0.00,0,0,,0,6,199,33.17,0,2,16,8.00,0,0,0
40,1997,1997-11-23,12,23.271,KAN,@,SEA,W 19-14,,3,2,22,11.00,0,66.7%,7.33,1,11,11.00,0,4,77,19.25,0,3,27,9.00,0,0,0
41,1997,1997-11-30,13,23.278,KAN,,SFO,W 44-9,,2,1,6,6.00,0,50.0%,3.00,0,0,,0,3,82,27.33,0,2,28,14.00,0,0,0
42,1997,1997-12-07,14,23.285,KAN,,OAK,W 30-0,,1,1,42,42.00,0,100.0%,42.00,0,0,,0,1,24,24.00,0,2,-3,-1.50,0,0,0
43,1997,1997-12-14,15,23.292,KAN,@,SDG,W 29-7,,1,0,0,,0,0.0%,0.00,0,0,,0,2,47,23.50,0,1,-1,-1.00,0,0,0
44,1997,1997-12-21,16,23.299,KAN,,NOR,W 25-13,,0,0,0,,0,0.0%,,0,0,,0,2,43,21.50,0,2,130,65.00,1,1,6
45,1998,1998-09-06,1,24.193,KAN,,OAK,W 28-8,,0,0,0,,0,0.0%,,2,1,0.50,0,1,21,21.00,0,1,0,0.00,0,0,0
46,1998,1998-09-20,3,24.207,KAN,,SDG,W 23-7,,0,0,0,,0,0.0%,,0,0,,0,1,16,16.00,0,3,44,14.67,0,0,0
47,1998,1998-09-27,4,24.214,KAN,@,PHI,W 24-21,,0,0,0,,0,0.0%,,0,0,,0,1,27,27.00,0,2,1,0.50,0,0,0
48,1998,1998-10-04,5,24.221,KAN,,SEA,W 17-6,,0,0,0,,0,0.0%,,0,0,,0,3,51,17.00,0,1,8,8.00,0,0,0
49,1998,1998-10-11,6,24.228,KAN,@,NWE,L 10-40,,0,0,0,,0,0.0%,,0,0,,0,6,111,18.50,0,2,15,7.50,0,0,0
50,1998,1998-10-26,7,24.243,KAN,,PIT,L 13-20,,0,0,0,,0,0.0%,,0,0,,0,3,69,23.00,0,4,47,11.75,0,0,0
51,1998,1998-11-22,11,24.270,KAN,@,SDG,L 37-38,,0,0,0,,0,0.0%,,0,0,,0,5,128,25.60,0,1,12,12.00,0,0,0
52,1998,1998-11-29,12,24.277,KAN,,ARI,W 34-24,,0,0,0,,0,0.0%,,0,0,,0,2,85,42.50,0,4,48,12.00,0,0,0
53,1998,1998-12-06,13,24.284,KAN,@,DEN,L 31-35,,0,0,0,,0,0.0%,,0,0,,0,6,146,24.33,0,3,52,17.33,0,0,0
54,1998,1998-12-13,14,24.291,KAN,,DAL,W 20-17,,0,0,0,,0,0.0%,,0,0,,0,4,82,20.50,0,1,1,1.00,0,0,0
55,1998,1998-12-20,15,24.298,KAN,@,NYG,L 7-28,,0,0,0,,0,0.0%,,0,0,,0,4,107,26.75,0,2,21,10.50,0,0,0
56,1998,1998-12-26,16,24.304,KAN,@,OAK,W 31-24,,0,0,0,,0,0.0%,,0,0,,0,5,113,22.60,0,3,15,5.00,0,0,0
57,1999,1999-09-12,1,25.199,KAN,@,CHI,L 17-20,,0,0,0,,0,0.0%,,0,0,,0,4,71,17.75,0,2,7,3.50,0,0,0
