ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,2005,2005-10-16,5,22.346,WAS,@,KAN,L 21-28,,0,0,,0,1,5,5.00,0
2,2005,2005-11-20,10,23.016,WAS,,OAK,L 13-16,,0,0,,0,0,0,,0
3,2005,2005-11-27,11,23.023,WAS,,SDG,L 17-23,,0,0,,0,0,0,,0
4,2005,2005-12-04,12,23.030,WAS,@,STL,W 24-9,,1,3,3.00,0,0,0,,0
5,2006,2006-12-24,15,24.050,WAS,@,STL,L 31-37,,0,0,,0,0,0,,0
6,2006,2006-12-30,16,24.056,WAS,,NYG,L 28-34,,0,0,,0,0,0,,0
