ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
1,1963,1963-12-15,14,22.270,MIN,@,PHI,W 34-13,1,31,31.00,0,0,0,0
2,1964,1964-10-04,4,23.198,MIN,@,GNB,W 24-23,1,0,0.00,0,0,0,0
3,1964,1964-10-11,5,23.205,MIN,,DET,L 20-24,0,0,,0,1,4,0
4,1964,1964-11-22,11,23.247,MIN,@,DET,T 23-23,0,0,,0,1,0,0
5,1964,1964-12-13,14,23.268,MIN,@,CHI,W 41-14,0,0,,0,1,0,0
6,1965,1965-11-21,10,24.246,MIN,,GNB,L 13-38,0,0,,0,1,15,0
7,1965,1965-12-12,13,24.267,MIN,@,DET,W 29-7,0,0,,0,1,16,0
8,1966,1966-10-02,4,25.196,MIN,,CHI,L 10-13,0,0,,0,1,0,0
9,1966,1966-12-11,13,25.266,MIN,@,DET,W 28-16,0,0,,0,1,30,0
10,1967,1967-10-08,4,26.202,MIN,,STL,L 24-34,0,0,,0,1,10,0
11,1967,1967-10-22,6,26.216,MIN,,BAL,T 20-20,0,0,,0,1,0,0
12,1968,1968-09-14,1,27.178,MIN,,ATL,W 47-7,0,0,,0,1,0,0
13,1969,1969-09-28,2,28.192,MIN,,BAL,W 52-14,0,0,,0,1,20,0
14,1969,1969-10-19,5,28.213,MIN,@,STL,W 27-10,0,0,,0,1,16,0
15,1970,1970-09-20,1,29.184,MIN,,KAN,W 27-10,0,0,,0,1,5,0
16,1970,1970-09-27,2,29.191,MIN,,NOR,W 26-0,,,,,,,
17,1970,1970-10-04,3,29.198,MIN,@,GNB,L 10-13,,,,,,,
18,1970,1970-10-11,4,29.205,MIN,@,CHI,W 24-0,,,,,,,
19,1970,1970-10-18,5,29.212,MIN,,DAL,W 54-13,,,,,,,
20,1970,1970-10-26,6,29.220,MIN,,RAM,W 13-3,,,,,,,
21,1970,1970-11-01,7,29.226,MIN,@,DET,W 30-17,,,,,,,
22,1970,1970-11-08,8,29.233,MIN,@,WAS,W 19-10,,,,,,,
23,1970,1970-11-15,9,29.240,MIN,,DET,W 24-20,0,0,,0,1,6,0
24,1970,1970-11-22,10,29.247,MIN,,GNB,W 10-3,,,,,,,
25,1970,1970-11-29,11,29.254,MIN,@,NYJ,L 10-20,,,,,,,
26,1970,1970-12-05,12,29.260,MIN,,CHI,W 16-13,,,,,,,
27,1970,1970-12-13,13,29.268,MIN,@,BOS,W 35-14,,,,,,,
28,1970,1970-12-20,14,29.275,MIN,@,ATL,W 37-7,0,0,,0,1,11,0
29,1971,1971-09-20,1,30.184,MIN,@,DET,W 16-13,,,,,,,
30,1971,1971-09-26,2,30.190,MIN,,CHI,L 17-20,0,0,,0,1,27,0
31,1971,1971-10-03,3,30.197,MIN,,BUF,W 19-0,,,,,,,
32,1971,1971-10-10,4,30.204,MIN,@,PHI,W 13-0,,,,,,,
33,1971,1971-10-17,5,30.211,MIN,@,GNB,W 24-13,,,,,,,
34,1971,1971-10-25,6,30.219,MIN,,BAL,W 10-3,0,0,,0,1,2,0
35,1971,1971-10-31,7,30.225,MIN,@,NYG,W 17-10,,,,,,,
36,1971,1971-11-07,8,30.232,MIN,,SFO,L 9-13,,,,,,,
37,1971,1971-11-28,11,30.253,MIN,,ATL,W 24-7,,,,,,,
38,1971,1971-12-05,12,30.260,MIN,@,SDG,L 14-30,,,,,,,
39,1971,1971-12-11,13,30.266,MIN,,DET,W 29-10,,,,,,,
40,1971,1971-12-19,14,30.274,MIN,@,CHI,W 27-10,,,,,,,
41,1972,1972-09-18,1,31.182,MIN,,WAS,L 21-24,0,0,,0,1,3,0
42,1972,1972-09-24,2,31.188,MIN,@,DET,W 34-10,0,0,,0,1,22,0
43,1972,1972-10-01,3,31.195,MIN,,MIA,L 14-16,,,,,,,
44,1972,1972-10-08,4,31.202,MIN,,STL,L 17-19,,,,,,,
45,1972,1972-10-15,5,31.209,MIN,@,DEN,W 23-20,,,,,,,
46,1972,1972-12-03,12,31.258,MIN,,CHI,W 23-10,,,,,,,
47,1972,1972-12-10,13,31.265,MIN,,GNB,L 7-23,,,,,,,
48,1972,1972-12-16,14,31.271,MIN,@,SFO,L 17-20,,,,,,,
