ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1996,1996-09-15,3,22.198,WAS,@,NYG,W 31-10,,6,57,9.50,1,0,0,0,,0,0.0%,,0,0,,0,1,6
2,1996,1996-09-22,4,22.205,WAS,@,STL,W 17-10,,0,0,,0,,,,,,0.0%,,,,,,,
3,1996,1996-09-29,5,22.212,WAS,,NYJ,W 31-16,,0,0,,0,,,,,,0.0%,,,,,,,
4,1996,1996-10-13,6,22.226,WAS,@,NWE,W 27-22,,0,0,,0,,,,,,0.0%,,,,,,,
5,1996,1996-10-20,7,22.233,WAS,,NYG,W 31-21,,0,0,,0,,,,,,0.0%,,,,,,,
6,1996,1996-10-27,8,22.240,WAS,,IND,W 31-16,,4,25,6.25,0,0,0,0,,0,0.0%,,0,0,,0,0,0
7,1996,1996-11-03,9,22.247,WAS,@,BUF,L 13-38,,5,22,4.40,0,0,0,0,,0,0.0%,,0,0,,0,0,0
8,1996,1996-11-10,10,22.254,WAS,,ARI,L 34-37,,0,0,,0,,,,,,0.0%,,,,,,,
9,1996,1996-11-17,11,22.261,WAS,@,PHI,W 26-21,,0,0,,0,,,,,,0.0%,,,,,,,
10,1996,1996-11-24,12,22.268,WAS,,SFO,L 16-19,,0,0,,0,,,,,,0.0%,,,,,,,
11,1996,1996-12-15,15,22.289,WAS,@,ARI,L 26-27,,0,0,,0,,,,,,0.0%,,,,,,,
12,1996,1996-12-22,16,22.296,WAS,,DAL,W 37-10,,8,35,4.38,1,0,0,0,,0,0.0%,,0,0,,0,1,6
13,1997,1997-08-31,1,23.183,WAS,@,CAR,W 24-10,,12,55,4.58,0,0,0,0,,0,0.0%,,0,0,,0,0,0
14,1997,1997-09-07,2,23.190,WAS,@,PIT,L 13-14,,17,66,3.88,0,3,2,20,10.00,0,66.7%,6.67,0,0,,0,0,0
15,1997,1997-09-14,3,23.197,WAS,,ARI,W 19-13,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
16,1997,1997-10-13,6,23.226,WAS,,DAL,W 21-16,,22,94,4.27,2,1,1,4,4.00,0,100.0%,4.00,0,0,,0,2,12
17,1997,1997-10-19,7,23.232,WAS,@,TEN,L 14-28,,13,45,3.46,0,2,2,29,14.50,0,100.0%,14.50,0,0,,0,0,0
18,1997,1997-10-26,8,23.239,WAS,,BAL,L 17-20,,17,59,3.47,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
19,1997,1997-11-02,9,23.246,WAS,@,CHI,W 31-8,,12,41,3.42,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
20,1997,1997-11-09,10,23.253,WAS,,DET,W 30-7,,3,2,0.67,0,1,1,19,19.00,0,100.0%,19.00,0,0,,0,0,0
21,1997,1997-11-16,11,23.260,WAS,@,DAL,L 14-17,,0,0,,0,,0,0,,0,0.0%,,0,0,,0,0,
22,1997,1997-11-23,12,23.267,WAS,,NYG,T 7-7,,0,0,,0,0,0,0,,0,0.0%,,2,46,23.00,0,0,0
23,1997,1997-11-30,13,23.274,WAS,,STL,L 20-23,,3,7,2.33,0,2,1,15,15.00,0,50.0%,7.50,1,16,16.00,0,0,0
24,1997,1997-12-07,14,23.281,WAS,@,ARI,W 38-28,,20,92,4.60,0,7,6,27,4.50,0,85.7%,3.86,0,0,,0,0,0
25,1997,1997-12-13,15,23.287,WAS,@,NYG,L 10-30,,10,41,4.10,0,4,3,23,7.67,0,75.0%,5.75,0,0,,0,0,0
26,1997,1997-12-21,16,23.295,WAS,,PHI,W 35-32,,12,65,5.42,1,2,2,-3,-1.50,0,100.0%,-1.50,0,0,,0,1,6
27,1998,1998-09-06,1,24.189,WAS,@,NYG,L 24-31,,2,2,1.00,0,,0,0,,0,0.0%,,0,0,,0,0,0
28,1998,1998-09-14,2,24.197,WAS,,SFO,L 10-45,,4,18,4.50,0,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
29,1998,1998-09-20,3,24.203,WAS,@,SEA,L 14-24,,,,,,1,,,,,0.0%,,,,,,,
