ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1976,1976-09-12,1,22.071,BAL,@,NWE,W 27-13,,,,
2,1976,1976-09-19,2,22.078,BAL,,CIN,W 28-27,,,,
3,1976,1976-09-26,3,22.085,BAL,@,DAL,L 27-30,1,12,12.00,0
4,1976,1976-10-03,4,22.092,BAL,,TAM,W 42-17,,,,
5,1976,1976-10-17,6,22.106,BAL,@,BUF,W 31-13,,,,
6,1976,1976-10-24,7,22.113,BAL,@,NYJ,W 20-0,,,,
7,1976,1976-11-01,8,22.121,BAL,,HOU,W 38-14,,,,
8,1976,1976-11-07,9,22.127,BAL,@,SDG,W 37-21,,,,
9,1976,1976-11-14,10,22.134,BAL,,NWE,L 14-21,,,,
10,1976,1976-11-28,12,22.148,BAL,,NYJ,W 33-16,,,,
11,1976,1976-12-12,14,22.162,BAL,,BUF,W 58-20,,,,
12,1977,1977-09-25,2,23.084,BAL,@,NYJ,W 20-12,,,,
13,1977,1977-10-02,3,23.091,BAL,,BUF,W 17-14,,,,
14,1977,1977-10-09,4,23.098,BAL,,MIA,W 45-28,,,,
15,1977,1977-10-16,5,23.105,BAL,@,KAN,W 17-6,,,,
16,1977,1977-10-23,6,23.112,BAL,@,NWE,L 3-17,,,,
17,1977,1977-10-30,7,23.119,BAL,,PIT,W 31-21,,,,
18,1977,1977-11-07,8,23.127,BAL,,WAS,W 10-3,,,,
19,1977,1977-11-13,9,23.133,BAL,@,BUF,W 31-13,,,,
20,1977,1977-11-20,10,23.140,BAL,,NYJ,W 33-12,,,,
21,1977,1977-11-27,11,23.147,BAL,@,DEN,L 13-27,,,,
22,1977,1977-12-05,12,23.155,BAL,@,MIA,L 6-17,,,,
23,1977,1977-12-11,13,23.161,BAL,,DET,L 10-13,,,,
