ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks
1,1995,1995-10-22,7,24.204,NOR,@,CAR,L 3-20,,
2,1996,1996-09-29,5,25.181,DEN,@,CIN,W 14-10,,
3,1996,1996-10-27,8,25.209,DEN,,KAN,W 34-7,,
4,1996,1996-11-04,9,25.217,DEN,@,OAK,W 22-21,,
5,1996,1996-11-24,12,25.237,DEN,@,MIN,W 21-17,,
6,1996,1996-12-08,14,25.251,DEN,@,GNB,L 6-41,,
7,1996,1996-12-22,16,25.265,DEN,@,SDG,L 10-16,,
8,1997,1997-11-02,9,26.215,DEN,,SEA,W 30-27,,
9,1998,1998-09-07,1,27.159,DEN,,NWE,W 27-21,,
10,1998,1998-11-15,10,27.228,CAR,,MIA,L 9-13,,1.0
11,1998,1998-11-22,11,27.235,CAR,@,STL,W 24-20,,
12,1998,1998-11-29,12,27.242,CAR,@,NYJ,L 21-48,,
13,1998,1998-12-06,13,27.249,CAR,,SFO,L 28-31,,
14,1998,1998-12-13,14,27.256,CAR,,WAS,L 25-28,,
15,1998,1998-12-20,15,27.263,CAR,,STL,W 20-13,,
16,1998,1998-12-27,16,27.270,CAR,@,IND,W 27-19,,
17,1999,1999-09-12,1,28.164,CAR,@,NOR,L 10-19,,
18,1999,1999-09-19,2,28.171,CAR,,JAX,L 20-22,,1.0
19,1999,1999-09-26,3,28.178,CAR,,CIN,W 27-3,,
20,1999,1999-10-17,5,28.199,CAR,@,SFO,W 31-29,,0.5
21,1999,1999-10-24,6,28.206,CAR,,DET,L 9-24,,
22,1999,1999-10-31,7,28.213,CAR,@,ATL,L 20-27,,1.0
23,1999,1999-11-07,8,28.220,CAR,,PHI,W 33-7,,
24,1999,1999-11-14,9,28.227,CAR,@,STL,L 10-35,,
25,1999,1999-11-21,10,28.234,CAR,@,CLE,W 31-17,,
26,1999,1999-11-28,11,28.241,CAR,,ATL,W 34-28,,
27,1999,1999-12-05,12,28.248,CAR,,STL,L 21-34,,
28,1999,1999-12-18,14,28.261,CAR,,SFO,W 41-24,,
29,1999,1999-12-26,15,28.269,CAR,@,PIT,L 20-30,,
